"Start Time","Fri Nov 25 08:56:52 2011","08:56:51 minus 78 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
8724,"hinge",0,2405,"<timeout>",1
11132,"germ",0,2405,"<timeout>",1
13541,"shrine",0,2404,"<timeout>",1
15949,"germ",2,712,"3",1
18359,"shrine",2,2404,"<timeout>",0
20767,"sulphur",0,2404,"<timeout>",0
23174,"germ",3,2404,"<timeout>",0
25582,"producer",0,671,"3",1
27991,"sulphur",3,2404,"<timeout>",0
30399,"bush",0,2403,"<timeout>",0
32806,"hinge",0,2405,"<timeout>",0
35215,"cocktail",0,678,"3",1
37624,"bush",3,2404,"<timeout>",0
40032,"hunting",0,2404,"<timeout>",0
42440,"shrine",0,2404,"<timeout>",0
44848,"germ",0,654,"3",1
47257,"germ",1,2405,"<timeout>",0
49666,"producer",0,2404,"<timeout>",0
52074,"producer",1,2404,"<timeout>",0
54482,"germ",3,515,"1",1
56891,"cocktail",0,2406,"<timeout>",0
59300,"producer",3,2404,"<timeout>",0
61708,"sulphur",0,2404,"<timeout>",0
64116,"cocktail",3,737,"3",0
66524,"producer",3,2404,"<timeout>",0
68932,"producer",1,2404,"<timeout>",0
71340,"cocktail",3,2403,"<timeout>",0
73747,"hunting",0,642,"3",1
76155,"producer",3,2404,"<timeout>",0
78563,"hunting",2,2403,"<timeout>",0
80970,"germ",0,2405,"<timeout>",0
83379,"hunting",2,643,"1",0
85789,"cocktail",0,2404,"<timeout>",0
88197,"germ",3,2403,"<timeout>",0
90603,"hunting",3,2405,"<timeout>",0
93012,"hinge",0,771,"3",1
95423,"bush",0,2404,"<timeout>",0
97831,"hunting",3,2403,"<timeout>",0
100238,"producer",0,2404,"<timeout>",0
102646,"bush",3,713,"3",0
105055,"bush",1,2405,"<timeout>",0
107464,"shrine",0,2403,"<timeout>",0
109871,"shrine",1,2403,"<timeout>",0
112278,"hunting",0,937,"3",1
114686,"hinge",0,2404,"<timeout>",0
117093,"germ",0,2405,"<timeout>",0
119502,"hinge",2,2404,"<timeout>",0
121910,"sulphur",0,728,"3",1
124318,"hinge",2,2404,"<timeout>",0
126726,"sulphur",2,2404,"<timeout>",0
129133,"germ",0,2404,"<timeout>",0
131541,"hinge",3,755,"3",0
133949,"bush",0,2404,"<timeout>",0
136357,"bush",1,2404,"<timeout>",0
138765,"hinge",3,2405,"<timeout>",0
141173,"producer",0,650,"3",1
143583,"bush",3,2404,"<timeout>",0
145991,"hunting",0,2403,"<timeout>",0
148398,"hinge",0,2404,"<timeout>",0
150806,"shrine",0,617,"3",1
153215,"hunting",3,2405,"<timeout>",0
155623,"hinge",3,2404,"<timeout>",0
158031,"shrine",3,2404,"<timeout>",0
160439,"sulphur",0,2404,"<timeout>",0
162847,"sulphur",1,2405,"<timeout>",0
165256,"shrine",3,2404,"<timeout>",0
167664,"bush",0,2404,"<timeout>",0
170072,"sulphur",3,608,"1",1
172481,"cocktail",0,2404,"<timeout>",0
174889,"cocktail",1,2404,"<timeout>",0
177297,"sulphur",3,2404,"<timeout>",0
179704,"shrine",0,649,"3",1
182114,"cocktail",3,2404,"<timeout>",0
184522,"cocktail",1,2404,"<timeout>",0
186930,"shrine",3,2405,"<timeout>",0
