Start Time,Fri Nov 25 09-28-12 2011,Offset,09:28:13 minus 523 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 0, 2, 1, 1, 5246, 10003, 10003,
001,2,2, 54, 11, 39, 104, 0, 2, 1, 1, 15928, 10003, 10003,
001,2,3, 72, 87, 63, 222, 0, 2, 1, 1, 26556, 10003, 10003,
001,2,4, 33, 82, 11, 126, 0, 2, 1, 1, 37237, 10003, 10003,
001,2,5, 71, 73, 35, 179, 0, 2, 1, 1, 47919, 10003, 10003,
001,2,6, 25, 16, 11, 52, 0, 2, 1, 1, 58599, 10003, 10003,
001,2,7, 32, 79, 89, 200, 52, 2, 1, 5, 69279, 38, 10002,
001,2,8, 85, 87, 85, 257, 0, 2, 1, 1, 79958, 10003, 10003,
001,2,9, 62, 37, 69, 168, 0, 2, 1, 1, 90638, 10003, 10003,
001,2,10, 39, 43, 29, 111, 0, 2, 1, 1, 101319, 10003, 10003,
001,2,11, 95, 13, 32, 140, 250, 2, 1, 4, 112000, 8630, 10004,
001,2,12, 88, 26, 55, 169, 0, 2, 1, 1, 122681, 10003, 10003,
001,2,13, 33, 79, 65, 177, 0, 2, 1, 1, 133362, 10003, 10003,
001,2,14, 85, 67, 31, 183, 0, 2, 1, 1, 144043, 10003, 10003,
001,2,15, 47, 48, 33, 128, 0, 2, 1, 1, 154723, 10003, 10003,
001,2,16, 14, 87, 27, 128, 0, 2, 1, 1, 165404, 10003, 10003,
001,2,17, 48, 88, 45, 181, 0, 2, 1, 1, 176085, 10003, 10003,
001,2,18, 23, 16, 71, 110, 0, 2, 1, 1, 186765, 10003, 10003,
