Start Time,Fri Nov 25 08-41-48 2011,Offset,08:41:49 minus 1415 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 0, 2, 1, 1, 24493, 5003, 5003,
001,2,2, 3, 4, 3, 10, 11, 2, 1, 3, 30172, 4685, 5002,
001,2,3, 7, 1, 5, 13, 0, 2, 1, 1, 35850, 5003, 5003,
001,2,4, 1, 4, 5, 10, 1, 2, 1, 4, 41527, 19, 5010,
001,2,5, 5, 6, 7, 18, 0, 2, 1, 1, 47211, 5002, 5002,
001,2,6, 4, 4, 9, 17, 1, 2, 1, 2, 52889, 4842, 5002,
001,2,7, 4, 3, 9, 16, 0, 2, 1, 1, 58565, 5003, 5003,
001,2,8, 9, 1, 1, 11, 12, 0, 0, 2, 64243, 2415, 4920,
001,2,9, 4, 9, 9, 22, 0, 2, 1, 1, 69916, 5003, 5003,
001,2,10, 6, 2, 4, 12, 0, 2, 1, 1, 75542, 5003, 5003,
001,2,11, 8, 2, 1, 11, 12, 2, 1, 3, 81220, 3768, 5003,
001,2,12, 9, 1, 3, 13, 13, 1, 1, 3, 86897, 4210, 5002,
001,2,13, 4, 7, 6, 17, 0, 2, 1, 1, 92574, 5003, 5003,
001,2,14, 5, 8, 5, 18, 18, 1, 1, 3, 98252, 3368, 5003,
001,2,15, 7, 1, 5, 13, 0, 2, 1, 1, 103930, 5003, 5003,
001,2,16, 2, 6, 7, 15, 0, 2, 1, 1, 109608, 5003, 5003,
001,2,17, 5, 2, 5, 12, 12, 1, 1, 3, 115287, 3366, 5003,
001,2,18, 5, 3, 1, 9, 8, 2, 1, 2, 120966, 2622, 5003,
001,2,19, 7, 6, 7, 20, 0, 2, 1, 1, 126644, 5002, 5002,
001,2,20, 9, 2, 3, 14, 20, 2, 1, 3, 132322, 450, 5003,
001,2,21, 2, 6, 6, 14, 0, 2, 1, 1, 138001, 5003, 5003,
001,2,22, 4, 1, 4, 9, 9, 1, 1, 2, 143679, 3534, 5004,
001,2,23, 6, 3, 9, 18, 0, 2, 1, 1, 149357, 5003, 5003,
001,2,24, 8, 9, 2, 19, 19, 1, 1, 3, 155035, 2732, 5003,
001,2,25, 6, 3, 9, 18, 0, 2, 1, 1, 160714, 5003, 5003,
001,2,26, 9, 4, 7, 20, 0, 2, 1, 1, 166340, 5003, 5003,
001,2,27, 5, 2, 2, 9, 9, 1, 1, 2, 172019, 3028, 5001,
001,2,28, 4, 7, 9, 20, 2, 2, 1, 2, 177695, 4999, 5037,
001,2,29, 3, 4, 5, 12, 12, 1, 1, 3, 183408, 3070, 5002,
001,2,30, 1, 4, 9, 14, 0, 2, 1, 1, 189085, 5003, 5003,
001,2,31, 9, 4, 5, 18, 0, 2, 1, 1, 194764, 5004, 5004,
001,2,32, 7, 7, 8, 22, 0, 2, 1, 1, 200443, 5003, 5003,
001,2,33, 4, 1, 4, 9, 9, 1, 1, 2, 206121, 3470, 5002,
001,2,34, 2, 6, 4, 12, 12, 1, 1, 3, 211799, 3737, 5003,
001,2,35, 9, 8, 3, 20, 20, 1, 1, 3, 217478, 4593, 5001,
001,2,36, 4, 3, 3, 10, 0, 2, 1, 1, 223155, 5003, 5003,
