"Start Time","Fri Nov 25 09:32:17 2011","09:32:16 minus 87 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
9377,"barber",0,2404,"<timeout>",1
11785,"plaster",0,2404,"<timeout>",1
14193,"essay",0,2403,"<timeout>",1
16600,"barber",3,2405,"<timeout>",0
19008,"plaster",3,856,"3",0
21418,"barber",2,2404,"<timeout>",0
23826,"currency",0,2403,"<timeout>",0
26233,"plaster",3,2404,"<timeout>",0
28641,"quarry",0,680,"3",1
31051,"currency",3,2404,"<timeout>",0
33459,"currency",1,2404,"<timeout>",0
35867,"currency",2,2404,"<timeout>",0
38275,"barber",0,718,"3",1
40684,"energy",0,2405,"<timeout>",0
43092,"barber",2,2405,"<timeout>",0
45501,"disturb",0,2404,"<timeout>",0
47909,"energy",3,771,"3",0
50319,"disturb",2,2404,"<timeout>",0
52727,"energy",2,2404,"<timeout>",0
55134,"sofa",0,2405,"<timeout>",0
57543,"disturb",3,703,"3",0
59954,"sofa",2,2404,"<timeout>",0
62362,"energy",0,2403,"<timeout>",0
64769,"essay",0,2405,"<timeout>",0
67177,"sofa",3,1688,"3",0
69588,"essay",2,2404,"<timeout>",0
71996,"disturb",0,2404,"<timeout>",0
74404,"sofa",3,2404,"<timeout>",0
76812,"currency",0,926,"3",1
79219,"energy",0,2405,"<timeout>",0
81628,"plaster",0,2403,"<timeout>",0
84035,"currency",3,2404,"<timeout>",0
86442,"sofa",0,787,"3",1
88852,"disturb",0,2405,"<timeout>",0
91260,"plaster",0,2405,"<timeout>",0
93669,"plaster",1,2404,"<timeout>",0
96077,"disturb",3,710,"3",0
98487,"sofa",0,2404,"<timeout>",0
100894,"essay",0,2405,"<timeout>",0
103302,"essay",1,2405,"<timeout>",0
105711,"quarry",0,708,"3",1
108120,"currency",0,2404,"<timeout>",0
110528,"quarry",2,2404,"<timeout>",0
112936,"essay",0,2405,"<timeout>",0
115344,"quarry",2,477,"1",0
117754,"currency",0,2404,"<timeout>",0
120161,"essay",3,2404,"<timeout>",0
122569,"barber",0,2404,"<timeout>",0
124977,"currency",3,690,"3",0
127386,"essay",3,2405,"<timeout>",0
129794,"barber",3,2404,"<timeout>",0
132202,"disturb",0,2404,"<timeout>",0
134610,"disturb",1,713,"3",1
137019,"barber",3,2405,"<timeout>",0
139427,"sofa",0,2405,"<timeout>",0
141836,"disturb",3,2404,"<timeout>",0
144244,"sofa",2,863,"3",1
146653,"barber",0,2404,"<timeout>",0
149061,"plaster",0,2405,"<timeout>",0
151469,"sofa",3,2405,"<timeout>",0
153878,"quarry",0,813,"3",1
156287,"essay",0,2404,"<timeout>",0
158695,"barber",0,2403,"<timeout>",0
161102,"quarry",3,2405,"<timeout>",0
163510,"essay",3,1390,"3",0
165920,"energy",0,2404,"<timeout>",0
168328,"quarry",3,2404,"<timeout>",0
170736,"energy",2,2404,"<timeout>",0
173144,"plaster",0,733,"3",1
175553,"quarry",3,2405,"<timeout>",0
177961,"energy",3,2404,"<timeout>",0
180369,"plaster",3,2404,"<timeout>",0
182777,"plaster",1,691,"1",0
185186,"energy",3,2405,"<timeout>",0
187594,"quarry",0,2405,"<timeout>",0
