"Start Time","Fri Nov 25 09:01:15 2011","09:01:14 minus 913 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5811,240,140,2529,292,180,1,65.6049
9659,625,300,1621,581,298,1,44.0454
12022,240,459,2286,266,469,1,27.8568
15051,400,75,832,393,131,1,56.4358
17695,559,459,1315,519,445,1,42.3792
20405,400,75,1568,398,77,1,2.82843
23290,625,300,1288,629,298,1,4.47214
25326,559,140,927,507,143,1,52.0865
26999,400,75,1825,398,73,1,2.82843
29570,559,459,1605,550,452,1,11.4018
31918,400,75,1143,393,49,1,26.9258
33803,240,459,1747,227,452,1,14.7648
36293,399,525,859,381,552,1,32.45
37894,400,75,760,381,108,1,38.0789
39968,559,459,1286,538,452,1,22.1359
41997,175,299,1035,166,300,1,9.05539
43774,240,459,1615,238,469,1,10.198
46129,559,459,999,538,500,1,46.0652
47876,625,300,875,617,333,1,33.9559
49499,559,459,841,531,476,1,32.7567
51083,240,140,1094,266,166,1,36.7696
52920,625,300,1613,605,345,1,49.2443
55276,175,299,807,189,298,1,14.0357
56825,559,140,1332,531,173,1,43.2782
58899,400,75,896,381,84,1,21.0238
60542,399,525,813,400,536,1,11.0454
62093,175,299,1025,215,298,1,40.0125
63861,399,525,1114,393,517,1,10
65717,240,459,1036,231,445,1,16.6433
67499,625,300,912,605,298,1,20.0998
69809,400,75,1203,381,66,1,21.0238
71757,559,459,913,543,481,1,27.2029
73412,399,525,778,398,576,1,51.0098
74932,240,140,1106,231,166,1,27.5136
76780,559,140,1243,543,166,1,30.5287
78764,399,525,782,386,500,1,28.178
80287,559,459,1255,550,481,1,23.7697
82285,175,299,1088,161,286,1,19.105
84115,240,140,1018,238,131,1,9.21954
85876,240,459,924,220,500,1,45.618
87548,625,300,1438,617,300,1,8
89729,559,140,1106,543,143,1,16.2788
91581,400,75,853,398,96,1,21.095
93173,559,459,1000,562,476,1,17.2627
94917,175,299,737,149,298,1,26.0192
96399,240,459,1141,285,433,1,51.9711
98765,559,140,1579,550,150,1,13.4536
101089,400,75,814,386,101,1,29.5296
102644,175,299,1383,173,300,1,2.23607
104769,559,140,1216,543,166,1,30.5287
106725,240,459,1122,255,440,1,24.2074
108590,399,525,976,370,540,1,32.6497
110311,240,459,909,231,476,1,19.2354
111964,559,459,1032,538,457,1,21.095
113737,240,459,856,231,481,1,23.7697
115336,625,300,1325,610,300,1,15
117403,240,459,920,250,452,1,12.2066
119070,240,140,1020,250,155,1,18.0278
120827,625,300,1164,629,300,1,4
122733,559,459,890,555,469,1,10.7703
124368,625,300,856,610,300,1,15
125965,240,140,1079,266,143,1,26.1725
127785,399,525,950,398,540,1,15.0333
130051,240,140,1083,243,162,1,22.2036
131876,559,140,1119,543,173,1,36.6742
133736,175,299,1233,184,300,1,9.05539
135713,625,300,830,610,298,1,15.1327
137773,399,525,849,400,529,1,4.12311
139365,400,75,858,381,61,1,23.6008
140965,240,459,1175,231,452,1,11.4018
142881,625,300,911,621,286,1,14.5602
144539,175,299,1122,196,302,1,21.2132
146406,559,140,960,543,131,1,18.3576
148105,559,459,1026,538,469,1,23.2594
149872,400,75,879,398,108,1,33.0606
151497,559,459,1273,531,476,1,32.7567
153515,240,459,1160,238,452,1,7.28011
155415,399,525,1089,398,540,1,15.0333
157248,625,300,872,610,293,1,16.5529
158859,240,140,1272,250,143,1,10.4403
160871,240,459,1228,215,476,1,30.2324
162840,559,140,2104,538,150,1,23.2594
165685,399,525,938,398,540,1,15.0333
167370,625,300,875,610,298,1,15.1327
168987,400,75,1268,398,77,1,2.82843
170997,625,300,1375,621,300,1,4
173114,175,299,859,173,310,1,11.1803
174715,240,459,1028,238,476,1,17.1172
176486,559,140,1025,538,155,1,25.807
178256,399,525,953,393,540,1,16.1555
179952,400,75,1149,393,73,1,7.28011
181843,559,459,1248,555,476,1,17.4642
183832,559,140,1618,550,138,1,9.21954
