"Start Time","Tue Nov 22 09:10:13 2011","09:10:12 minus 115 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6263,"canvas",0,2405,"<timeout>",1
8672,"whiskey",0,526,"3",1
11081,"whiskey",1,550,"1",1
13492,"bunny",0,461,"3",1
15902,"tomato",0,460,"1",0
18313,"gale",0,654,"3",1
20722,"gale",1,437,"1",1
23133,"tomato",0,929,"3",1
25543,"canvas",0,911,"3",1
27952,"canvas",1,472,"1",1
30362,"canvas",1,574,"1",1
32771,"hollow",0,524,"3",1
35181,"canvas",0,474,"3",1
37591,"bottle",0,464,"3",1
40000,"whiskey",0,472,"3",1
42410,"whiskey",1,418,"3",0
44820,"tomato",0,1067,"3",1
47230,"flag",0,450,"3",1
49640,"flag",1,432,"1",1
52050,"gale",0,495,"3",1
54460,"bottle",0,787,"3",1
56870,"flag",0,477,"3",1
59280,"bottle",0,472,"3",1
61690,"canvas",0,685,"3",1
64099,"bunny",0,732,"3",1
66509,"canvas",0,460,"3",1
68919,"bunny",0,466,"3",1
71328,"gale",0,473,"3",1
73737,"bunny",0,440,"3",1
76146,"bunny",1,407,"1",1
78555,"hollow",0,424,"3",1
80965,"bottle",0,420,"3",1
83374,"bottle",1,434,"1",1
85783,"flag",0,406,"3",1
88192,"bottle",0,689,"3",1
90602,"bottle",1,424,"1",1
93012,"hollow",0,460,"3",1
95422,"gale",0,435,"3",1
97831,"gale",1,857,"1",1
100241,"gale",1,440,"1",1
102651,"tomato",0,430,"3",1
105059,"flag",0,646,"3",1
107471,"flag",1,406,"1",1
109880,"gale",0,626,"3",1
112290,"hollow",0,495,"3",1
114699,"hollow",1,486,"1",1
117108,"flag",0,566,"3",1
119518,"canvas",0,739,"3",1
121929,"flag",0,480,"3",1
124339,"flag",1,441,"1",1
126748,"tomato",0,405,"3",1
129157,"whiskey",0,549,"3",1
131565,"bunny",0,541,"3",1
133973,"whiskey",0,636,"3",1
136383,"gale",0,674,"3",1
138792,"tomato",0,649,"3",1
141201,"tomato",1,441,"1",1
143610,"tomato",1,472,"1",1
146019,"tomato",1,471,"1",1
148430,"hollow",0,533,"3",1
150839,"hollow",1,500,"1",1
153248,"hollow",1,450,"1",1
155657,"whiskey",0,489,"3",1
158068,"whiskey",1,406,"1",1
160477,"bottle",0,424,"3",1
162887,"bottle",1,444,"1",1
165297,"hollow",0,466,"3",1
167708,"whiskey",0,455,"3",1
170117,"bunny",0,470,"3",1
172528,"bunny",1,579,"1",1
174939,"bunny",1,460,"1",1
177349,"canvas",0,406,"3",1
179759,"canvas",1,423,"1",1
182168,"canvas",1,428,"1",1
184577,"whiskey",0,562,"3",1
