"Start Time","Tue Nov 22 09:18:59 2011","09:18:58 minus 509 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
4685,240,140,2769,243,183,1,43.1045
9094,625,300,2357,605,300,1,20
12196,240,459,1096,292,481,1,56.4624
14040,400,75,728,405,148,0,73.171
15346,559,459,1333,550,421,1,39.0512
17426,400,75,1174,398,127,1,52.0384
19347,625,300,742,567,302,1,58.0345
20837,559,140,823,514,183,1,62.2415
22406,400,75,744,393,157,0,82.2982
23727,559,459,1201,543,433,1,30.5287
25674,400,75,841,398,141,1,66.0303
27262,240,459,902,231,469,1,13.4536
28906,399,525,789,433,505,1,39.4462
30443,400,75,688,398,131,1,56.0357
31871,559,459,1282,543,433,1,30.5287
33900,175,299,620,154,357,1,61.6847
35266,240,459,1562,238,488,1,29.0689
37574,559,459,762,507,433,1,58.1378
39083,625,300,763,543,300,0,82
40425,559,459,899,543,433,1,30.5287
42065,240,140,1114,280,190,1,64.0312
43927,625,300,795,574,345,1,68.0147
45468,175,299,640,208,362,0,71.1196
46687,559,140,997,514,173,1,55.8032
48429,400,75,1069,386,122,1,49.0408
50245,399,525,999,400,500,1,25.02
51986,175,299,883,215,345,1,60.959
53612,399,525,771,421,548,1,31.8277
55128,240,459,692,220,493,1,39.4462
56568,625,300,804,567,326,1,63.561
58118,400,75,1095,398,141,1,66.0303
59961,559,459,789,543,421,1,41.2311
62480,399,525,912,400,488,1,37.0135
64138,240,140,1077,292,173,1,61.5873
65963,559,140,1017,507,148,1,52.6118
67727,399,525,814,421,512,1,25.5539
69282,559,459,771,550,421,1,39.0512
70800,175,299,1017,215,300,1,40.0125
72563,240,140,867,273,152,1,35.1141
74178,240,459,699,231,445,1,16.6433
75624,625,300,708,605,298,1,20.0998
77079,559,140,752,531,141,1,28.0179
78577,400,75,753,386,122,1,49.0408
80071,559,459,701,581,421,1,43.909
81518,175,299,734,220,300,1,45.0111
82999,240,459,736,227,469,1,16.4012
84482,559,140,858,514,152,1,46.5725
86086,400,75,771,386,127,1,53.8516
87603,175,299,920,173,302,1,3.60555
89269,559,140,717,531,141,1,28.0179
90732,240,459,682,250,481,1,24.1661
92813,399,525,691,398,488,1,37.0135
94251,240,459,752,238,445,1,14.1421
95750,559,459,1000,550,417,1,42.9535
97496,240,459,692,231,445,1,16.6433
98936,625,300,735,581,298,1,44.0454
101404,240,459,718,266,429,1,39.6989
102868,240,140,788,292,190,0,72.1388
104236,625,300,691,664,310,1,40.2616
105674,559,459,639,617,476,1,60.4401
107059,625,300,637,648,300,1,23
108444,240,140,858,255,169,1,32.6497
110705,399,525,1115,433,517,1,34.9285
112567,240,140,911,285,183,1,62.2415
114223,559,140,691,488,141,0,71.007
115487,175,299,640,149,302,1,26.1725
116874,625,300,894,562,298,1,63.0317
118514,399,525,656,433,529,1,34.2345
119917,400,75,780,358,122,1,63.0317
121444,240,459,674,255,476,1,22.6716
122864,625,300,559,633,298,1,8.24621
124168,175,299,779,154,357,1,61.6847
125695,559,140,706,514,157,1,48.1041
127147,559,459,806,543,417,1,44.9444
128695,400,75,839,398,131,1,56.0357
130279,559,459,692,538,433,1,33.4215
131717,240,459,762,238,476,1,17.1172
133708,399,525,709,400,464,1,61.0082
135163,625,300,628,664,300,1,39
137520,240,140,990,273,178,1,50.3289
139258,240,459,789,280,452,1,40.6079
140794,559,140,674,593,148,1,34.9285
142214,399,525,728,440,500,1,48.0208
143689,625,300,778,610,298,1,15.1327
145867,400,75,612,398,157,0,82.0244
147058,625,300,638,648,300,1,23
148443,175,299,1070,215,300,1,40.0125
150260,240,459,718,161,469,0,79.6304
151557,559,140,832,507,152,1,53.3667
153137,399,525,937,398,540,1,15.0333
154821,400,75,939,398,141,1,66.0303
157164,559,459,811,555,433,1,26.3059
158717,559,140,753,507,157,1,54.7083
160215,240,140,797,238,152,1,12.1655
161759,399,525,761,429,452,0,78.924
163098,240,140,911,280,173,1,51.8556
164756,399,525,709,410,481,1,45.3542
166210,559,459,762,514,433,1,51.9711
167718,175,299,1034,231,302,1,56.0803
170155,559,140,905,495,148,1,64.4981
171802,240,140,1103,316,190,0,90.9725
173485,399,525,787,452,481,1,68.884
175017,240,459,920,238,440,1,19.105
176683,175,299,893,227,300,1,52.0096
178321,625,300,700,617,298,1,8.24621
179768,559,140,754,581,148,1,23.4094
181269,400,75,745,398,115,1,40.05
182762,240,140,779,250,157,1,19.7231
184287,400,75,701,374,73,1,26.0768
