Start Time,Tue Nov 22 09-01-16 2011,Offset,09:01:17 minus 683 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 41, 2, 1, 3, 10115, 508, 5002,
001,2,2, 3, 4, 3, 10, 1, 2, 1, 2, 15792, 4768, 5003,
001,2,3, 7, 1, 5, 13, 13, 1, 1, 3, 21472, 2583, 5003,
001,2,4, 1, 4, 5, 10, 10, 1, 0, 2, 27151, 2473, 3449,
001,2,5, 5, 6, 7, 18, 18, 1, 0, 2, 32825, 1559, 2151,
001,2,6, 4, 4, 9, 17, 17, 1, 0, 2, 38498, 2023, 2671,
001,2,7, 4, 3, 9, 16, 16, 1, 0, 2, 44171, 1669, 2189,
001,2,8, 9, 1, 1, 11, 11, 1, 0, 2, 49844, 1276, 1653,
001,2,9, 4, 9, 9, 22, 22, 1, 0, 2, 55516, 1806, 2116,
001,2,10, 6, 2, 4, 12, 12, 1, 0, 2, 61189, 1501, 1964,
001,2,11, 8, 2, 1, 11, 11, 1, 0, 2, 66861, 1333, 1653,
001,2,12, 9, 1, 3, 13, 13, 1, 0, 2, 72533, 1733, 2259,
001,2,13, 4, 7, 6, 17, 17, 1, 0, 2, 78205, 1517, 2068,
001,2,14, 5, 8, 5, 18, 18, 1, 0, 2, 83877, 1484, 1900,
001,2,15, 7, 1, 5, 13, 13, 1, 0, 2, 89550, 1525, 1941,
001,2,16, 2, 6, 7, 15, 15, 1, 0, 2, 95221, 1341, 2062,
001,2,17, 5, 2, 5, 12, 12, 1, 0, 2, 100892, 1454, 1847,
001,2,18, 5, 3, 1, 9, 9, 1, 0, 1, 106563, 1423, 1672,
001,2,19, 7, 6, 7, 20, 20, 1, 0, 2, 112234, 1753, 2065,
001,2,20, 9, 2, 3, 14, 14, 1, 0, 2, 117907, 1303, 1670,
001,2,21, 2, 6, 6, 14, 14, 1, 0, 2, 123580, 1503, 1894,
001,2,22, 4, 1, 4, 9, 12, 0, 0, 2, 129253, 1382, 1775,
001,2,23, 6, 3, 9, 18, 18, 1, 0, 2, 134926, 2142, 2548,
001,2,24, 8, 9, 2, 19, 19, 1, 0, 2, 140599, 1987, 2421,
001,2,25, 6, 3, 9, 18, 15, 0, 0, 2, 146273, 1571, 1907,
001,2,26, 9, 4, 7, 20, 20, 1, 0, 2, 151946, 1641, 2042,
001,2,27, 5, 2, 2, 9, 9, 1, 0, 1, 157618, 1577, 1810,
001,2,28, 4, 7, 9, 20, 20, 1, 0, 2, 163291, 1449, 1921,
001,2,29, 3, 4, 5, 12, 21, 0, 0, 2, 168965, 1599, 2431,
001,2,30, 1, 4, 9, 14, 14, 1, 0, 2, 174638, 2759, 3255,
001,2,31, 9, 4, 5, 18, 18, 1, 0, 2, 180311, 1366, 2341,
001,2,32, 7, 7, 8, 22, 22, 1, 0, 2, 185968, 1532, 1852,
001,2,33, 4, 1, 4, 9, 9, 1, 0, 1, 191640, 1757, 1996,
001,2,34, 2, 6, 4, 12, 12, 1, 0, 2, 197311, 1485, 1829,
001,2,35, 9, 8, 3, 20, 20, 1, 0, 2, 202984, 1733, 2046,
001,2,36, 4, 3, 3, 10, 10, 1, 0, 2, 208657, 1588, 1932,
