Start Time,Tue Nov 22 09-31-03 2011,Offset,09:31:04 minus 372 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 187, 0, 0, 3, 14089, 493, 2117,
001,2,2, 54, 11, 39, 104, 0, 2, 1, 1, 24763, 10001, 10001,
001,2,3, 72, 87, 63, 222, 222, 1, 0, 3, 35444, 7587, 8338,
001,2,4, 33, 82, 11, 126, 126, 1, 0, 3, 46118, 6536, 7184,
001,2,5, 71, 73, 35, 179, 179, 1, 0, 3, 56792, 5751, 7271,
001,2,6, 25, 16, 11, 52, 52, 1, 0, 2, 67466, 2997, 3428,
001,2,7, 32, 79, 89, 200, 190, 0, 0, 3, 78139, 4605, 5348,
001,2,8, 85, 87, 85, 257, 157, 0, 0, 3, 88813, 6331, 7227,
001,2,9, 62, 37, 69, 168, 168, 1, 1, 4, 99487, 9169, 10003,
001,2,10, 39, 43, 29, 111, 0, 2, 1, 1, 110168, 10003, 10003,
001,2,11, 95, 13, 32, 140, 140, 1, 0, 3, 120848, 5457, 6064,
001,2,12, 88, 26, 55, 169, 160, 0, 0, 3, 131524, 8269, 9981,
001,2,13, 33, 79, 65, 177, 177, 1, 0, 3, 142199, 7458, 8242,
001,2,14, 85, 67, 31, 183, 183, 1, 0, 3, 152873, 4440, 5312,
001,2,15, 47, 48, 33, 128, 128, 1, 0, 3, 163548, 7174, 7926,
001,2,16, 14, 87, 27, 128, 128, 1, 0, 3, 174223, 5580, 6315,
001,2,17, 48, 88, 45, 181, 0, 2, 1, 1, 184898, 10003, 10003,
001,2,18, 23, 16, 71, 110, 140, 0, 0, 3, 195580, 4462, 5078,
