"Start Time","Tue Nov 22 09:47:16 2011","09:47:15 minus 87 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6952,"barber",0,2404,"<timeout>",1
9360,"plaster",0,2403,"<timeout>",1
11767,"essay",0,2404,"<timeout>",1
14175,"barber",3,738,"1",1
16584,"plaster",3,2404,"<timeout>",0
18992,"barber",2,2403,"<timeout>",0
21399,"currency",0,818,"3",1
23807,"plaster",3,2405,"<timeout>",0
26216,"quarry",0,2403,"<timeout>",0
28623,"currency",3,729,"1",1
31031,"currency",1,2404,"<timeout>",0
33439,"currency",2,2404,"<timeout>",0
35846,"barber",0,850,"3",1
38255,"energy",0,2405,"<timeout>",0
40663,"barber",2,2404,"<timeout>",0
43071,"disturb",0,928,"3",1
45479,"energy",3,2405,"<timeout>",0
47887,"disturb",2,2404,"<timeout>",0
50295,"energy",2,1330,"1",0
52703,"sofa",0,2405,"<timeout>",0
55112,"disturb",3,2403,"<timeout>",0
57518,"sofa",2,851,"3",1
59928,"energy",0,2404,"<timeout>",0
62335,"essay",0,2404,"<timeout>",0
64742,"sofa",3,652,"1",1
67151,"essay",2,2404,"<timeout>",0
69558,"disturb",0,2405,"<timeout>",0
71966,"sofa",3,1555,"3",0
74375,"currency",0,2404,"<timeout>",0
76782,"energy",0,2404,"<timeout>",0
79190,"plaster",0,740,"3",1
81599,"currency",3,2405,"<timeout>",0
84007,"sofa",0,2403,"<timeout>",0
86414,"disturb",0,637,"3",1
88824,"plaster",0,2404,"<timeout>",0
91232,"plaster",1,2404,"<timeout>",0
93638,"disturb",3,2036,"3",0
96048,"sofa",0,2404,"<timeout>",0
98455,"essay",0,2404,"<timeout>",0
100862,"essay",1,660,"1",0
103270,"quarry",0,2405,"<timeout>",0
105679,"currency",0,2403,"<timeout>",0
108085,"quarry",2,694,"3",1
110495,"essay",0,2404,"<timeout>",0
112903,"quarry",2,2403,"<timeout>",0
115310,"currency",0,845,"3",1
117719,"essay",3,2404,"<timeout>",0
120126,"barber",0,2405,"<timeout>",0
122534,"currency",3,1013,"3",0
124943,"essay",3,2404,"<timeout>",0
127350,"barber",3,2405,"<timeout>",0
129758,"disturb",0,573,"3",1
132167,"disturb",1,2404,"<timeout>",0
134575,"barber",3,2403,"<timeout>",0
136982,"sofa",0,775,"3",1
139389,"disturb",3,2405,"<timeout>",0
141797,"sofa",2,2404,"<timeout>",0
144205,"barber",0,624,"3",1
146613,"plaster",0,2404,"<timeout>",0
149020,"sofa",3,2405,"<timeout>",0
151429,"quarry",0,648,"3",1
153838,"essay",0,2404,"<timeout>",0
156246,"barber",0,2403,"<timeout>",0
158652,"quarry",3,527,"1",1
161062,"essay",3,2405,"<timeout>",0
163470,"energy",0,2404,"<timeout>",0
165877,"quarry",3,775,"1",1
168287,"energy",2,2404,"<timeout>",0
170695,"plaster",0,2403,"<timeout>",0
173101,"quarry",3,728,"1",1
175511,"energy",3,2404,"<timeout>",0
177918,"plaster",3,2404,"<timeout>",0
180325,"plaster",1,1224,"3",1
182734,"energy",3,2404,"<timeout>",0
185141,"quarry",0,2405,"<timeout>",0
