"Start Time","Thu Nov 24 14:45:50 2011","14:45:49 minus 122 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6335,"canvas",0,2404,"<timeout>",1
8743,"whiskey",0,903,"1",0
11151,"whiskey",1,855,"1",1
13559,"bunny",0,831,"3",1
15969,"tomato",0,885,"3",1
18379,"gale",0,595,"3",1
20789,"gale",1,482,"1",1
23199,"tomato",0,783,"3",1
25608,"canvas",0,672,"3",1
28017,"canvas",1,511,"1",1
30425,"canvas",1,686,"1",1
32836,"hollow",0,612,"3",1
35245,"canvas",0,754,"3",1
37654,"bottle",0,521,"3",1
40064,"whiskey",0,607,"3",1
42474,"whiskey",1,573,"1",1
44883,"tomato",0,613,"3",1
47293,"flag",0,530,"3",1
49702,"flag",1,587,"3",0
52112,"gale",0,647,"3",1
54521,"bottle",0,510,"3",1
56930,"flag",0,990,"3",1
59339,"bottle",0,1260,"1",0
61750,"canvas",0,689,"3",1
64159,"bunny",0,512,"3",1
66567,"canvas",0,556,"3",1
68976,"bunny",0,655,"3",1
71385,"gale",0,622,"3",1
73796,"bunny",0,509,"3",1
76207,"bunny",1,609,"1",1
78617,"hollow",0,512,"3",1
81027,"bottle",0,642,"3",1
83436,"bottle",1,676,"1",1
85846,"flag",0,467,"3",1
88256,"bottle",0,472,"3",1
90665,"bottle",1,656,"1",1
93073,"hollow",0,575,"3",1
95483,"gale",0,598,"3",1
97892,"gale",1,613,"1",1
100302,"gale",1,578,"1",1
102713,"tomato",0,569,"3",1
105123,"flag",0,455,"3",1
107533,"flag",1,644,"1",1
109941,"gale",0,764,"3",1
112351,"hollow",0,498,"3",1
114761,"hollow",1,513,"1",1
117171,"flag",0,558,"3",1
119580,"canvas",0,541,"3",1
121989,"flag",0,732,"3",1
124398,"flag",1,407,"1",1
126808,"tomato",0,499,"3",1
129216,"whiskey",0,658,"3",1
131626,"bunny",0,560,"3",1
134036,"whiskey",0,437,"3",1
136446,"gale",0,549,"3",1
138855,"tomato",0,537,"3",1
141265,"tomato",1,561,"3",0
143675,"tomato",1,448,"1",1
146086,"tomato",1,660,"1",1
148495,"hollow",0,580,"3",1
150905,"hollow",1,745,"1",1
153316,"hollow",1,614,"1",1
155725,"whiskey",0,510,"3",1
158135,"whiskey",1,419,"1",1
160545,"bottle",0,682,"3",1
162954,"bottle",1,425,"1",1
165363,"hollow",0,404,"3",1
167772,"whiskey",0,552,"3",1
170182,"bunny",0,620,"3",1
172591,"bunny",1,407,"1",1
175001,"bunny",1,406,"3",0
177410,"canvas",0,520,"3",1
179820,"canvas",1,600,"1",1
182230,"canvas",1,524,"3",0
184639,"whiskey",0,668,"3",1
