Start Time,Thu Nov 24 15-22-53 2011,Offset,15:22:54 minus 717 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 255, 1, 0, 3, 4405, 5409, 7634,
001,2,2, 54, 11, 39, 104, 104, 1, 0, 3, 15063, 5224, 9416,
001,2,3, 72, 87, 63, 222, 0, 2, 1, 1, 25739, 10003, 10003,
001,2,4, 33, 82, 11, 126, 126, 1, 0, 3, 36421, 5754, 6337,
001,2,5, 71, 73, 35, 179, 179, 1, 0, 3, 47097, 4951, 6399,
001,2,6, 25, 16, 11, 52, 0, 2, 1, 1, 57772, 10003, 10003,
001,2,7, 32, 79, 89, 200, 300, 0, 0, 3, 68453, 7811, 8420,
001,2,8, 85, 87, 85, 257, 257, 1, 0, 3, 79128, 9008, 9888,
001,2,9, 62, 37, 69, 168, 168, 1, 1, 4, 89751, 9321, 10004,
001,2,10, 39, 43, 29, 111, 0, 2, 1, 1, 100432, 10003, 10003,
001,2,11, 95, 13, 32, 140, 400, 0, 0, 3, 111114, 7655, 8415,
001,2,12, 88, 26, 55, 169, 270, 0, 0, 3, 121720, 6922, 8353,
001,2,13, 33, 79, 65, 177, 1, 2, 1, 2, 132396, 9661, 10002,
001,2,14, 85, 67, 31, 183, 4, 0, 0, 1, 143077, 5, 1797,
001,2,15, 47, 48, 33, 128, 128, 1, 0, 3, 153751, 8380, 8996,
001,2,16, 14, 87, 27, 128, 228, 0, 0, 3, 164427, 7583, 8256,
001,2,17, 48, 88, 45, 181, 0, 2, 1, 1, 175085, 10003, 10003,
001,2,18, 23, 16, 71, 110, 110, 1, 0, 3, 185765, 8318, 9125,
