"Start Time","Thu Nov 24 14:57:32 2011","14:57:31 minus 997 ms","Subject","001","Target Distance",225,"Radius",18.75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5534,240,459,1631,243,457,1,3.60555
7904,399,525,1335,398,510,0,15.0333
10547,240,140,1313,238,141,1,2.23607
12599,240,459,1359,234,443,0,17.088
15104,559,459,864,543,474,0,21.9317
16540,399,525,763,400,519,1,6.08276
18046,400,75,1453,400,80,1,5
20240,399,525,1028,400,533,1,8.06226
22010,240,459,1609,238,474,0,15.1327
24195,175,299,1276,180,329,0,30.4138
26041,559,459,1106,555,467,1,8.94427
27889,625,300,1090,629,300,1,4
29720,240,140,1315,238,129,1,11.1803
31774,399,525,1119,400,514,1,11.0454
33632,559,459,2101,543,467,0,17.8885
36791,625,300,1109,617,300,1,8
38640,559,140,1733,555,141,1,4.12311
41112,240,140,1476,243,148,1,8.544
43324,240,459,2104,250,467,1,12.8062
47068,559,459,1100,550,467,1,12.0416
48907,240,140,1330,255,141,0,15.0333
51292,559,459,1360,562,467,1,8.544
53389,625,300,1046,617,300,1,8
55830,240,140,1201,238,141,1,2.23607
57770,559,140,1174,555,148,1,8.94427
59682,175,299,829,180,302,1,5.83095
61254,399,525,1553,400,529,1,4.12311
63548,559,140,2338,543,141,0,16.0312
67032,175,299,1320,180,300,1,5.09902
69094,399,525,952,398,529,1,4.12311
70787,559,459,1308,562,467,1,8.544
72832,625,300,1566,621,300,1,4
75140,399,525,1441,398,510,0,15.0333
77637,400,75,2432,400,84,1,9
80810,625,300,812,629,298,1,4.47214
82365,399,525,900,400,514,1,11.0454
84004,625,300,1038,633,298,1,8.24621
85779,400,75,1110,400,80,1,5
87628,240,140,1513,238,136,1,4.47214
89881,400,75,1501,400,84,1,9
92123,175,299,951,168,302,1,7.61577
93813,559,459,1548,562,443,0,16.2788
96421,399,525,889,400,514,1,11.0454
98053,559,459,968,562,467,1,8.544
99760,625,300,1573,617,300,1,8
102071,559,459,1038,562,457,1,3.60555
103849,625,300,1357,633,300,1,8
105945,240,459,1095,259,443,0,24.8395
108346,400,75,1645,405,73,1,5.38516
110732,559,459,1110,555,474,0,15.5242
112418,559,140,822,543,169,0,33.121
114300,625,300,1098,617,298,1,8.24621
116137,559,140,1855,567,148,1,11.3137
118733,399,525,1051,388,519,1,12.53
120522,175,299,897,180,298,1,5.09902
122161,559,459,933,543,467,0,17.8885
123662,240,459,1269,234,426,0,33.541
125985,175,299,1326,175,298,1,1
128050,400,75,1199,400,73,1,2
130647,240,140,940,238,152,1,12.1655
132326,175,299,795,168,300,1,7.07107
133863,559,140,992,574,136,0,15.5242
135427,240,140,980,238,141,1,2.23607
137150,625,300,1268,621,300,1,4
139157,559,140,1081,555,141,1,4.12311
140977,625,300,1121,621,310,1,10.7703
142835,399,525,1045,398,519,1,6.08276
144620,240,459,964,234,483,0,24.7386
146645,175,299,1253,175,300,1,1
148640,399,525,1872,388,514,0,15.5563
151567,559,140,1009,538,148,0,22.4722
153803,240,140,1211,234,141,1,6.08276
156320,399,525,1761,398,519,1,6.08276
158820,625,300,888,617,302,1,8.24621
160452,240,459,846,250,467,1,12.8062
162039,400,75,988,398,80,1,5.38516
163765,559,140,2172,550,141,1,9.05539
166677,559,459,1776,562,421,0,38.1182
169025,175,299,1431,184,298,1,9.05539
171848,400,75,1460,400,84,1,9
174050,559,459,1145,550,452,1,11.4018
175934,400,75,1166,398,80,1,5.38516
177840,559,140,1282,562,148,1,8.544
179861,175,299,1551,184,298,1,9.05539
182153,559,459,1459,555,452,1,8.06226
184350,240,459,894,234,467,1,10
