"Start Time","Thu Nov 24 14:49:56 2011","14:49:55 minus 77 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6341,"hinge",0,1314,"3",1
8752,"germ",0,741,"3",1
11163,"shrine",0,594,"3",1
13573,"germ",2,593,"1",0
15983,"shrine",2,1125,"1",0
18393,"sulphur",0,597,"3",1
20803,"germ",3,986,"1",1
23213,"producer",0,569,"3",1
25624,"sulphur",3,542,"1",1
28033,"bush",0,516,"3",1
30442,"hinge",0,1026,"3",1
32852,"cocktail",0,681,"3",1
35261,"bush",3,872,"1",1
37671,"hunting",0,535,"3",1
40081,"shrine",0,628,"1",0
42491,"germ",0,406,"3",1
44900,"germ",1,523,"3",1
47310,"producer",0,864,"3",1
49720,"producer",1,734,"3",1
52130,"germ",3,1076,"3",0
54540,"cocktail",0,1322,"3",1
56950,"producer",3,1063,"1",1
59359,"sulphur",0,472,"3",1
61768,"cocktail",3,678,"3",0
64178,"producer",3,963,"1",1
66588,"producer",1,818,"3",1
68998,"cocktail",3,800,"1",1
71407,"hunting",0,487,"3",1
73816,"producer",3,405,"3",0
76225,"hunting",2,1694,"1",0
78635,"germ",0,668,"3",1
81045,"hunting",2,834,"1",0
83455,"cocktail",0,537,"3",1
85864,"germ",3,405,"3",0
88273,"hunting",3,425,"3",0
90684,"hinge",0,407,"1",0
93093,"bush",0,407,"3",1
95503,"hunting",3,489,"3",0
97913,"producer",0,798,"3",1
100322,"bush",3,766,"1",1
102731,"bush",1,948,"3",1
105140,"shrine",0,667,"3",1
107549,"shrine",1,802,"3",1
109959,"hunting",0,760,"3",1
112368,"hinge",0,727,"3",1
114777,"germ",0,527,"3",1
117186,"hinge",2,774,"1",0
119596,"sulphur",0,407,"3",1
122407,"hinge",2,2405,"<timeout>",0
124816,"sulphur",2,1648,"3",1
127225,"germ",0,455,"3",1
129635,"hinge",3,566,"1",1
132046,"bush",0,406,"3",1
134455,"bush",1,406,"3",1
136864,"hinge",3,481,"1",1
139273,"producer",0,432,"3",1
141683,"bush",3,422,"3",0
144092,"hunting",0,756,"3",1
146503,"hinge",0,406,"3",1
148912,"shrine",0,674,"1",0
151321,"hunting",3,406,"3",0
153730,"hinge",3,406,"3",0
156139,"shrine",3,725,"1",1
158549,"sulphur",0,436,"3",1
160960,"sulphur",1,406,"3",1
163369,"shrine",3,1008,"3",0
165779,"bush",0,981,"3",1
168188,"sulphur",3,757,"1",1
170597,"cocktail",0,605,"3",1
173007,"cocktail",1,555,"3",1
175417,"sulphur",3,537,"3",0
177826,"shrine",0,839,"3",1
180236,"cocktail",3,406,"1",1
182645,"cocktail",1,844,"1",0
185053,"shrine",3,477,"3",0
