Start Time,Thu Nov 24 14-37-23 2011,Offset,14:37:24 minus 770 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 14, 1, 1, 3, 4533, 3686, 5003,
001,2,2, 3, 4, 3, 10, 10, 1, 0, 2, 10211, 3329, 4008,
001,2,3, 7, 1, 5, 13, 13, 1, 0, 2, 15884, 3351, 3999,
001,2,4, 1, 4, 5, 10, 10, 1, 0, 2, 21558, 1661, 2341,
001,2,5, 5, 6, 7, 18, 18, 1, 0, 2, 27231, 2917, 3564,
001,2,6, 4, 4, 9, 17, 15, 0, 0, 2, 32902, 2894, 3342,
001,2,7, 4, 3, 9, 16, 0, 2, 1, 1, 38556, 5002, 5002,
001,2,8, 9, 1, 1, 11, 11, 1, 0, 2, 44182, 1421, 1798,
001,2,9, 4, 9, 9, 22, 22, 1, 0, 2, 49836, 2776, 3143,
001,2,10, 6, 2, 4, 12, 12, 1, 0, 2, 55460, 2784, 3088,
001,2,11, 8, 2, 1, 11, 11, 1, 0, 2, 61132, 1121, 1537,
001,2,12, 9, 1, 3, 13, 13, 1, 0, 2, 66803, 1193, 1833,
001,2,13, 4, 7, 6, 17, 17, 1, 0, 2, 72475, 2921, 3578,
001,2,14, 5, 8, 5, 18, 18, 1, 0, 2, 78097, 2861, 3371,
001,2,15, 7, 1, 5, 13, 13, 1, 0, 2, 83754, 2218, 2626,
001,2,16, 2, 6, 7, 15, 15, 1, 0, 2, 89427, 2763, 3161,
001,2,17, 5, 2, 5, 12, 12, 1, 0, 2, 95100, 2314, 2744,
001,2,18, 5, 3, 1, 9, 9, 1, 0, 3, 100772, 1810, 4089,
001,2,19, 7, 6, 7, 20, 20, 1, 0, 2, 106395, 2874, 3691,
001,2,20, 9, 2, 3, 14, 14, 1, 0, 2, 112066, 2524, 3020,
001,2,21, 2, 6, 6, 14, 14, 1, 0, 2, 117720, 2022, 2527,
001,2,22, 4, 1, 4, 9, 9, 1, 0, 1, 123393, 2028, 2445,
001,2,23, 6, 3, 9, 18, 18, 1, 0, 2, 129063, 2352, 2759,
001,2,24, 8, 9, 2, 19, 19, 1, 0, 2, 134669, 2058, 2538,
001,2,25, 6, 3, 9, 18, 18, 1, 0, 2, 140341, 1673, 2153,
001,2,26, 9, 4, 7, 20, 20, 1, 0, 2, 145963, 3548, 3971,
001,2,27, 5, 2, 2, 9, 9, 1, 0, 1, 151635, 1755, 2076,
001,2,28, 4, 7, 9, 20, 20, 1, 0, 2, 157306, 2109, 2558,
001,2,29, 3, 4, 5, 12, 12, 1, 0, 2, 162979, 2565, 2916,
001,2,30, 1, 4, 9, 14, 14, 1, 0, 2, 168584, 2895, 3344,
001,2,31, 9, 4, 5, 18, 18, 1, 0, 2, 174257, 2703, 3134,
001,2,32, 7, 7, 8, 22, 22, 1, 0, 2, 179913, 3023, 3343,
001,2,33, 4, 1, 4, 9, 9, 1, 0, 1, 185567, 1609, 1890,
001,2,34, 2, 6, 4, 12, 12, 1, 0, 2, 191213, 2027, 2458,
001,2,35, 9, 8, 3, 20, 20, 1, 0, 2, 196837, 2852, 3396,
001,2,36, 4, 3, 3, 10, 0, 2, 1, 1, 202510, 5003, 5003,
