"Start Time","Thu Nov 24 15:19:13 2011","15:19:12 minus 130 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
4384,240,140,621,243,157,1,17.2627
5748,625,300,528,574,300,1,51
7023,240,459,577,201,474,1,41.7852
8347,400,75,534,400,68,1,7
9625,559,459,667,581,448,1,24.5967
11034,400,75,574,377,84,1,24.6982
12350,625,300,541,581,314,1,46.1736
13632,559,140,624,543,152,1,20
14999,400,75,586,398,80,1,5.38516
16327,559,459,607,567,443,1,17.8885
17672,400,75,513,398,68,1,7.28011
18929,240,459,753,222,479,1,26.9072
20424,399,525,599,400,560,1,35.0143
21770,400,75,498,400,84,1,9
23014,559,459,506,567,448,1,13.6015
24267,175,299,498,191,300,1,16.0312
25505,240,459,583,243,462,1,4.24264
26829,559,459,524,567,467,1,11.3137
28094,625,300,506,581,298,1,44.0454
29339,559,459,580,543,452,1,17.4642
30660,240,140,542,201,176,1,53.0754
31949,625,300,532,621,310,1,10.7703
33228,175,299,525,191,314,1,21.9317
34499,559,140,538,538,152,1,24.1868
35779,400,75,522,398,112,1,37.054
37047,399,525,586,417,514,1,21.095
38380,175,299,515,168,333,1,34.7131
39639,399,525,567,400,555,1,30.0167
40949,240,459,533,180,483,1,64.622
42228,625,300,550,629,340,1,40.1995
44177,400,75,550,400,108,1,33
45472,559,459,656,555,479,1,20.3961
46869,399,525,542,398,533,1,8.06226
48151,240,140,610,259,141,1,19.0263
49504,559,140,649,543,141,1,16.0312
50894,399,525,560,400,505,1,20.025
52199,559,459,651,555,452,1,8.06226
53588,175,299,723,168,314,1,16.5529
55049,240,140,762,264,129,1,26.4008
57377,240,459,796,280,421,1,55.1725
58915,625,300,620,581,300,1,44
60283,559,140,645,567,136,1,8.94427
61670,400,75,562,400,56,1,19
62975,559,459,683,526,426,1,46.669
64400,175,299,603,163,329,1,32.311
65747,240,459,576,234,498,1,39.4588
67724,559,140,630,538,180,1,45.1774
69754,400,75,568,398,68,1,7.28011
71064,175,299,600,184,260,1,40.025
73309,559,140,779,500,164,1,63.6946
74834,240,459,603,292,417,1,66.8431
76184,399,525,639,400,498,1,27.0185
77565,240,459,922,205,467,1,35.9026
79891,559,459,659,550,467,1,12.0416
81290,240,459,691,234,467,1,10
82721,625,300,672,629,298,1,4.47214
84132,240,459,718,243,457,1,3.60555
85592,240,140,597,250,152,1,15.6205
86932,625,300,673,574,300,1,51
88347,559,459,631,562,498,1,39.1152
90616,625,300,514,610,298,1,15.1327
92614,240,140,709,238,141,1,2.23607
94065,399,525,574,405,514,1,12.53
95380,240,140,596,205,108,1,47.4236
96718,559,140,683,543,129,1,19.4165
98149,175,299,674,191,298,1,16.0312
99565,625,300,698,610,298,1,15.1327
101008,399,525,745,393,505,1,20.8806
102499,400,75,599,400,84,1,9
104576,240,459,789,264,457,1,24.0832
106107,625,300,600,598,298,1,27.074
107452,175,299,624,137,369,0,79.6492
108646,559,140,734,519,136,1,40.1995
110125,559,459,690,562,448,1,11.4018
112380,400,75,699,398,108,1,33.0606
113820,559,459,728,500,412,0,75.4321
115128,240,459,700,238,462,1,3.60555
116570,399,525,605,377,524,1,22.0227
117922,625,300,708,605,302,1,20.0998
119371,240,140,673,250,157,1,19.7231
120783,240,459,673,234,474,1,16.1555
122202,559,140,690,555,129,1,11.7047
123634,399,525,588,393,505,1,20.8806
124964,625,300,594,605,298,1,20.0998
126304,400,75,620,400,73,1,2
127668,625,300,586,617,300,1,8
129000,175,299,586,126,324,1,55.0091
130333,240,459,621,234,452,1,9.21954
132355,559,140,620,555,180,1,40.1995
133716,399,525,950,400,514,1,11.0454
135410,400,75,569,400,68,1,7
136720,559,459,594,555,488,1,29.2746
138060,559,140,595,567,129,1,13.6015
139402,240,140,647,271,148,1,32.0156
140791,399,525,788,398,474,1,51.0098
142325,240,140,666,250,148,1,12.8062
143730,399,525,1267,393,493,1,32.5576
145736,559,459,766,507,443,1,54.4059
148232,175,299,915,238,333,0,71.5891
149721,559,140,595,531,157,1,32.7567
151063,240,140,815,259,124,1,24.8395
153437,399,525,728,398,514,1,11.0454
154906,240,459,595,250,488,1,30.6757
156247,175,299,542,130,314,1,47.4342
157531,625,300,596,629,298,1,4.47214
158873,559,140,612,574,108,1,35.3412
160226,400,75,624,417,61,1,22.0227
161589,240,140,789,234,136,1,7.2111
163123,400,75,665,377,73,1,23.0868
164530,559,140,614,543,141,1,16.0312
165890,175,299,612,175,302,1,3
167247,400,75,559,367,45,1,44.5982
168548,399,525,802,388,505,1,22.8254
170091,240,140,701,234,129,1,12.53
172192,625,300,715,629,300,1,4
173656,559,459,799,567,479,1,21.5407
175771,240,459,612,212,462,1,28.1603
177126,240,140,550,238,112,1,28.0713
178422,400,75,472,388,108,1,35.1141
179635,240,459,552,330,417,0,99.3177
180762,625,300,603,586,298,1,39.0512
182112,399,525,543,384,514,1,18.6011
183398,400,75,489,400,16,1,59
