"Start Time","Thu Nov 24 14:54:06 2011","14:54:05 minus 1000 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5343,240,140,1225,264,180,1,46.6476
7315,625,300,1096,586,376,0,85.4225
9476,240,459,1364,255,505,1,48.3839
11584,400,75,632,377,84,1,24.6982
12959,559,459,753,495,412,0,79.404
14860,400,75,683,384,96,1,26.4008
16291,625,300,698,562,329,1,69.3542
17731,559,140,742,526,157,1,37.1214
19214,400,75,596,398,73,1,2.82843
20557,559,459,724,550,417,1,42.9535
22026,400,75,586,398,56,1,19.105
23356,240,459,577,238,514,1,55.0364
24679,399,525,576,377,524,1,22.0227
25997,400,75,550,384,96,1,26.4008
27296,559,459,590,538,407,1,56.0803
28629,175,299,515,175,345,1,46
29883,240,459,676,250,483,1,26
31299,559,459,632,543,498,1,42.1545
32673,625,300,683,633,355,1,55.5788
34838,559,459,568,526,412,1,57.4282
36154,240,140,542,184,192,0,76.4199
37270,625,300,559,617,350,1,50.636
39474,175,299,584,168,340,1,41.5933
40800,559,140,762,507,185,1,68.7677
42309,400,75,550,417,52,1,28.6007
43594,399,525,648,384,479,1,48.3839
44987,175,299,542,168,333,1,34.7131
46276,399,525,559,384,550,1,29.1548
47581,240,459,612,222,498,1,42.9535
48938,625,300,497,648,298,1,23.0868
50181,400,75,542,398,80,1,5.38516
51464,559,459,619,550,412,1,47.8539
52826,399,525,647,384,586,1,62.8172
54219,240,140,512,259,157,1,25.4951
55473,559,140,575,488,164,0,74.9466
56627,399,525,673,398,510,1,15.0333
58047,559,459,550,562,417,1,42.107
59339,175,299,477,105,350,0,86.6083
60394,240,140,788,264,157,1,29.4109
61923,240,459,529,243,457,1,3.60555
63197,625,300,612,555,345,0,83.2166
64382,559,140,582,617,112,1,64.405
65711,400,75,559,400,84,1,9
67755,559,459,667,567,483,1,25.2982
69163,175,299,497,116,400,0,116.97
71144,240,459,709,271,479,1,36.8917
72594,559,140,577,514,180,1,60.208
73916,400,75,542,388,108,1,35.1141
75198,175,299,571,180,345,1,46.2709
76511,559,140,597,495,176,0,73.4302
77679,240,459,604,243,474,1,15.2971
79024,399,525,569,377,564,1,44.7772
80335,240,459,546,201,493,1,51.7397
81623,559,459,587,543,448,1,19.4165
83694,240,459,517,234,483,1,24.7386
84953,625,300,592,567,324,1,62.7694
87599,240,459,542,238,421,1,38.0526
88883,240,140,587,302,148,1,62.514
90215,625,300,568,633,329,1,30.0832
91524,559,459,583,531,417,1,50.4777
93838,625,300,505,629,298,1,4.47214
95084,240,140,551,271,192,1,60.5392
96382,399,525,478,400,462,1,63.0079
97600,240,140,498,250,52,0,88.5664
99242,559,140,606,514,129,1,46.3249
101245,175,299,436,126,355,0,74.411
102255,625,300,643,519,355,0,119.419
104128,399,525,621,398,505,1,20.025
105491,400,75,586,384,136,1,63.0635
106819,240,459,621,234,417,1,42.4264
108186,625,300,687,550,298,0,75.0267
110183,175,299,630,201,355,1,61.7414
111554,559,140,857,538,169,1,35.805
113725,559,459,628,543,407,1,54.4059
115663,400,75,514,372,52,1,36.2353
117743,559,459,596,562,436,1,23.1948
119082,240,459,507,196,488,1,52.6972
120335,399,525,547,377,540,1,26.6271
121622,625,300,804,633,355,1,55.5788
123829,240,140,603,238,141,1,2.23607
125175,240,459,613,271,395,0,71.1126
127013,559,140,1113,581,129,1,24.5967
129942,399,525,740,400,519,1,6.08276
132078,625,300,620,621,293,1,8.06226
133446,400,75,499,393,73,1,7.28011
134687,625,300,534,640,319,1,24.2074
135960,175,299,454,168,340,1,41.5933
137157,240,459,640,234,474,1,16.1555
138543,559,140,531,538,148,1,22.4722
139820,399,525,683,384,586,1,62.8172
141244,400,75,547,410,108,1,34.4819
142538,559,459,691,555,426,1,33.2415
143976,559,140,602,507,141,1,52.0096
145321,240,140,507,238,112,1,28.0713
146575,399,525,559,400,545,1,20.025
147881,240,140,525,238,129,1,11.1803
149148,399,525,563,398,545,1,20.025
150454,559,459,568,610,467,1,51.6236
151763,175,299,463,175,314,1,15
152966,559,140,502,495,80,0,87.7268
154867,240,140,499,222,180,1,43.8634
156107,399,525,498,400,545,1,20.025
157352,240,459,538,243,467,1,8.544
158631,175,299,525,142,340,1,52.6308
159904,625,300,484,562,288,1,64.1327
161130,559,140,506,593,152,1,36.0555
163371,400,75,550,405,73,1,5.38516
164661,240,140,518,276,148,1,36.8782
165921,400,75,533,400,89,1,14
167201,559,140,621,581,148,1,23.4094
168565,175,299,523,163,350,1,52.3927
169831,400,75,533,398,96,1,21.095
171111,399,525,489,398,595,0,70.0071
172663,240,140,507,250,152,1,15.6205
174568,625,300,479,617,298,1,8.24621
175789,559,459,537,567,467,1,11.3137
177559,240,459,428,243,412,1,47.0956
179381,240,140,550,287,136,1,47.1699
180672,400,75,358,400,302,0,227
182177,240,459,747,243,474,1,15.2971
183670,625,300,568,598,355,1,61.2699
185639,399,525,460,384,555,1,33.541
