"Start Time","Wed Nov 23 15:36:30 2011","15:36:29 minus 87 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6287,"canvas",0,2404,"<timeout>",1
8695,"whiskey",0,404,"3",1
11103,"whiskey",1,607,"1",1
13512,"bunny",0,431,"3",1
15923,"tomato",0,425,"3",1
18333,"gale",0,414,"3",1
20743,"gale",1,703,"1",1
23153,"tomato",0,559,"3",1
25562,"canvas",0,421,"3",1
27973,"canvas",1,483,"1",1
30383,"canvas",1,559,"1",1
32792,"hollow",0,406,"3",1
35201,"canvas",0,798,"3",1
37610,"bottle",0,717,"3",1
40020,"whiskey",0,404,"3",1
42429,"whiskey",1,405,"1",1
44838,"tomato",0,406,"3",1
47247,"flag",0,536,"3",1
49656,"flag",1,456,"1",1
52066,"gale",0,437,"3",1
54474,"bottle",0,429,"3",1
56883,"flag",0,407,"3",1
59293,"bottle",0,419,"3",1
61702,"canvas",0,417,"3",1
64110,"bunny",0,404,"3",1
66519,"canvas",0,404,"3",1
68927,"bunny",0,457,"3",1
71337,"gale",0,413,"3",1
73746,"bunny",0,405,"3",1
76155,"bunny",1,421,"1",1
78563,"hollow",0,445,"3",1
80973,"bottle",0,467,"3",1
83383,"bottle",1,405,"1",1
85794,"flag",0,430,"3",1
88203,"bottle",0,516,"3",1
90613,"bottle",1,420,"1",1
93022,"hollow",0,474,"3",1
95432,"gale",0,406,"3",1
97841,"gale",1,407,"1",1
100251,"gale",1,414,"1",1
102660,"tomato",0,2404,"<timeout>",0
105067,"flag",0,405,"3",1
107475,"flag",1,404,"1",1
109883,"gale",0,407,"1",0
112293,"hollow",0,427,"3",1
114702,"hollow",1,427,"1",1
117112,"flag",0,465,"3",1
119521,"canvas",0,404,"3",1
121929,"flag",0,513,"3",1
124339,"flag",1,446,"1",1
126750,"tomato",0,405,"3",1
129159,"whiskey",0,450,"3",1
131567,"bunny",0,404,"3",1
133975,"whiskey",0,406,"3",1
136384,"gale",0,406,"3",1
138794,"tomato",0,405,"3",1
141203,"tomato",1,414,"1",1
143611,"tomato",1,424,"1",1
146020,"tomato",1,431,"1",1
148430,"hollow",0,419,"3",1
150839,"hollow",1,407,"1",1
153249,"hollow",1,404,"1",1
155658,"whiskey",0,432,"3",1
158069,"whiskey",1,413,"1",1
160478,"bottle",0,460,"3",1
162887,"bottle",1,425,"1",1
165296,"hollow",0,405,"3",1
167706,"whiskey",0,521,"3",1
170115,"bunny",0,423,"3",1
172524,"bunny",1,470,"1",1
174932,"bunny",1,421,"1",1
177341,"canvas",0,462,"3",1
179751,"canvas",1,420,"1",1
182161,"canvas",1,404,"1",1
184570,"whiskey",0,426,"3",1
