"Start Time","Wed Nov 23 16:08:03 2011","16:08:02 minus 77 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5114,"desk",0,2404,"<timeout>",1
7522,"gasoline",0,2403,"<timeout>",1
9929,"gasoline",1,2405,"<timeout>",0
12338,"extract",0,2404,"<timeout>",0
14746,"schooner",0,2403,"<timeout>",0
17153,"extract",2,576,"1",1
19561,"extract",1,2404,"<timeout>",0
21969,"alcohol",0,2404,"<timeout>",0
24377,"brick",0,2404,"<timeout>",0
26785,"alcohol",2,553,"1",1
29193,"extract",0,2404,"<timeout>",0
31601,"gasoline",0,2404,"<timeout>",0
34008,"extract",2,2404,"<timeout>",0
36416,"brick",0,2404,"<timeout>",0
38824,"brick",1,2404,"<timeout>",0
41232,"saddle",0,2403,"<timeout>",0
43639,"brick",2,475,"1",1
46047,"alcohol",0,2405,"<timeout>",0
48455,"brick",2,547,"1",1
50865,"alcohol",2,538,"1",1
53275,"extract",0,2404,"<timeout>",0
55682,"gasoline",0,2405,"<timeout>",0
58090,"brick",0,2404,"<timeout>",0
60498,"gasoline",2,681,"1",1
62907,"brick",2,2404,"<timeout>",0
65315,"saddle",0,2403,"<timeout>",0
67721,"saddle",1,2405,"<timeout>",0
70130,"schooner",0,2403,"<timeout>",0
72537,"aunt",0,2403,"<timeout>",0
74944,"gasoline",0,2403,"<timeout>",0
77351,"aunt",2,404,"1",1
79759,"gasoline",2,668,"1",1
82170,"saddle",0,2404,"<timeout>",0
84578,"gasoline",2,721,"1",1
86986,"alcohol",0,2404,"<timeout>",0
89394,"alcohol",1,448,"1",0
91802,"aunt",0,2405,"<timeout>",0
94210,"desk",0,2404,"<timeout>",0
96617,"desk",1,2405,"<timeout>",0
99026,"saddle",0,2404,"<timeout>",0
101434,"desk",2,433,"1",1
103842,"saddle",2,2405,"<timeout>",0
106250,"aunt",0,2404,"<timeout>",0
108658,"extract",0,2404,"<timeout>",0
111066,"aunt",2,577,"1",1
113474,"extract",2,595,"1",1
115884,"aunt",2,2405,"<timeout>",0
118292,"desk",0,2404,"<timeout>",0
120700,"extract",0,2404,"<timeout>",0
123108,"schooner",0,2403,"<timeout>",0
125514,"desk",0,514,"1",0
127924,"alcohol",0,2405,"<timeout>",0
130332,"aunt",0,2404,"<timeout>",0
132740,"aunt",1,2404,"<timeout>",0
135148,"gasoline",0,2403,"<timeout>",0
137554,"desk",0,2405,"<timeout>",0
139963,"aunt",0,2403,"<timeout>",0
142370,"desk",2,2403,"<timeout>",0
144777,"brick",0,2404,"<timeout>",0
147185,"saddle",0,2404,"<timeout>",0
149591,"gasoline",0,2405,"<timeout>",0
152000,"saddle",2,2403,"<timeout>",0
154407,"schooner",0,2403,"<timeout>",0
156814,"saddle",2,688,"1",1
159223,"schooner",2,447,"1",1
161632,"brick",0,2405,"<timeout>",0
164041,"schooner",2,564,"1",1
166449,"schooner",1,2404,"<timeout>",0
168856,"desk",0,2404,"<timeout>",0
171264,"schooner",2,461,"1",1
173672,"desk",2,510,"1",1
176083,"alcohol",0,2404,"<timeout>",0
178491,"schooner",0,2403,"<timeout>",0
180897,"alcohol",2,612,"1",1
183308,"desk",0,2405,"<timeout>",0
