"Start Time","Wed Nov 23 16:04:21 2011","16:04:20 minus 87 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6937,"barber",0,2405,"<timeout>",1
9346,"plaster",0,2404,"<timeout>",1
11754,"essay",0,2404,"<timeout>",1
14162,"barber",3,430,"1",1
16569,"plaster",3,567,"1",1
18978,"barber",2,646,"1",0
21388,"currency",0,588,"3",1
23799,"plaster",3,442,"3",0
26208,"quarry",0,2405,"<timeout>",0
28617,"currency",3,480,"3",0
31026,"currency",1,2405,"<timeout>",0
33434,"currency",2,2404,"<timeout>",0
35842,"barber",0,2403,"<timeout>",0
38249,"energy",0,2403,"<timeout>",0
40656,"barber",2,473,"1",0
43066,"disturb",0,2405,"<timeout>",0
45475,"energy",3,2403,"<timeout>",0
47882,"disturb",2,487,"1",0
50290,"energy",2,2404,"<timeout>",0
52698,"sofa",0,2403,"<timeout>",0
55105,"disturb",3,2404,"<timeout>",0
57512,"sofa",2,633,"1",0
59921,"energy",0,2404,"<timeout>",0
62329,"essay",0,2403,"<timeout>",0
64736,"sofa",3,2404,"<timeout>",0
67143,"essay",2,675,"1",0
69552,"disturb",0,2404,"<timeout>",0
71960,"sofa",3,2403,"<timeout>",0
74367,"currency",0,2404,"<timeout>",0
76775,"energy",0,2404,"<timeout>",0
79183,"plaster",0,2404,"<timeout>",0
81591,"currency",3,2404,"<timeout>",0
83999,"sofa",0,2403,"<timeout>",0
86406,"disturb",0,2404,"<timeout>",0
88814,"plaster",0,2404,"<timeout>",0
91222,"plaster",1,2403,"<timeout>",0
93629,"disturb",3,614,"1",1
96036,"sofa",0,2404,"<timeout>",0
98444,"essay",0,2404,"<timeout>",0
100851,"essay",1,2404,"<timeout>",0
103259,"quarry",0,2403,"<timeout>",0
105666,"currency",0,2404,"<timeout>",0
108074,"quarry",2,2403,"<timeout>",0
110480,"essay",0,2406,"<timeout>",0
112890,"quarry",2,2403,"<timeout>",0
115297,"currency",0,2403,"<timeout>",0
117704,"essay",3,404,"1",1
120113,"barber",0,2404,"<timeout>",0
122520,"currency",3,2405,"<timeout>",0
124929,"essay",3,2404,"<timeout>",0
127337,"barber",3,691,"1",1
129745,"disturb",0,2404,"<timeout>",0
132153,"disturb",1,2404,"<timeout>",0
134560,"barber",3,2404,"<timeout>",0
136968,"sofa",0,2403,"<timeout>",0
139375,"disturb",3,668,"1",1
141784,"sofa",2,2404,"<timeout>",0
144192,"barber",0,2404,"<timeout>",0
146600,"plaster",0,652,"3",1
149010,"sofa",3,419,"1",1
151420,"quarry",0,600,"3",1
153829,"essay",0,2404,"<timeout>",0
156237,"barber",0,543,"1",0
158646,"quarry",3,2405,"<timeout>",0
161055,"essay",3,686,"1",1
163462,"energy",0,2404,"<timeout>",0
165870,"quarry",3,2403,"<timeout>",0
168277,"energy",2,624,"1",0
170685,"plaster",0,2405,"<timeout>",0
173094,"quarry",3,2403,"<timeout>",0
175501,"energy",3,552,"1",1
177910,"plaster",3,406,"1",1
180319,"plaster",1,2405,"<timeout>",0
182727,"energy",3,518,"1",1
185137,"quarry",0,2404,"<timeout>",0
