Start Time,Wed Nov 23 16-22-51 2011,Offset,16:22:52 minus 665 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 17, 1, 0, 2, 4861, 2051, 2524,
001,2,2, 9, 3, 5, 17, 17, 1, 0, 2, 10535, 1691, 2155,
001,2,3, 7, 3, 4, 14, 14, 1, 0, 2, 16190, 1108, 1524,
001,2,4, 7, 5, 7, 19, 19, 1, 0, 2, 21862, 2179, 2707,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 27533, 1781, 2156,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 33155, 1671, 1879,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 38811, 2239, 2558,
001,2,8, 2, 6, 1, 9, 10, 0, 0, 2, 44483, 1223, 1559,
001,2,9, 1, 4, 8, 13, 13, 1, 0, 2, 50140, 2350, 2806,
001,2,10, 4, 8, 4, 16, 16, 1, 0, 2, 55746, 1633, 2008,
001,2,11, 4, 9, 6, 19, 19, 1, 0, 5, 61368, 1603, 3907,
001,2,12, 8, 3, 3, 14, 14, 1, 0, 2, 67041, 2027, 2409,
001,2,13, 3, 5, 1, 9, 9, 1, 0, 1, 72697, 1234, 1442,
001,2,14, 1, 7, 8, 16, 16, 1, 0, 2, 78352, 1251, 1835,
001,2,15, 6, 7, 8, 21, 21, 1, 0, 2, 84009, 1923, 2226,
001,2,16, 6, 4, 7, 17, 17, 1, 0, 2, 89665, 2081, 2618,
001,2,17, 8, 7, 8, 23, 23, 1, 0, 2, 95337, 3171, 3722,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 101010, 1962, 2329,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 106666, 1265, 1473,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 112320, 1387, 1740,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 117974, 1909, 2382,
001,2,22, 1, 3, 5, 9, 9, 1, 0, 1, 123631, 1214, 1461,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 129285, 2888, 3759,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 2, 134958, 2255, 2630,
001,2,25, 5, 7, 8, 20, 20, 1, 0, 2, 140581, 3503, 3880,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 146255, 1206, 1542,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 151928, 1517, 1901,
001,2,28, 8, 8, 7, 23, 2, 2, 1, 2, 157601, 2749, 5002,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 163278, 1679, 1918,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 168933, 1303, 1617,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 174570, 1931, 2324,
001,2,32, 8, 5, 9, 22, 22, 1, 0, 2, 180193, 2844, 3188,
001,2,33, 7, 9, 6, 22, 22, 1, 0, 2, 185848, 2510, 2838,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 191520, 1229, 1614,
001,2,35, 2, 7, 9, 18, 18, 1, 0, 2, 197193, 1542, 2093,
001,2,36, 8, 5, 7, 20, 20, 1, 0, 2, 202815, 2536, 2919,
