"Start Time","Wed Nov 23 15:59:27 2011","15:59:26 minus 116 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
4867,240,140,754,266,169,1,38.9487
6362,625,300,620,610,300,1,15
7728,240,459,604,243,431,1,28.1603
9078,400,75,420,400,68,1,7
10241,559,459,602,543,467,1,17.8885
11586,400,75,460,386,61,1,19.799
12793,625,300,523,629,305,1,6.40312
14064,559,140,521,495,108,0,71.5542
15160,400,75,542,398,73,1,2.82843
16444,559,459,597,555,493,1,34.2345
17788,400,75,823,400,101,1,26
19358,240,459,640,280,426,1,51.8556
20739,399,525,754,400,533,1,8.06226
22238,400,75,463,400,61,1,14
23446,559,459,700,519,474,1,42.72
24892,175,299,577,220,277,1,50.0899
26217,240,459,525,262,467,1,23.4094
27489,559,459,671,562,474,1,15.2971
28905,625,300,698,581,300,1,44
30345,559,459,716,555,438,1,21.3776
31801,240,140,507,215,108,1,40.6079
33052,625,300,524,671,300,1,46
34317,175,299,529,154,277,1,30.4138
35586,559,140,488,567,124,1,17.8885
36816,400,75,560,381,73,1,19.105
38121,399,525,463,400,600,0,75.0067
39163,175,299,632,184,300,1,9.05539
40538,399,525,615,400,521,1,4.12311
41897,240,459,568,220,438,1,29
43211,625,300,497,621,300,1,4
44456,400,75,590,398,124,1,49.0408
45789,559,459,656,538,426,1,39.1152
47187,399,525,695,400,498,1,27.0185
48622,240,140,510,262,148,1,23.4094
49876,559,140,603,574,148,1,17
51220,399,525,604,386,521,1,13.6015
52564,559,459,649,543,419,1,43.0813
53957,175,299,524,149,298,1,26.0192
55222,240,140,597,262,129,1,24.5967
56558,240,459,625,266,443,1,30.5287
57928,625,300,471,648,298,1,23.0868
59147,559,140,419,538,129,1,23.7065
60307,400,75,466,370,84,1,31.3209
61520,559,459,579,514,426,1,55.8032
62842,175,299,490,231,300,1,56.0089
64077,240,459,629,250,455,1,10.7703
65453,559,140,390,555,108,1,32.249
66583,400,75,454,386,73,1,14.1421
68681,175,299,603,142,300,1,33.0151
70026,559,140,545,610,148,1,51.6236
71317,240,459,480,220,505,1,50.1597
72539,399,525,682,410,505,1,22.8254
73968,240,459,585,227,443,1,20.6155
75294,559,459,602,543,438,1,26.4008
76634,240,459,510,238,486,1,27.074
77888,625,300,472,648,298,1,23.0868
79107,240,459,538,231,474,1,17.4929
80383,240,140,519,255,148,1,17
81643,625,300,428,621,281,1,19.4165
82818,559,459,500,531,426,1,43.2782
84060,625,300,506,640,265,1,38.0789
85312,240,140,455,238,101,1,39.0512
86508,399,525,472,405,498,1,27.6586
87720,240,140,490,250,129,1,14.8661
88953,559,140,474,538,157,1,27.0185
90166,175,299,489,166,305,1,10.8167
91401,625,300,414,598,298,1,27.074
92551,399,525,525,400,533,1,8.06226
93822,400,75,414,400,45,1,30
94978,240,459,463,238,493,1,34.0588
96186,625,300,489,617,237,1,63.5059
97418,175,299,404,154,305,1,21.8403
98568,559,140,393,550,84,1,56.7186
99707,559,459,675,488,438,0,74.0405
100954,400,75,471,393,45,1,30.8058
102170,559,459,462,567,450,1,12.0416
103374,240,459,638,238,419,1,40.05
104753,399,525,563,410,529,1,11.7047
106061,625,300,638,593,298,1,32.0624
107445,240,140,427,227,141,1,13.0384
108614,240,459,884,231,455,1,9.84886
110240,559,140,472,617,129,1,59.0339
111456,399,525,549,398,521,1,4.12311
112747,625,300,514,629,298,1,4.47214
114006,400,75,533,386,56,1,23.6008
115280,625,300,487,629,298,1,4.47214
116508,175,299,410,142,298,1,33.0151
117658,240,459,700,215,431,1,37.5366
119103,559,140,513,562,112,1,28.1603
120364,399,525,612,381,498,1,32.45
121720,400,75,393,381,0,0,77.3692
122690,559,459,568,514,414,1,63.6396
124004,559,140,475,488,148,0,71.4493
125049,240,140,534,280,148,1,40.7922
126324,399,525,566,400,517,1,8.06226
127632,240,140,530,262,152,1,25.0599
128904,399,525,576,400,560,1,35.0143
130704,559,459,734,567,438,1,22.4722
132664,175,299,603,220,298,1,45.0111
134009,559,140,509,629,124,0,71.8053
135091,240,140,543,266,157,1,31.0644
136382,399,525,680,405,517,1,10
137802,240,459,649,280,431,1,48.8262
139200,175,299,577,208,298,1,33.0151
140519,625,300,578,633,293,1,10.6301
141843,559,140,613,543,164,1,28.8444
143197,400,75,544,381,124,1,52.5547
144485,240,140,619,255,152,1,19.2094
145845,400,75,691,400,108,1,33
147283,559,140,603,543,124,1,22.6274
148629,175,299,641,220,300,1,45.0111
150012,400,75,559,400,89,1,14
151313,399,525,629,400,533,1,8.06226
152685,240,140,703,309,192,0,86.4002
153966,625,300,524,640,300,1,15
155236,559,459,595,550,493,1,35.171
156579,240,459,668,231,419,1,41
157988,240,140,543,255,148,1,17
159277,400,75,498,400,108,1,33
160517,240,459,561,215,462,1,25.1794
161824,625,300,717,567,298,1,58.0345
163286,399,525,708,400,467,1,58.0086
164736,400,75,489,398,52,1,23.0868
165969,240,140,490,227,136,1,13.6015
167200,559,140,468,574,112,1,31.7648
168413,240,459,504,231,493,1,35.171
170560,625,300,515,652,300,1,27
171816,559,459,649,495,467,1,64.4981
173693,240,140,552,280,176,1,53.8145
174986,559,459,543,550,426,1,34.2053
176277,399,525,684,398,521,1,4.12311
177704,240,140,406,238,157,1,17.1172
178852,559,459,595,562,455,1,5
180186,625,300,487,629,300,1,4
181415,559,459,533,550,438,1,22.8473
182689,625,300,461,629,281,1,19.4165
183893,559,459,498,555,431,1,28.2843
