"Start Time","Wed Nov 23 15:40:30 2011","15:40:29 minus 77 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5789,"hinge",0,405,"3",1
8198,"germ",0,407,"3",1
10608,"shrine",0,404,"3",1
13018,"germ",2,449,"3",1
15428,"shrine",2,496,"3",1
17839,"sulphur",0,406,"3",1
20248,"germ",3,405,"1",1
22657,"producer",0,451,"3",1
25067,"sulphur",3,406,"3",0
27476,"bush",0,500,"3",1
29886,"hinge",0,542,"1",0
32298,"cocktail",0,407,"3",1
34708,"bush",3,2404,"<timeout>",0
37116,"hunting",0,424,"3",1
39524,"shrine",0,441,"3",1
41934,"germ",0,2405,"<timeout>",0
44342,"germ",1,2404,"<timeout>",0
46750,"producer",0,438,"3",1
49159,"producer",1,406,"3",1
51568,"germ",3,2404,"<timeout>",0
53976,"cocktail",0,444,"3",1
56384,"producer",3,406,"3",0
58794,"sulphur",0,406,"3",1
61203,"cocktail",3,418,"1",1
63613,"producer",3,405,"3",0
66022,"producer",1,1183,"3",1
68431,"cocktail",3,2405,"<timeout>",0
70840,"hunting",0,453,"3",1
73248,"producer",3,2404,"<timeout>",0
75655,"hunting",2,2404,"<timeout>",0
78063,"germ",0,438,"3",1
80471,"hunting",2,2405,"<timeout>",0
82880,"cocktail",0,404,"3",1
85288,"germ",3,2404,"<timeout>",0
87695,"hunting",3,2404,"<timeout>",0
90103,"hinge",0,422,"3",1
92511,"bush",0,559,"3",1
94921,"hunting",3,406,"1",1
97330,"producer",0,795,"3",1
99739,"bush",3,406,"3",0
102148,"bush",1,530,"3",1
104557,"shrine",0,496,"3",1
106967,"shrine",1,687,"3",1
109377,"hunting",0,406,"3",1
111786,"hinge",0,581,"3",1
114196,"germ",0,522,"3",1
116605,"hinge",2,2404,"<timeout>",0
119013,"sulphur",0,761,"3",1
121422,"hinge",2,2404,"<timeout>",0
123829,"sulphur",2,405,"3",1
126238,"germ",0,406,"3",1
128647,"hinge",3,405,"3",0
131056,"bush",0,407,"3",1
133465,"bush",1,2405,"<timeout>",0
135874,"hinge",3,549,"3",0
138281,"producer",0,2404,"<timeout>",0
140689,"bush",3,2403,"<timeout>",0
143096,"hunting",0,2404,"<timeout>",0
145504,"hinge",0,631,"1",0
147913,"shrine",0,2404,"<timeout>",0
150320,"hunting",3,2404,"<timeout>",0
152727,"hinge",3,2404,"<timeout>",0
155134,"shrine",3,2404,"<timeout>",0
157541,"sulphur",0,2404,"<timeout>",0
159949,"sulphur",1,2403,"<timeout>",0
162356,"shrine",3,523,"1",1
164765,"bush",0,2405,"<timeout>",0
167173,"sulphur",3,506,"1",1
169581,"cocktail",0,2404,"<timeout>",0
171989,"cocktail",1,2403,"<timeout>",0
174396,"sulphur",3,2403,"<timeout>",0
176803,"shrine",0,2404,"<timeout>",0
179211,"cocktail",3,404,"1",1
181619,"cocktail",1,2404,"<timeout>",0
184027,"shrine",3,404,"1",1
