"Start Time","Thu Nov 24 13:46:17 2011","13:46:16 minus 775 ms","Subject","001","Target Distance",225,"Radius",37.5

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5825,240,459,1654,234,438,1,21.8403
8221,399,525,1001,400,510,1,15.0333
9962,240,140,952,234,129,1,12.53
11653,240,459,998,238,474,1,15.1327
13390,559,459,1248,526,431,0,43.2782
15210,399,525,991,400,521,1,4.12311
16939,400,75,1172,398,68,1,7.28011
18850,399,525,954,388,552,1,29.1548
20545,240,459,1023,234,474,1,16.1555
22311,175,299,755,142,333,0,47.3814
23643,559,459,1287,555,462,1,5
25669,625,300,1162,640,298,1,15.1327
27569,240,140,1265,250,152,1,15.6205
29570,399,525,845,400,505,1,20.025
31156,559,459,876,567,486,1,28.1603
32772,625,300,1125,633,300,1,8
34637,559,140,951,550,141,1,9.05539
36897,240,140,1152,234,136,1,7.2111
38789,240,459,1072,255,431,1,31.7648
40599,559,459,1075,550,474,1,17.4929
42414,240,140,802,250,136,1,10.7703
43959,559,459,891,567,474,1,17
45588,625,300,900,617,300,1,8
47230,240,140,700,243,129,1,11.4018
48668,559,140,1007,567,117,1,24.3516
50418,175,299,752,184,300,1,9.05539
51913,399,525,871,410,533,1,13.6015
53522,559,140,956,555,129,1,11.7047
55220,175,299,742,163,281,1,21.6333
56702,399,525,870,400,505,1,20.025
58314,559,459,985,550,443,1,18.3576
60042,625,300,754,633,300,1,8
61536,399,525,692,400,533,1,8.06226
62970,400,75,713,400,108,0,33
64254,625,300,945,633,277,1,24.3516
65939,399,525,721,400,529,1,4.12311
67404,625,300,726,621,298,1,4.47214
68872,400,75,637,398,80,1,5.38516
70248,240,140,839,238,129,1,11.1803
71826,400,75,746,410,68,1,12.2066
73314,175,299,990,168,298,1,7.07107
75042,559,459,892,567,481,1,23.4094
76674,399,525,783,400,517,1,8.06226
78198,559,459,960,550,443,1,18.3576
79897,625,300,851,629,298,1,4.47214
81488,559,459,930,562,474,1,15.2971
83158,625,300,755,617,300,1,8
84655,240,459,995,238,493,0,34.0588
86226,400,75,912,410,84,1,13.4536
87878,559,459,895,562,438,1,21.2132
89514,559,140,785,550,136,1,9.84886
91042,625,300,795,621,305,1,6.40312
92575,559,140,746,543,141,1,16.0312
94063,399,525,892,398,517,1,8.06226
95696,175,299,768,163,300,1,12.0416
97206,559,459,774,562,474,1,15.2971
98719,240,459,950,243,438,1,21.2132
100411,175,299,766,163,300,1,12.0416
101919,400,75,830,400,56,1,19
103486,240,140,933,234,129,1,12.53
105159,175,299,878,180,300,1,5.09902
106777,559,140,953,550,129,1,14.2127
108472,240,140,752,250,148,1,12.8062
109963,625,300,864,610,310,1,18.0278
111564,559,140,1033,562,157,1,17.2627
113337,625,300,821,629,270,1,30.2655
114900,399,525,1009,398,517,1,8.06226
116646,240,459,1035,255,474,1,21.2132
118419,175,299,705,180,300,1,5.09902
119867,399,525,932,377,517,1,23.4094
121540,559,140,918,555,136,1,5.65685
123200,240,140,946,238,152,1,12.1655
124885,399,525,857,400,533,1,8.06226
126485,625,300,657,633,281,1,20.6155
127885,240,459,878,309,431,0,74.4648
129818,400,75,842,393,80,1,8.60233
131402,559,140,800,550,129,1,14.2127
132946,559,459,886,550,438,1,22.8473
134571,175,299,767,163,298,1,12.0416
136082,400,75,857,400,89,1,14
137677,559,459,825,538,443,1,26.4008
139243,400,75,721,388,73,1,12.1655
140703,559,140,920,562,112,1,28.1603
142366,175,299,822,180,300,1,5.09902
143932,559,459,1132,567,443,1,17.8885
145803,240,459,1063,250,467,1,12.8062
147607,399,525,812,400,521,1,4.12311
149161,400,75,809,400,96,1,21
151283,559,140,983,555,129,1,11.7047
153005,240,140,847,238,141,1,2.23607
154591,240,459,1023,234,474,1,16.1555
156356,559,140,903,555,148,1,8.94427
158002,240,459,1035,238,462,1,3.60555
159777,400,75,795,405,56,1,19.6469
161316,559,459,1151,550,443,1,18.3576
163206,400,75,666,393,80,1,8.60233
164610,240,140,837,238,129,1,11.1803
166189,175,299,686,168,321,1,23.0868
167616,625,300,748,633,300,1,8
169105,240,459,969,238,486,1,27.074
170813,400,75,747,400,80,1,5
172302,240,459,810,238,486,1,27.074
173851,625,300,883,581,298,0,44.0454
175311,240,459,1022,234,467,1,10
177076,175,299,761,168,298,1,7.07107
178577,240,459,975,243,474,1,15.2971
180294,399,525,994,400,517,1,8.06226
182027,175,299,763,168,298,1,7.07107
183534,400,75,730,388,80,1,13
185572,559,459,1256,543,438,1,26.4008
