Start Time,Thu Nov 24 13-34-22 2011,Offset,13:34:23 minus 1268 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 251, 0, 0, 3, 9977, 5070, 5806,
001,2,2, 54, 11, 39, 104, 104, 1, 0, 3, 20652, 8796, 9596,
001,2,3, 72, 87, 63, 222, 242, 0, 0, 3, 31328, 6841, 7633,
001,2,4, 33, 82, 11, 126, 1, 2, 1, 2, 42004, 9923, 10002,
001,2,5, 71, 73, 35, 179, 6, 0, 0, 1, 52686, 27, 514,
001,2,6, 25, 16, 11, 52, 52, 1, 0, 2, 63358, 5730, 6339,
001,2,7, 32, 79, 89, 200, 200, 1, 1, 4, 74033, 9391, 10002,
001,2,8, 85, 87, 85, 257, 257, 1, 0, 3, 84713, 4879, 5904,
001,2,9, 62, 37, 69, 168, 168, 1, 0, 3, 95387, 7958, 8903,
001,2,10, 39, 43, 29, 111, 0, 2, 1, 1, 106061, 10004, 10004,
001,2,11, 95, 13, 32, 140, 140, 1, 0, 3, 116743, 7996, 8755,
001,2,12, 88, 26, 55, 169, 164, 0, 0, 5, 127419, 7503, 9743,
001,2,13, 33, 79, 65, 177, 177, 1, 0, 3, 138094, 5980, 7028,
001,2,14, 85, 67, 31, 183, 0, 2, 1, 1, 148769, 10003, 10003,
001,2,15, 47, 48, 33, 128, 0, 0, 0, 0, 159451, 208, 208,
001,2,16, 14, 87, 27, 128, 128, 1, 0, 3, 170125, 5671, 6447,
001,2,17, 48, 88, 45, 181, 181, 1, 0, 3, 180799, 8477, 9220,
001,2,18, 23, 16, 71, 110, 110, 1, 0, 3, 191476, 6007, 6631,
