"Start Time","Thu Nov 24 13:05:44 2011","13:05:43 minus 100 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6410,"canvas",0,560,"3",1
8819,"whiskey",0,766,"3",1
11229,"whiskey",1,732,"1",1
13638,"bunny",0,700,"3",1
16047,"tomato",0,722,"3",1
18457,"gale",0,632,"3",1
20867,"gale",1,798,"1",1
23276,"tomato",0,797,"3",1
25687,"canvas",0,842,"3",1
28096,"canvas",1,1049,"1",1
30505,"canvas",1,824,"1",1
32916,"hollow",0,710,"3",1
35325,"canvas",0,893,"1",0
37733,"bottle",0,1029,"3",1
40143,"whiskey",0,835,"3",1
42552,"whiskey",1,882,"1",1
44960,"tomato",0,795,"3",1
47368,"flag",0,786,"3",1
49777,"flag",1,817,"1",1
52187,"gale",0,759,"3",1
54597,"bottle",0,741,"3",1
57006,"flag",0,764,"3",1
59415,"bottle",0,764,"3",1
61825,"canvas",0,697,"3",1
64233,"bunny",0,719,"3",1
66644,"canvas",0,718,"3",1
69054,"bunny",0,653,"3",1
71464,"gale",0,500,"3",1
73873,"bunny",0,762,"3",1
76282,"bunny",1,1040,"1",1
78692,"hollow",0,767,"3",1
81102,"bottle",0,727,"3",1
83512,"bottle",1,1195,"1",1
85922,"flag",0,785,"3",1
88332,"bottle",0,767,"3",1
90742,"bottle",1,1061,"1",1
93151,"hollow",0,980,"3",1
95562,"gale",0,889,"3",1
97971,"gale",1,992,"1",1
100380,"gale",1,855,"1",1
102790,"tomato",0,806,"3",1
105199,"flag",0,1109,"3",1
107607,"flag",1,884,"1",1
110016,"gale",0,948,"3",1
112425,"hollow",0,722,"3",1
114835,"hollow",1,856,"1",1
117245,"flag",0,1023,"3",1
119654,"canvas",0,838,"3",1
122064,"flag",0,629,"3",1
124474,"flag",1,946,"1",1
126883,"tomato",0,753,"3",1
129293,"whiskey",0,695,"3",1
131703,"bunny",0,757,"3",1
134112,"whiskey",0,764,"3",1
136521,"gale",0,883,"3",1
138931,"tomato",0,689,"3",1
141340,"tomato",1,768,"1",1
143749,"tomato",1,880,"1",1
146158,"tomato",1,782,"1",1
148567,"hollow",0,742,"3",1
150977,"hollow",1,868,"1",1
153386,"hollow",1,747,"1",1
155795,"whiskey",0,802,"3",1
158204,"whiskey",1,523,"3",0
160614,"bottle",0,742,"3",1
163023,"bottle",1,790,"1",1
165433,"hollow",0,1484,"1",0
167843,"whiskey",0,835,"3",1
170251,"bunny",0,874,"3",1
172660,"bunny",1,930,"1",1
175070,"bunny",1,817,"1",1
177480,"canvas",0,725,"3",1
179892,"canvas",1,866,"1",1
182301,"canvas",1,728,"1",1
184711,"whiskey",0,839,"3",1
