"Start Time","Thu Nov 24 13:22:46 2011","13:22:45 minus 170 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5899,"desk",0,511,"3",1
8309,"gasoline",0,708,"3",1
10718,"gasoline",1,980,"3",1
13128,"extract",0,1019,"3",1
15537,"schooner",0,1064,"3",1
17948,"extract",2,543,"1",1
20357,"extract",1,1180,"3",1
22766,"alcohol",0,859,"3",1
25176,"brick",0,1090,"3",1
27586,"alcohol",2,688,"1",1
29996,"extract",0,1262,"3",1
32407,"gasoline",0,1075,"3",1
34816,"extract",2,818,"3",0
37226,"brick",0,1559,"3",1
39636,"brick",1,1438,"3",1
42046,"saddle",0,1644,"3",1
44455,"brick",2,915,"1",1
46865,"alcohol",0,833,"3",1
49275,"brick",2,1511,"3",0
51685,"alcohol",2,1302,"1",1
54094,"extract",0,1084,"3",1
56504,"gasoline",0,842,"3",1
58913,"brick",0,1425,"3",1
61323,"gasoline",2,839,"1",1
63733,"brick",2,830,"1",1
66143,"saddle",0,788,"3",1
68552,"saddle",1,923,"3",1
70961,"schooner",0,1201,"3",1
73371,"aunt",0,888,"3",1
75781,"gasoline",0,1046,"3",1
78190,"aunt",2,1325,"1",1
80599,"gasoline",2,1572,"1",1
83009,"saddle",0,1242,"3",1
85419,"gasoline",2,936,"3",0
87829,"alcohol",0,991,"3",1
90238,"alcohol",1,958,"3",1
92647,"aunt",0,852,"3",1
95056,"desk",0,787,"3",1
97466,"desk",1,842,"3",1
99876,"saddle",0,1112,"3",1
102286,"desk",2,934,"1",1
104697,"saddle",2,1235,"1",1
107106,"aunt",0,858,"3",1
109515,"extract",0,873,"3",1
111925,"aunt",2,727,"1",1
114335,"extract",2,694,"1",1
116745,"aunt",2,732,"1",1
119157,"desk",0,696,"3",1
121566,"extract",0,902,"3",1
123975,"schooner",0,806,"3",1
126384,"desk",0,1132,"1",0
128793,"alcohol",0,787,"3",1
131203,"aunt",0,866,"3",1
133614,"aunt",1,846,"3",1
136023,"gasoline",0,798,"3",1
138432,"desk",0,605,"3",1
140842,"aunt",0,971,"3",1
143252,"desk",2,881,"1",1
145662,"brick",0,759,"3",1
148072,"saddle",0,693,"3",1
150482,"gasoline",0,580,"3",1
152891,"saddle",2,706,"1",1
155299,"schooner",0,642,"3",1
157708,"saddle",2,713,"1",1
160118,"schooner",2,807,"1",1
162529,"brick",0,884,"3",1
164939,"schooner",2,690,"1",1
167348,"schooner",1,1050,"3",1
169757,"desk",0,832,"3",1
172167,"schooner",2,801,"1",1
174577,"desk",2,989,"3",0
176988,"alcohol",0,706,"3",1
179397,"schooner",0,1104,"3",1
181806,"alcohol",2,840,"1",1
184216,"desk",0,1029,"3",1
