"Start Time","Wed Nov 23 09:31:19 2011","09:31:18 minus 78 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6958,"barber",0,567,"3",1
9367,"plaster",0,645,"3",1
11778,"essay",0,619,"3",1
14188,"barber",3,404,"1",1
16597,"plaster",3,999,"1",1
19005,"barber",2,1392,"1",0
21415,"currency",0,1310,"3",1
23825,"plaster",3,723,"1",1
26235,"quarry",0,1642,"3",1
28645,"currency",3,1128,"1",1
31054,"currency",1,1895,"3",1
33463,"currency",2,1518,"1",0
35871,"barber",0,2295,"3",1
38682,"energy",0,2405,"<timeout>",0
41090,"barber",2,2405,"<timeout>",0
43499,"disturb",0,1026,"3",1
45908,"energy",3,649,"3",0
48317,"disturb",2,488,"1",0
50726,"energy",2,991,"1",0
53135,"sofa",0,1103,"3",1
55547,"disturb",3,762,"1",1
57957,"sofa",2,2233,"3",1
60365,"energy",0,1177,"1",0
62774,"essay",0,1856,"3",1
65182,"sofa",3,1240,"3",0
67592,"essay",2,742,"1",0
70003,"disturb",0,1164,"3",1
72413,"sofa",3,594,"3",0
74823,"currency",0,1224,"3",1
77232,"energy",0,862,"1",0
79641,"plaster",0,1117,"3",1
82051,"currency",3,1123,"3",0
84462,"sofa",0,888,"3",1
86872,"disturb",0,1350,"3",1
89281,"plaster",0,1229,"3",1
91690,"plaster",1,1701,"3",1
94100,"disturb",3,1171,"3",0
96509,"sofa",0,1426,"3",1
98920,"essay",0,1143,"3",1
101329,"essay",1,894,"3",1
103739,"quarry",0,836,"3",1
106149,"currency",0,690,"3",1
108557,"quarry",2,1138,"1",0
110966,"essay",0,897,"3",1
113377,"quarry",2,1686,"1",0
115786,"currency",0,861,"3",1
118196,"essay",3,724,"3",0
120605,"barber",0,404,"3",1
123014,"currency",3,953,"3",0
125424,"essay",3,984,"1",1
127834,"barber",3,406,"3",0
130243,"disturb",0,532,"3",1
132653,"disturb",1,787,"1",0
135062,"barber",3,1106,"1",1
137472,"sofa",0,1040,"3",1
139881,"disturb",3,1471,"1",1
142292,"sofa",2,916,"3",1
144701,"barber",0,924,"3",1
147111,"plaster",0,801,"1",0
149520,"sofa",3,689,"3",0
151929,"quarry",0,1200,"3",1
154339,"essay",0,1477,"3",1
156750,"barber",0,1722,"1",0
159160,"quarry",3,1720,"3",0
161570,"essay",3,967,"3",0
163980,"energy",0,1620,"3",1
166390,"quarry",3,864,"3",0
168800,"energy",2,905,"1",0
171211,"plaster",0,846,"3",1
173620,"quarry",3,925,"3",0
176030,"energy",3,499,"3",0
178439,"plaster",3,530,"1",1
180847,"plaster",1,2404,"<timeout>",0
183255,"energy",3,898,"3",0
185663,"quarry",0,770,"3",1
