Start Time,Wed Nov 23 09-50-16 2011,Offset,09:50:17 minus 466 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 0, 2, 1, 1, 6240, 10003, 10003,
001,2,2, 54, 11, 39, 104, 104, 1, 0, 3, 16944, 5565, 7053,
001,2,3, 72, 87, 63, 222, 244, 2, 1, 4, 27620, 6969, 10004,
001,2,4, 33, 82, 11, 126, 128, 0, 0, 3, 38301, 6968, 7737,
001,2,5, 71, 73, 35, 179, 179, 1, 0, 3, 48959, 5111, 5991,
001,2,6, 25, 16, 11, 52, 52, 1, 0, 2, 59633, 6029, 6886,
001,2,7, 32, 79, 89, 200, 200, 1, 0, 3, 70307, 6884, 7555,
001,2,8, 85, 87, 85, 257, 257, 1, 0, 3, 80981, 5339, 6211,
001,2,9, 62, 37, 69, 168, 169, 0, 0, 3, 91655, 5649, 7328,
001,2,10, 39, 43, 29, 111, 115, 0, 0, 3, 102330, 8278, 8974,
001,2,11, 95, 13, 32, 140, 140, 1, 0, 3, 112943, 5425, 6193,
001,2,12, 88, 26, 55, 169, 169, 1, 0, 3, 123618, 7141, 8367,
001,2,13, 33, 79, 65, 177, 177, 1, 0, 3, 134294, 6042, 6867,
001,2,14, 85, 67, 31, 183, 183, 1, 0, 3, 144953, 6048, 7008,
001,2,15, 47, 48, 33, 128, 127, 0, 0, 3, 155628, 6405, 7365,
001,2,16, 14, 87, 27, 128, 128, 1, 0, 3, 166304, 5738, 6633,
001,2,17, 48, 88, 45, 181, 171, 0, 0, 3, 176979, 7255, 9063,
001,2,18, 23, 16, 71, 110, 110, 1, 0, 3, 187654, 7556, 9596,
