"Start Time","Wed Nov 23 09:23:14 2011","09:23:13 minus 178 ms","Subject","001","Target Distance",225,"Radius",18.75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5209,240,459,2149,243,474,0,15.2971
7934,399,525,1192,398,529,1,4.12311
9865,240,140,1032,238,150,1,10.198
11636,240,459,1804,227,467,0,15.2643
14011,559,459,1853,555,467,1,8.94427
16603,399,525,1019,398,517,1,8.06226
18362,400,75,1501,398,77,1,2.82843
20605,399,525,1349,398,521,1,4.12311
22695,240,459,1640,238,474,0,15.1327
24910,175,299,1305,184,300,1,9.05539
26958,559,459,932,543,481,0,27.2029
28467,625,300,1040,633,317,0,18.7883
30083,240,140,1051,238,143,1,3.60555
31878,399,525,934,400,517,1,8.06226
33551,559,459,931,562,481,0,22.2036
35052,625,300,938,621,298,1,4.47214
36727,559,140,1153,550,150,1,13.4536
38618,240,140,1100,243,143,1,4.24264
40455,240,459,1050,238,474,0,15.1327
42080,559,459,986,543,474,0,21.9317
43638,240,140,977,243,143,1,4.24264
45357,559,459,1139,538,467,0,22.4722
47072,625,300,794,640,298,0,15.1327
48438,240,140,1029,238,138,1,2.82843
50208,559,140,1014,543,138,0,16.1245
51794,175,299,920,173,274,0,25.0799
53289,399,525,969,400,493,0,32.0156
55318,559,140,1339,562,138,1,3.60555
57394,175,299,1743,173,298,1,2.23607
59880,399,525,1450,400,517,1,8.06226
62072,559,459,1376,562,474,0,15.2971
64019,625,300,1364,629,317,0,17.4642
65956,399,525,1510,400,529,1,4.12311
68204,400,75,2011,398,77,1,2.82843
70957,625,300,1263,617,300,1,8
72964,399,525,1519,398,517,1,8.06226
75220,625,300,1503,633,300,1,8
77461,400,75,1603,400,73,1,2
79803,240,140,1789,231,138,1,9.21954
82328,400,75,1127,398,73,1,2.82843
84198,175,299,1574,173,300,1,2.23607
86515,559,459,1964,562,474,0,15.2971
89048,399,525,1027,421,521,0,22.3607
91134,559,459,2333,567,462,1,8.544
94861,625,300,1373,617,298,1,8.24621
96977,559,459,1689,562,467,1,8.544
99403,625,300,841,629,298,1,4.47214
100986,240,459,1537,238,438,0,21.095
103095,400,75,1477,400,89,0,14
105143,559,459,1941,555,443,0,16.4924
107659,559,140,1322,543,150,0,18.868
109553,625,300,1156,633,298,1,8.24621
111449,559,140,1777,562,131,1,9.48683
113966,399,525,1236,398,510,0,15.0333
115774,175,299,1252,215,317,0,43.8634
118080,559,459,2240,538,443,0,26.4008
121380,240,459,1737,238,462,1,3.60555
124595,175,299,2096,161,300,0,14.0357
127751,400,75,1573,398,73,1,2.82843
130722,240,140,1953,231,138,1,9.21954
133417,175,299,1508,166,300,1,9.05539
135662,559,140,2092,550,138,1,9.21954
138492,240,140,2616,250,150,0,14.1421
142169,625,300,1479,605,300,0,20
144949,559,140,1727,555,138,1,4.47214
147418,625,300,1456,629,300,1,4
149613,399,525,2220,398,517,1,8.06226
152570,240,459,3842,231,450,1,12.7279
157886,175,299,1122,196,298,0,21.0238
159582,399,525,1958,400,533,1,8.06226
162278,559,140,1739,562,138,1,3.60555
164757,240,140,1470,238,138,1,2.82843
166967,399,525,1528,405,529,1,7.2111
169234,625,300,1233,633,300,1,8
171206,240,459,2731,255,467,0,17
175086,400,75,1603,400,61,0,14
177262,559,140,2344,562,150,1,10.4403
180348,559,459,3304,550,443,0,18.3576
184228,175,299,1279,189,298,0,14.0357
