Start Time,Wed Nov 23 09-57-57 2011,Offset,09:57:58 minus 594 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 17, 1, 0, 2, 4911, 2054, 2773,
001,2,2, 9, 3, 5, 17, 17, 1, 0, 2, 10585, 4339, 4875,
001,2,3, 7, 3, 4, 14, 14, 1, 0, 2, 16258, 1419, 1883,
001,2,4, 7, 5, 7, 19, 19, 1, 0, 2, 21930, 1610, 2171,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 27603, 1667, 2530,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 33277, 1520, 1793,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 38930, 1716, 2220,
001,2,8, 2, 6, 1, 9, 9, 1, 0, 1, 44603, 2266, 3091,
001,2,9, 1, 4, 8, 13, 13, 1, 0, 2, 50226, 2532, 3307,
001,2,10, 4, 8, 4, 16, 16, 1, 0, 2, 55881, 2438, 2982,
001,2,11, 4, 9, 6, 19, 19, 1, 0, 2, 61487, 2480, 2976,
001,2,12, 8, 3, 3, 14, 14, 1, 0, 2, 67157, 1962, 2433,
001,2,13, 3, 5, 1, 9, 9, 1, 0, 1, 72779, 1756, 2028,
001,2,14, 1, 7, 8, 16, 16, 1, 0, 2, 78401, 1493, 1999,
001,2,15, 6, 7, 8, 21, 21, 1, 0, 2, 84039, 4240, 4648,
001,2,16, 6, 4, 7, 17, 17, 1, 0, 2, 89711, 1880, 2344,
001,2,17, 8, 7, 8, 23, 23, 1, 1, 3, 95382, 4706, 5003,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 101060, 3083, 3507,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 106732, 1339, 1556,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 112403, 1692, 1981,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 118026, 2174, 2630,
001,2,22, 1, 3, 5, 9, 9, 1, 0, 1, 123697, 1792, 2046,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 129353, 2223, 2583,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 2, 135027, 2102, 2486,
001,2,25, 5, 7, 8, 20, 20, 1, 0, 2, 140631, 2449, 2857,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 146254, 1778, 2130,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 151927, 2241, 2626,
001,2,28, 8, 8, 7, 23, 23, 1, 0, 2, 157532, 3149, 4053,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 163204, 1902, 2293,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 168876, 1956, 2412,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 174497, 2345, 2984,
001,2,32, 8, 5, 9, 22, 22, 1, 0, 2, 180170, 3552, 3895,
001,2,33, 7, 9, 6, 22, 22, 1, 0, 2, 185842, 2040, 2423,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 191498, 1839, 2367,
001,2,35, 2, 7, 9, 18, 18, 1, 0, 2, 197170, 1857, 2591,
001,2,36, 8, 5, 7, 20, 20, 1, 0, 2, 202843, 1751, 2175,
