"Start Time","Wed Nov 23 09:27:32 2011","09:27:31 minus 84 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
4990,"desk",0,544,"3",1
7402,"gasoline",0,913,"3",1
9811,"gasoline",1,1218,"3",1
12220,"extract",0,1034,"3",1
14630,"schooner",0,616,"3",1
17041,"extract",2,565,"1",1
19450,"extract",1,1508,"3",1
21860,"alcohol",0,1354,"3",1
24270,"brick",0,1543,"3",1
26679,"alcohol",2,903,"1",1
29089,"extract",0,1428,"3",1
31499,"gasoline",0,1266,"1",0
33909,"extract",2,1600,"1",1
36320,"brick",0,1030,"3",1
38729,"brick",1,725,"3",1
41139,"saddle",0,987,"3",1
43549,"brick",2,1249,"3",0
45959,"alcohol",0,847,"3",1
48369,"brick",2,502,"1",1
50779,"alcohol",2,1203,"3",0
53189,"extract",0,1153,"3",1
55598,"gasoline",0,1624,"3",1
58007,"brick",0,665,"1",0
60417,"gasoline",2,1702,"3",0
62826,"brick",2,1148,"1",1
65236,"saddle",0,668,"3",1
67645,"saddle",1,858,"3",1
70054,"schooner",0,545,"3",1
72464,"aunt",0,583,"3",1
74874,"gasoline",0,941,"3",1
77284,"aunt",2,1379,"1",1
79694,"gasoline",2,1097,"1",1
82103,"saddle",0,673,"3",1
84513,"gasoline",2,798,"1",1
86922,"alcohol",0,1269,"3",1
89332,"alcohol",1,1907,"3",1
91740,"aunt",0,1667,"3",1
94149,"desk",0,1563,"3",1
96559,"desk",1,1296,"3",1
98968,"saddle",0,967,"3",1
101378,"desk",2,813,"1",1
103788,"saddle",2,891,"1",1
106197,"aunt",0,1106,"3",1
108606,"extract",0,1058,"3",1
111015,"aunt",2,649,"1",1
113425,"extract",2,1838,"1",1
115835,"aunt",2,844,"1",1
118245,"desk",0,1571,"3",1
120654,"extract",0,850,"3",1
123063,"schooner",0,793,"3",1
125473,"desk",0,567,"3",1
127882,"alcohol",0,1614,"3",1
130294,"aunt",0,1579,"3",1
132703,"aunt",1,1666,"3",1
135113,"gasoline",0,1721,"3",1
137523,"desk",0,1333,"3",1
139932,"aunt",0,1204,"3",1
142341,"desk",2,1649,"3",0
144752,"brick",0,873,"3",1
147162,"saddle",0,959,"3",1
149573,"gasoline",0,1092,"3",1
151983,"saddle",2,1106,"3",0
154393,"schooner",0,991,"3",1
156803,"saddle",2,774,"1",1
159214,"schooner",2,915,"3",0
161624,"brick",0,1321,"3",1
164033,"schooner",2,1464,"1",1
166443,"schooner",1,1454,"1",0
168852,"desk",0,1894,"3",1
171261,"schooner",2,1020,"1",1
173672,"desk",2,2177,"3",0
176081,"alcohol",0,953,"3",1
178491,"schooner",0,1070,"3",1
180901,"alcohol",2,685,"1",1
183310,"desk",0,932,"3",1
