"Start Time","Fri Nov 25 10:54:56 2011","10:54:55 minus 1043 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
4809,240,140,692,280,166,1,47.7074
6248,625,300,735,617,227,0,73.437
7555,240,459,686,255,440,1,24.2074
10049,400,75,578,386,131,1,57.7235
11938,559,459,700,514,417,1,61.5549
13386,400,75,678,386,101,1,29.5296
14806,625,300,656,617,262,1,38.833
16204,559,140,665,543,192,1,54.4059
17608,400,75,686,381,101,1,32.2025
19036,559,459,857,519,433,1,47.7074
20636,400,75,693,370,77,1,30.0666
22077,240,459,999,250,429,1,31.6228
23818,399,525,648,381,512,1,22.2036
25867,400,75,646,381,101,1,32.2025
27258,559,459,781,543,433,1,30.5287
28784,175,299,779,189,300,1,14.0357
30308,240,459,958,280,433,1,47.7074
32010,559,459,674,543,476,1,23.3452
34001,625,300,847,605,300,1,20
35588,559,459,671,531,429,1,41.0366
37573,240,140,826,238,150,1,10.198
39134,625,300,964,633,310,1,12.8062
40841,175,299,785,208,302,1,33.1361
42367,559,140,1141,526,216,0,82.8553
44087,400,75,724,400,101,1,26
45555,399,525,614,400,500,1,25.02
47486,175,299,942,215,300,1,40.0125
49174,399,525,841,400,512,1,13.0384
50756,240,459,766,262,440,1,29.0689
52270,625,300,723,581,300,1,44
53734,400,75,842,400,108,1,33
55897,559,459,731,507,457,1,52.0384
57374,399,525,601,398,524,1,1.41421
58716,240,140,805,262,166,1,34.0588
60262,559,140,802,550,131,1,12.7279
61806,399,525,701,405,517,1,10
63251,559,459,732,526,488,1,43.9318
64722,175,299,744,177,300,1,2.23607
66210,240,140,920,255,162,1,26.6271
68361,240,459,728,250,433,1,27.8568
69831,625,300,676,567,300,1,58
71254,559,140,732,567,143,1,8.544
73296,400,75,602,405,77,1,5.38516
74641,559,459,618,555,476,1,17.4642
76005,175,299,665,201,300,1,26.0192
77409,240,459,691,238,421,1,38.0526
78844,559,140,804,543,138,1,16.1245
80390,400,75,780,417,77,1,17.1172
81916,175,299,1079,189,300,1,14.0357
83736,559,140,950,550,138,1,9.21954
85428,240,459,997,255,469,1,18.0278
87167,399,525,673,400,464,1,61.0082
88583,240,459,594,231,505,1,46.8722
89923,559,459,859,538,445,1,25.2389
92178,240,459,693,250,433,1,27.8568
93620,625,300,709,610,298,1,15.1327
95076,240,459,858,250,457,1,10.198
97329,240,140,936,238,138,1,2.82843
99007,625,300,760,633,300,1,8
100507,559,459,895,555,445,1,14.5602
102144,625,300,933,633,300,1,8
103820,240,140,850,250,143,1,10.4403
105417,399,525,643,400,500,1,25.02
106799,240,140,762,231,138,1,9.21954
108302,559,140,1092,562,143,1,4.24264
110708,175,299,778,184,300,1,9.05539
112231,625,300,860,621,286,1,14.5602
113831,399,525,936,410,524,1,11.0454
115508,400,75,985,398,101,1,26.0768
117238,240,459,861,250,433,1,27.8568
118838,625,300,804,633,300,1,8
120389,175,299,1200,184,300,1,9.05539
122329,559,140,892,562,155,1,15.2971
123960,559,459,1105,550,445,1,16.6433
126454,400,75,821,398,96,1,21.095
128023,559,459,832,519,476,1,43.4626
129603,240,459,927,255,464,1,15.8114
131271,399,525,822,410,548,1,25.4951
132831,625,300,779,610,300,1,15
134356,240,140,979,243,162,1,22.2036
136081,240,459,1035,220,517,1,61.3514
138433,559,140,885,543,143,1,16.2788
140718,399,525,865,400,536,1,11.0454
142324,625,300,840,605,300,1,20
143905,400,75,933,381,101,1,32.2025
145585,625,300,956,629,298,1,4.47214
147284,175,299,1061,177,300,1,2.23607
149092,240,459,1173,231,493,1,35.171
151007,559,140,1042,543,138,1,16.1245
152790,399,525,925,400,524,1,1.41421
154461,400,75,1040,398,73,1,2.82843
156731,559,459,973,543,445,1,21.2603
159264,559,140,840,543,162,1,27.2029
160851,240,140,983,238,143,1,3.60555
163150,399,525,701,386,517,1,15.2643
164592,240,140,948,255,138,1,15.1327
166283,399,525,657,405,476,1,49.366
167687,559,459,833,555,452,1,8.06226
169920,175,299,736,177,298,1,2.23607
171398,559,140,753,538,143,1,21.2132
172895,240,140,779,285,143,1,45.0999
174421,399,525,673,400,500,1,25.02
175838,240,459,673,238,469,1,10.198
177252,175,299,649,196,300,1,21.0238
178644,625,300,601,633,300,1,8
179990,559,140,683,555,127,1,13.6015
181420,400,75,628,393,73,1,7.28011
182788,240,140,691,231,150,1,13.4536
184220,400,75,672,405,101,1,26.4764
