"Start Time","Fri Nov 25 10:31:17 2011","10:31:16 minus 89 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
8464,"canvas",0,2404,"<timeout>",1
10872,"whiskey",0,2404,"<timeout>",0
13279,"whiskey",1,2405,"<timeout>",0
15688,"bunny",0,2403,"<timeout>",0
18095,"tomato",0,2404,"<timeout>",0
20503,"gale",0,2403,"<timeout>",0
22910,"gale",1,833,"1",1
25319,"tomato",0,2404,"<timeout>",0
27727,"canvas",0,960,"1",0
30134,"canvas",1,1233,"1",1
32544,"canvas",1,1680,"1",1
34953,"hollow",0,2404,"<timeout>",0
37361,"canvas",0,839,"1",0
39770,"bottle",0,2404,"<timeout>",0
42177,"whiskey",0,2405,"<timeout>",0
44585,"whiskey",1,1470,"1",1
46995,"tomato",0,2404,"<timeout>",0
49403,"flag",0,2403,"<timeout>",0
51809,"flag",1,927,"3",0
54218,"gale",0,2405,"<timeout>",0
56626,"bottle",0,2403,"<timeout>",0
59032,"flag",0,1056,"3",1
61442,"bottle",0,2404,"<timeout>",0
63849,"canvas",0,2405,"<timeout>",0
66256,"bunny",0,752,"3",1
68665,"canvas",0,2404,"<timeout>",0
71072,"bunny",0,2404,"<timeout>",0
73479,"gale",0,762,"3",1
75888,"bunny",0,2405,"<timeout>",0
78296,"bunny",1,2404,"<timeout>",0
80703,"hollow",0,843,"3",1
83113,"bottle",0,2404,"<timeout>",0
85521,"bottle",1,2403,"<timeout>",0
87928,"flag",0,786,"3",1
90338,"bottle",0,2404,"<timeout>",0
92745,"bottle",1,2403,"<timeout>",0
95151,"hollow",0,789,"3",1
97560,"gale",0,2404,"<timeout>",0
99966,"gale",1,2404,"<timeout>",0
102373,"gale",1,710,"1",1
104782,"tomato",0,2404,"<timeout>",0
107189,"flag",0,2404,"<timeout>",0
109596,"flag",1,1070,"3",0
112005,"gale",0,2405,"<timeout>",0
114413,"hollow",0,2404,"<timeout>",0
116821,"hollow",1,622,"3",0
119230,"flag",0,2404,"<timeout>",0
121637,"canvas",0,2406,"<timeout>",0
124047,"flag",0,443,"1",0
126455,"flag",1,2404,"<timeout>",0
128862,"tomato",0,2404,"<timeout>",0
131270,"whiskey",0,500,"3",1
133678,"bunny",0,2405,"<timeout>",0
136086,"whiskey",0,2404,"<timeout>",0
138493,"gale",0,662,"3",1
140901,"tomato",0,2404,"<timeout>",0
143308,"tomato",1,2405,"<timeout>",0
145716,"tomato",1,495,"1",1
148127,"tomato",1,2404,"<timeout>",0
150535,"hollow",0,2403,"<timeout>",0
152941,"hollow",1,542,"3",0
155351,"hollow",1,2404,"<timeout>",0
157757,"whiskey",0,2405,"<timeout>",0
160165,"whiskey",1,799,"3",0
162574,"bottle",0,2404,"<timeout>",0
164981,"bottle",1,2404,"<timeout>",0
167388,"hollow",0,591,"3",1
169797,"whiskey",0,2405,"<timeout>",0
172205,"bunny",0,2404,"<timeout>",0
174612,"bunny",1,656,"3",0
177020,"bunny",1,2404,"<timeout>",0
179427,"canvas",0,2405,"<timeout>",0
181835,"canvas",1,848,"3",0
184245,"canvas",1,2404,"<timeout>",0
186653,"whiskey",0,2403,"<timeout>",0
