Start Time,Fri Nov 25 11-16-53 2011,Offset,11:16:54 minus 964 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 17, 1, 1, 3, 6228, 4191, 5003,
001,2,2, 9, 3, 5, 17, 17, 1, 0, 2, 11907, 4175, 4927,
001,2,3, 7, 3, 4, 14, 14, 1, 1, 3, 17580, 4645, 5003,
001,2,4, 7, 5, 7, 19, 19, 1, 1, 3, 23257, 4208, 5003,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 28884, 3031, 3511,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 34557, 3493, 4805,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 40228, 2206, 2575,
001,2,8, 2, 6, 1, 9, 9, 1, 0, 1, 45883, 1832, 2511,
001,2,9, 1, 4, 8, 13, 1, 2, 1, 2, 51539, 3936, 5004,
001,2,10, 4, 8, 4, 16, 1, 2, 1, 2, 57219, 4831, 5002,
001,2,11, 4, 9, 6, 19, 0, 2, 1, 1, 62896, 5003, 5003,
001,2,12, 8, 3, 3, 14, 14, 1, 0, 2, 68575, 3813, 4309,
001,2,13, 3, 5, 1, 9, 9, 1, 0, 1, 74248, 1932, 2251,
001,2,14, 1, 7, 8, 16, 15, 0, 0, 2, 79871, 4069, 4868,
001,2,15, 6, 7, 8, 21, 0, 2, 1, 1, 85544, 5002, 5002,
001,2,16, 6, 4, 7, 17, 0, 2, 1, 1, 91170, 5002, 5002,
001,2,17, 8, 7, 8, 23, 22, 0, 0, 2, 96846, 4654, 4990,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 102518, 3687, 4423,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 108191, 2733, 2973,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 113844, 2248, 2465,
001,2,21, 9, 7, 3, 19, 1, 2, 1, 2, 119515, 4913, 5002,
001,2,22, 1, 3, 5, 9, 0, 0, 0, 0, 125193, 75, 75,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 130864, 4517, 4886,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 2, 136537, 1677, 2076,
001,2,25, 5, 7, 8, 20, 0, 2, 1, 1, 142159, 5003, 5003,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 147837, 2753, 3081,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 153493, 2258, 2600,
001,2,28, 8, 8, 7, 23, 22, 0, 0, 2, 159098, 3955, 4291,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 164770, 3612, 3836,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 170441, 1765, 2006,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 176095, 1870, 2359,
001,2,32, 8, 5, 9, 22, 0, 2, 1, 1, 181750, 5003, 5003,
001,2,33, 7, 9, 6, 22, 22, 1, 0, 2, 187427, 4027, 4365,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 193100, 2698, 3075,
001,2,35, 2, 7, 9, 18, 21, 0, 0, 2, 198720, 2071, 2470,
001,2,36, 8, 5, 7, 20, 20, 1, 0, 2, 204341, 4634, 4970,
