"Start Time","Fri Nov 25 10:35:37 2011","10:35:36 minus 79 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
8175,"hinge",0,2405,"<timeout>",1
10584,"germ",0,2404,"<timeout>",1
12992,"shrine",0,2403,"<timeout>",1
15399,"germ",2,2404,"<timeout>",0
17807,"shrine",2,2404,"<timeout>",0
20215,"sulphur",0,2403,"<timeout>",0
22622,"germ",3,481,"1",1
25032,"producer",0,2404,"<timeout>",0
27440,"sulphur",3,2403,"<timeout>",0
29847,"bush",0,2404,"<timeout>",0
32255,"hinge",0,2403,"<timeout>",0
34662,"cocktail",0,554,"3",1
37071,"bush",3,2404,"<timeout>",0
39478,"hunting",0,2404,"<timeout>",0
41885,"shrine",0,1083,"3",1
44295,"germ",0,2404,"<timeout>",0
46703,"germ",1,425,"1",0
49111,"producer",0,2404,"<timeout>",0
51519,"producer",1,2404,"<timeout>",0
53926,"germ",3,2404,"<timeout>",0
56334,"cocktail",0,2403,"<timeout>",0
58741,"producer",3,628,"1",1
61150,"sulphur",0,2404,"<timeout>",0
63558,"cocktail",3,851,"3",0
65966,"producer",3,771,"1",1
68376,"producer",1,2404,"<timeout>",0
70784,"cocktail",3,2403,"<timeout>",0
73191,"hunting",0,2403,"<timeout>",0
75598,"producer",3,595,"1",1
78007,"hunting",2,762,"3",1
80416,"germ",0,2404,"<timeout>",0
82824,"hunting",2,1233,"3",1
85233,"cocktail",0,2404,"<timeout>",0
87641,"germ",3,413,"1",1
90049,"hunting",3,2405,"<timeout>",0
92457,"hinge",0,2404,"<timeout>",0
94865,"bush",0,448,"3",1
97274,"hunting",3,2404,"<timeout>",0
99681,"producer",0,2405,"<timeout>",0
102090,"bush",3,2403,"<timeout>",0
104497,"bush",1,425,"1",0
106906,"shrine",0,2404,"<timeout>",0
109314,"shrine",1,2403,"<timeout>",0
111721,"hunting",0,793,"3",1
114130,"hinge",0,2404,"<timeout>",0
116538,"germ",0,404,"1",0
118946,"hinge",2,633,"3",1
121356,"sulphur",0,2404,"<timeout>",0
123764,"hinge",2,405,"1",0
126173,"sulphur",2,2404,"<timeout>",0
128581,"germ",0,2403,"<timeout>",0
130988,"hinge",3,478,"1",1
133396,"bush",0,2404,"<timeout>",0
135804,"bush",1,2404,"<timeout>",0
138212,"hinge",3,951,"3",0
140620,"producer",0,2404,"<timeout>",0
143028,"bush",3,720,"1",1
145435,"hunting",0,2405,"<timeout>",0
147843,"hinge",0,840,"3",1
150252,"shrine",0,424,"1",0
152662,"hunting",3,2404,"<timeout>",0
155069,"hinge",3,2404,"<timeout>",0
157476,"shrine",3,415,"3",0
159885,"sulphur",0,2405,"<timeout>",0
162294,"sulphur",1,2403,"<timeout>",0
164701,"shrine",3,404,"1",1
167109,"bush",0,2404,"<timeout>",0
169516,"sulphur",3,2405,"<timeout>",0
171924,"cocktail",0,2404,"<timeout>",0
174332,"cocktail",1,2403,"<timeout>",0
176739,"sulphur",3,465,"1",1
179146,"shrine",0,2404,"<timeout>",0
181554,"cocktail",3,2404,"<timeout>",0
183962,"cocktail",1,2403,"<timeout>",0
186369,"shrine",3,508,"1",1
