Start Time,Tue Nov 22 11-21-53 2011,Offset,11:21:54 minus 1072 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 0, 2, 1, 1, 5497, 10004, 10004,
001,2,2, 54, 11, 39, 104, 0, 2, 1, 1, 16180, 10001, 10001,
001,2,3, 72, 87, 63, 222, 0, 2, 1, 1, 26860, 10003, 10003,
001,2,4, 33, 82, 11, 126, 0, 2, 1, 1, 37541, 10003, 10003,
001,2,5, 71, 73, 35, 179, 189, 0, 0, 3, 48222, 6770, 7483,
001,2,6, 25, 16, 11, 52, 5, 2, 1, 2, 58897, 9136, 10004,
001,2,7, 32, 79, 89, 200, 201, 0, 0, 3, 69578, 6895, 7512,
001,2,8, 85, 87, 85, 257, 257, 1, 0, 3, 80252, 7126, 7918,
001,2,9, 62, 37, 69, 168, 168, 1, 0, 3, 90926, 7571, 8148,
001,2,10, 39, 43, 29, 111, 109, 0, 0, 3, 101601, 6656, 8393,
001,2,11, 95, 13, 32, 140, 0, 2, 1, 1, 112277, 10004, 10004,
001,2,12, 88, 26, 55, 169, 169, 1, 0, 3, 122959, 8755, 9748,
001,2,13, 33, 79, 65, 177, 177, 1, 0, 3, 133633, 6057, 6601,
001,2,14, 85, 67, 31, 183, 188, 0, 0, 3, 144306, 8705, 9561,
001,2,15, 47, 48, 33, 128, 12, 2, 1, 3, 154981, 9863, 10036,
001,2,16, 14, 87, 27, 128, 8, 0, 0, 1, 165697, 202, 418,
001,2,17, 48, 88, 45, 181, 181, 1, 0, 3, 176370, 7522, 8537,
001,2,18, 23, 16, 71, 110, 110, 1, 0, 3, 187044, 6368, 7111,
