Start Time,Tue Nov 22 11-14-19 2011,Offset,11:14:20 minus 305 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 17, 1, 0, 2, 4781, 3581, 4149,
001,2,2, 9, 3, 5, 17, 17, 1, 0, 2, 10455, 1948, 2483,
001,2,3, 7, 3, 4, 14, 14, 1, 0, 2, 16129, 1481, 1835,
001,2,4, 7, 5, 7, 19, 19, 1, 0, 2, 21801, 1587, 2147,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 27473, 2122, 2499,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 33146, 3890, 4098,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 38817, 1675, 2058,
001,2,8, 2, 6, 1, 9, 8, 0, 0, 1, 44491, 1802, 2018,
001,2,9, 1, 4, 8, 13, 13, 1, 0, 2, 50162, 2274, 2563,
001,2,10, 4, 8, 4, 16, 16, 1, 0, 2, 55818, 1737, 2091,
001,2,11, 4, 9, 6, 19, 19, 1, 0, 2, 61491, 2001, 2386,
001,2,12, 8, 3, 3, 14, 14, 1, 0, 2, 67164, 2280, 2657,
001,2,13, 3, 5, 1, 9, 9, 1, 0, 1, 72837, 1673, 1920,
001,2,14, 1, 7, 8, 16, 16, 1, 0, 2, 78508, 1608, 1962,
001,2,15, 6, 7, 8, 21, 21, 1, 0, 2, 84179, 2899, 3251,
001,2,16, 6, 4, 7, 17, 19, 0, 0, 2, 89851, 2074, 2490,
001,2,17, 8, 7, 8, 23, 23, 1, 0, 2, 95524, 3368, 3721,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 101196, 2050, 2697,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 106868, 1593, 1770,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 112539, 2330, 2524,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 118211, 1690, 2035,
001,2,22, 1, 3, 5, 9, 9, 1, 0, 1, 123884, 1538, 1754,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 129555, 3882, 4227,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 2, 135227, 1924, 2260,
001,2,25, 5, 7, 8, 20, 20, 1, 0, 2, 140899, 3107, 3491,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 146572, 1458, 1794,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 152245, 1530, 1833,
001,2,28, 8, 8, 7, 23, 12, 2, 1, 3, 157919, 3497, 5003,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 163597, 2378, 2563,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 169268, 2820, 2995,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 174940, 1732, 2068,
001,2,32, 8, 5, 9, 22, 22, 1, 0, 2, 180612, 3155, 3484,
001,2,33, 7, 9, 6, 22, 22, 1, 0, 2, 186283, 3189, 3524,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 191955, 2669, 2980,
001,2,35, 2, 7, 9, 18, 18, 1, 0, 2, 197627, 1550, 1893,
001,2,36, 8, 5, 7, 20, 20, 1, 0, 2, 203300, 2333, 2708,
