"Start Time","Tue Nov 22 11:02:32 2011","11:02:31 minus 114 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5716,"hinge",0,2404,"<timeout>",1
8124,"germ",0,2403,"<timeout>",1
10531,"shrine",0,2403,"<timeout>",1
12938,"germ",2,2404,"<timeout>",0
15346,"shrine",2,1017,"3",1
17754,"sulphur",0,1393,"1",0
20165,"germ",3,2238,"3",0
22574,"producer",0,1293,"3",1
24984,"sulphur",3,1491,"1",1
27393,"bush",0,1818,"3",1
29804,"hinge",0,1055,"3",1
32212,"cocktail",0,767,"3",1
34622,"bush",3,798,"1",1
37031,"hunting",0,805,"3",1
39441,"shrine",0,947,"3",1
41850,"germ",0,1226,"3",1
44260,"germ",1,856,"1",0
46669,"producer",0,1415,"1",0
49078,"producer",1,1254,"3",1
51488,"germ",3,1180,"1",1
53898,"cocktail",0,1530,"3",1
56308,"producer",3,2232,"3",0
58717,"sulphur",0,1679,"1",0
61127,"cocktail",3,1205,"1",1
63537,"producer",3,1268,"1",1
65947,"producer",1,881,"3",1
68356,"cocktail",3,985,"3",0
70766,"hunting",0,1031,"3",1
73176,"producer",3,1245,"1",1
75585,"hunting",2,1315,"1",0
77994,"germ",0,963,"1",0
80404,"hunting",2,1001,"1",0
82813,"cocktail",0,856,"3",1
85223,"germ",3,1589,"1",1
87634,"hunting",3,1218,"1",1
90045,"hinge",0,1048,"3",1
92454,"bush",0,1079,"3",1
94863,"hunting",3,2334,"3",0
97675,"producer",0,938,"3",1
100084,"bush",3,873,"1",1
102494,"bush",1,1167,"3",1
104903,"shrine",0,1399,"3",1
107313,"shrine",1,1069,"3",1
109723,"hunting",0,1283,"3",1
112133,"hinge",0,945,"3",1
114543,"germ",0,839,"3",1
116952,"hinge",2,2404,"<timeout>",0
119360,"sulphur",0,1174,"3",1
121768,"hinge",2,1254,"3",1
124179,"sulphur",2,947,"1",0
126589,"germ",0,817,"3",1
128998,"hinge",3,1328,"1",1
131408,"bush",0,1086,"3",1
133818,"bush",1,1149,"3",1
136226,"hinge",3,1236,"3",0
138637,"producer",0,969,"3",1
141046,"bush",3,1112,"1",1
143455,"hunting",0,903,"3",1
145864,"hinge",0,822,"3",1
148274,"shrine",0,828,"3",1
150684,"hunting",3,1027,"3",0
153094,"hinge",3,1985,"3",0
155502,"shrine",3,1065,"3",0
157911,"sulphur",0,1512,"3",1
160321,"sulphur",1,1278,"3",1
162730,"shrine",3,1125,"1",1
165140,"bush",0,1043,"3",1
167551,"sulphur",3,1464,"1",1
169961,"cocktail",0,830,"3",1
172371,"cocktail",1,1188,"3",1
174780,"sulphur",3,1356,"3",0
177190,"shrine",0,1001,"3",1
179599,"cocktail",3,697,"1",1
182009,"cocktail",1,679,"1",0
184419,"shrine",3,1077,"1",1
