Start Time,Tue Nov 22 10-50-08 2011,Offset,10:50:09 minus 973 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 1, 2, 1, 2, 16795, 4925, 5004,
001,2,2, 3, 4, 3, 10, 10, 1, 0, 2, 22476, 2587, 4740,
001,2,3, 7, 1, 5, 13, 13, 1, 0, 2, 28150, 2595, 3001,
001,2,4, 1, 4, 5, 10, 10, 1, 0, 2, 33823, 1761, 2192,
001,2,5, 5, 6, 7, 18, 18, 1, 0, 2, 39497, 2247, 2714,
001,2,6, 4, 4, 9, 17, 17, 1, 0, 2, 45171, 2557, 3053,
001,2,7, 4, 3, 9, 16, 16, 1, 0, 2, 50843, 2614, 3054,
001,2,8, 9, 1, 1, 11, 11, 1, 0, 2, 56517, 1533, 1843,
001,2,9, 4, 9, 9, 22, 22, 1, 0, 2, 62190, 3003, 3355,
001,2,10, 6, 2, 4, 12, 12, 1, 0, 2, 67863, 1618, 1905,
001,2,11, 8, 2, 1, 11, 11, 1, 0, 2, 73535, 1931, 2290,
001,2,12, 9, 1, 3, 13, 13, 1, 0, 2, 79208, 2169, 2601,
001,2,13, 4, 7, 6, 17, 17, 1, 0, 3, 84879, 2194, 2696,
001,2,14, 5, 8, 5, 18, 18, 1, 0, 2, 90551, 1754, 2139,
001,2,15, 7, 1, 5, 13, 13, 1, 0, 2, 96222, 3460, 3892,
001,2,16, 2, 6, 7, 15, 15, 1, 0, 2, 101895, 2052, 2395,
001,2,17, 5, 2, 5, 12, 12, 1, 0, 2, 107568, 1218, 1546,
001,2,18, 5, 3, 1, 9, 9, 1, 0, 1, 113241, 1722, 2002,
001,2,19, 7, 6, 7, 20, 20, 1, 0, 2, 118912, 2290, 2698,
001,2,20, 9, 2, 3, 14, 14, 1, 0, 2, 124586, 2768, 3185,
001,2,21, 2, 6, 6, 14, 14, 1, 0, 2, 130258, 1753, 2144,
001,2,22, 4, 1, 4, 9, 9, 1, 0, 1, 135929, 2250, 2491,
001,2,23, 6, 3, 9, 18, 18, 1, 0, 2, 141600, 2498, 2843,
001,2,24, 8, 9, 2, 19, 20, 0, 0, 2, 147273, 2347, 2939,
001,2,25, 6, 3, 9, 18, 18, 1, 0, 2, 152945, 1946, 2282,
001,2,26, 9, 4, 7, 20, 20, 1, 0, 2, 158618, 3179, 3481,
001,2,27, 5, 2, 2, 9, 9, 1, 0, 1, 164291, 1944, 2137,
001,2,28, 4, 7, 9, 20, 20, 1, 0, 2, 169962, 1739, 2042,
001,2,29, 3, 4, 5, 12, 12, 1, 0, 2, 175635, 2897, 3256,
001,2,30, 1, 4, 9, 14, 14, 1, 0, 2, 181309, 1968, 2351,
001,2,31, 9, 4, 5, 18, 18, 1, 0, 2, 186983, 1765, 2085,
001,2,32, 7, 7, 8, 22, 22, 1, 1, 3, 192655, 4855, 5028,
001,2,33, 4, 1, 4, 9, 9, 1, 0, 1, 198359, 2038, 2270,
001,2,34, 2, 6, 4, 12, 12, 1, 0, 2, 204030, 1648, 1950,
001,2,35, 9, 8, 3, 20, 20, 1, 0, 2, 209703, 2309, 2638,
001,2,36, 4, 3, 3, 10, 10, 1, 0, 2, 215376, 1686, 1997,
