"Start Time","Tue Nov 22 10:58:44 2011","10:58:43 minus 115 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5549,"canvas",0,2404,"<timeout>",1
7957,"whiskey",0,606,"3",1
10366,"whiskey",1,759,"1",1
12775,"bunny",0,788,"3",1
15184,"tomato",0,1259,"3",1
17596,"gale",0,671,"3",1
20006,"gale",1,543,"1",1
22415,"tomato",0,1156,"3",1
24825,"canvas",0,1509,"3",1
27234,"canvas",1,746,"1",1
29643,"canvas",1,809,"1",1
32054,"hollow",0,550,"3",1
34464,"canvas",0,652,"3",1
36874,"bottle",0,802,"3",1
39283,"whiskey",0,562,"3",1
41692,"whiskey",1,665,"1",1
44102,"tomato",0,567,"3",1
46513,"flag",0,707,"1",0
48923,"flag",1,1745,"3",0
51332,"gale",0,1384,"3",1
53742,"bottle",0,718,"3",1
56151,"flag",0,717,"3",1
58559,"bottle",0,1053,"3",1
60970,"canvas",0,722,"3",1
63380,"bunny",0,521,"3",1
65790,"canvas",0,702,"3",1
68200,"bunny",0,605,"3",1
70609,"gale",0,627,"3",1
73018,"bunny",0,564,"3",1
75429,"bunny",1,1016,"1",1
77838,"hollow",0,663,"3",1
80247,"bottle",0,694,"3",1
82656,"bottle",1,965,"1",1
85066,"flag",0,491,"3",1
87475,"bottle",0,938,"3",1
89886,"bottle",1,1119,"3",0
92297,"hollow",0,892,"3",1
94707,"gale",0,539,"3",1
97117,"gale",1,705,"1",1
99527,"gale",1,440,"1",1
101936,"tomato",0,774,"3",1
104347,"flag",0,484,"3",1
106756,"flag",1,729,"1",1
109166,"gale",0,1528,"3",1
111575,"hollow",0,1287,"3",1
113985,"hollow",1,965,"1",1
116395,"flag",0,1122,"3",1
118805,"canvas",0,1137,"3",1
121216,"flag",0,934,"3",1
123625,"flag",1,861,"1",1
126035,"tomato",0,907,"3",1
128444,"whiskey",0,651,"3",1
130854,"bunny",0,688,"3",1
133263,"whiskey",0,636,"3",1
135673,"gale",0,630,"3",1
138083,"tomato",0,556,"3",1
140492,"tomato",1,635,"1",1
142902,"tomato",1,514,"1",1
145311,"tomato",1,616,"1",1
147722,"hollow",0,566,"3",1
150131,"hollow",1,2404,"<timeout>",0
152538,"hollow",1,742,"1",1
154947,"whiskey",0,932,"3",1
157357,"whiskey",1,650,"1",1
159766,"bottle",0,1089,"3",1
162176,"bottle",1,705,"1",1
164585,"hollow",0,1350,"3",1
166994,"whiskey",0,957,"3",1
169404,"bunny",0,859,"3",1
171814,"bunny",1,785,"1",1
174224,"bunny",1,609,"1",1
176635,"canvas",0,502,"3",1
179044,"canvas",1,716,"1",1
181453,"canvas",1,676,"1",1
183862,"whiskey",0,1010,"3",1
