"Start Time","Tue Nov 22 11:43:25 2011","11:43:24 minus 115 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5301,"desk",0,1805,"3",1
7711,"gasoline",0,876,"3",1
10120,"gasoline",1,1587,"3",1
12529,"extract",0,922,"3",1
14939,"schooner",0,840,"3",1
17349,"extract",2,1094,"3",0
19760,"extract",1,1019,"3",1
22170,"alcohol",0,618,"3",1
24581,"brick",0,535,"3",1
26991,"alcohol",2,1092,"1",1
29401,"extract",0,810,"3",1
31811,"gasoline",0,1489,"3",1
34222,"extract",2,1013,"1",1
36632,"brick",0,1731,"3",1
39041,"brick",1,1787,"3",1
41451,"saddle",0,1561,"3",1
43861,"brick",2,1063,"1",1
46271,"alcohol",0,821,"3",1
48681,"brick",2,859,"1",1
51091,"alcohol",2,442,"1",1
53501,"extract",0,863,"3",1
55911,"gasoline",0,406,"3",1
58320,"brick",0,1636,"3",1
60729,"gasoline",2,1515,"1",1
63138,"brick",2,819,"3",0
65549,"saddle",0,1431,"1",0
67959,"saddle",1,1109,"3",1
70369,"schooner",0,668,"3",1
72779,"aunt",0,426,"3",1
75189,"gasoline",0,407,"3",1
77598,"aunt",2,911,"1",1
80009,"gasoline",2,748,"1",1
82419,"saddle",0,809,"3",1
84828,"gasoline",2,1665,"1",1
87237,"alcohol",0,688,"3",1
89646,"alcohol",1,1887,"1",0
92056,"aunt",0,1245,"3",1
94467,"desk",0,1706,"3",1
96876,"desk",1,761,"3",1
99286,"saddle",0,767,"3",1
101696,"desk",2,704,"1",1
104105,"saddle",2,1852,"1",1
106515,"aunt",0,1411,"3",1
108926,"extract",0,672,"3",1
111336,"aunt",2,1206,"1",1
113745,"extract",2,918,"3",0
116155,"aunt",2,531,"1",1
118565,"desk",0,985,"3",1
120975,"extract",0,1311,"1",0
123386,"schooner",0,812,"3",1
125796,"desk",0,1250,"3",1
128206,"alcohol",0,1183,"3",1
130616,"aunt",0,1598,"3",1
133026,"aunt",1,1108,"3",1
135435,"gasoline",0,1403,"3",1
137846,"desk",0,1121,"3",1
140256,"aunt",0,894,"3",1
142666,"desk",2,764,"1",1
145075,"brick",0,1363,"3",1
147485,"saddle",0,953,"3",1
149895,"gasoline",0,1623,"3",1
152305,"saddle",2,1374,"1",1
154716,"schooner",0,699,"3",1
157124,"saddle",2,890,"1",1
159534,"schooner",2,2404,"<timeout>",0
161941,"brick",0,406,"3",1
164350,"schooner",2,586,"1",1
166760,"schooner",1,911,"3",1
169169,"desk",0,1254,"3",1
171579,"schooner",2,1060,"1",1
173989,"desk",2,406,"1",1
176398,"alcohol",0,1034,"3",1
178807,"schooner",0,888,"1",0
181217,"alcohol",2,630,"1",1
183627,"desk",0,724,"3",1
