"Start Time","Wed Nov 23 11:12:14 2011","11:12:13 minus 1235 ms","Subject","001","Target Distance",225,"Radius",75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
7645,240,140,1604,280,173,1,51.8556
9997,625,300,1105,567,300,1,58
11843,240,459,1285,280,414,1,60.208
13870,400,75,1310,398,101,1,26.0768
15923,559,459,1214,538,431,1,35
17877,400,75,913,398,143,1,68.0294
20273,625,300,850,617,310,1,12.8062
21865,559,140,1033,555,127,1,13.6015
23645,400,75,929,398,101,1,26.0768
25321,559,459,955,526,443,1,36.6742
27018,400,75,807,398,101,1,26.0768
28570,240,459,964,250,431,1,29.7321
30281,399,525,867,400,498,1,27.0185
31889,400,75,784,400,101,1,26
33419,559,459,1148,526,438,1,39.1152
35309,175,299,753,220,298,1,45.0111
36805,240,459,1499,304,364,0,114.547
39453,559,459,1167,562,438,1,21.2132
41363,625,300,1517,629,300,1,4
43620,559,459,1123,550,426,1,34.2053
45490,240,140,1149,285,138,1,45.0444
47384,625,300,756,640,300,1,15
48883,175,299,743,189,281,1,22.8035
50373,559,140,813,550,127,1,15.8114
51927,400,75,727,398,101,1,26.0768
53401,399,525,911,398,521,1,4.12311
55055,175,299,666,215,298,1,40.0125
56468,399,525,654,400,548,1,23.0217
57865,240,459,621,238,419,1,40.05
59233,625,300,735,598,300,1,27
60710,400,75,686,386,42,1,35.8469
62140,559,459,781,531,481,1,35.609
63667,399,525,647,398,600,0,75.0067
64888,240,140,709,280,138,1,40.05
66345,559,140,912,555,143,1,5
67999,399,525,963,398,529,1,4.12311
69701,559,459,844,526,426,1,46.669
71289,175,299,902,215,298,1,40.0125
72933,240,140,780,266,131,1,27.5136
74458,240,459,595,227,431,1,30.8707
75791,625,300,765,671,305,1,46.2709
77874,559,140,804,581,150,1,24.1661
79418,400,75,841,398,66,1,9.21954
80999,559,459,754,550,450,1,12.7279
82500,175,299,706,208,298,1,33.0151
84601,240,459,902,220,486,1,33.6006
86243,559,140,393,410,300,0,218.634
88351,400,75,788,398,120,1,45.0444
89880,175,299,832,215,298,1,40.0125
91458,559,140,704,543,120,1,25.6125
92904,240,459,817,266,431,1,38.2099
94467,399,525,699,400,498,1,27.0185
95909,240,459,709,231,474,1,17.4929
97365,559,459,790,526,438,1,39.1152
98897,240,459,736,297,443,1,59.203
100380,625,300,803,574,305,1,51.2445
101925,240,459,859,285,431,1,53
103531,240,140,998,250,166,1,27.8568
105268,625,300,814,574,300,1,51
106822,559,459,775,531,431,1,39.598
108345,625,300,735,593,300,1,32
109823,240,140,1034,309,138,1,69.029
111604,399,525,1004,400,498,1,27.0185
113348,240,140,795,266,166,1,36.7696
114888,559,140,745,562,127,1,13.3417
116380,175,299,736,177,300,1,2.23607
117857,625,300,809,617,300,1,8
119407,399,525,753,400,467,1,58.0086
120903,400,75,709,398,101,1,26.0768
122359,240,459,873,266,419,1,47.7074
123976,625,300,832,648,300,1,23
125555,175,299,733,119,300,1,56.0089
127767,559,140,793,519,162,1,45.6508
129300,559,459,814,543,426,1,36.6742
130856,400,75,768,398,138,1,63.0317
132366,559,459,719,531,438,1,35
133832,240,459,1085,266,431,1,38.2099
136721,399,525,752,400,450,0,75.0067
138047,625,300,789,574,300,1,51
139582,240,140,823,285,138,1,45.0444
141143,240,459,950,238,431,1,28.0713
142839,559,140,874,514,131,1,45.8912
144460,399,525,921,398,493,1,32.0156
146123,625,300,810,621,300,1,4
147680,400,75,748,398,96,1,21.095
149172,625,300,1007,605,274,1,32.8024
150920,175,299,761,220,310,1,46.3249
152428,240,459,849,231,467,1,12.0416
154019,559,140,972,543,131,1,18.3576
155734,399,525,803,398,486,1,39.0128
157281,400,75,1024,398,101,1,26.0768
159047,559,459,731,531,431,1,39.598
160526,559,140,745,531,166,1,38.2099
162013,240,140,912,285,143,1,45.0999
163672,399,525,748,400,467,1,58.0086
165165,240,140,946,285,162,1,50.0899
167337,399,525,1307,381,505,1,26.9072
169384,559,459,832,531,431,1,39.598
170956,175,299,884,215,300,1,40.0125
172585,559,140,827,531,150,1,29.7321
174157,240,140,866,297,131,1,57.7062
175763,399,525,830,400,505,1,20.025
177333,240,459,771,231,467,1,12.0416
178844,175,299,1146,173,300,1,2.23607
180734,625,300,887,598,300,1,27
182362,559,140,806,543,131,1,18.3576
183910,400,75,859,386,84,1,16.6433
185515,240,140,806,250,143,1,10.4403
187063,400,75,821,398,84,1,9.21954
