Start Time,Wed Nov 23 11-30-37 2011,Offset,11:30:38 minus 518 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 387, 189, 427, 1003, 9, 2, 1, 2, 5412, 19724, 20003,
001,2,2, 988, 777, 255, 2020, 0, 2, 1, 1, 26096, 20003, 20003,
001,2,3, 734, 354, 374, 1462, 14, 2, 1, 3, 46780, 18542, 20003,
001,2,4, 865, 521, 419, 1805, 0, 2, 1, 1, 67464, 20001, 20001,
001,2,5, 745, 965, 356, 2066, 0, 2, 1, 1, 88090, 20003, 20003,
001,2,6, 745, 912, 251, 1908, 0, 2, 1, 1, 108773, 20004, 20004,
001,2,7, 848, 317, 396, 1561, 1451, 0, 0, 4, 129458, 18987, 19858,
001,2,8, 446, 326, 673, 1445, 0, 2, 1, 1, 150137, 20003, 20003,
001,2,9, 699, 294, 321, 1314, 0, 2, 1, 1, 170820, 20003, 20003,
