"Start Time","Wed Nov 23 11:49:55 2011","11:49:54 minus 79 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6415,"desk",0,1216,"3",1
8825,"gasoline",0,765,"3",1
11235,"gasoline",1,852,"3",1
13645,"extract",0,683,"3",1
16055,"schooner",0,504,"3",1
18465,"extract",2,782,"1",1
20876,"extract",1,1802,"3",1
23285,"alcohol",0,675,"3",1
25693,"brick",0,746,"3",1
28103,"alcohol",2,601,"1",1
30512,"extract",0,1855,"3",1
32922,"gasoline",0,1669,"3",1
35332,"extract",2,723,"1",1
37741,"brick",0,1162,"1",0
40151,"brick",1,574,"1",0
42561,"saddle",0,615,"3",1
44970,"brick",2,1008,"1",1
47381,"alcohol",0,1050,"3",1
49791,"brick",2,1377,"1",1
52201,"alcohol",2,942,"3",0
54610,"extract",0,1502,"3",1
57020,"gasoline",0,812,"3",1
59429,"brick",0,659,"3",1
61840,"gasoline",2,433,"1",1
64249,"brick",2,1415,"3",0
66658,"saddle",0,766,"3",1
69067,"saddle",1,693,"3",1
71477,"schooner",0,1003,"3",1
73886,"aunt",0,602,"3",1
76297,"gasoline",0,783,"3",1
78706,"aunt",2,555,"1",1
81115,"gasoline",2,933,"3",0
83525,"saddle",0,844,"3",1
85935,"gasoline",2,785,"1",1
88345,"alcohol",0,503,"3",1
90755,"alcohol",1,1501,"3",1
93165,"aunt",0,891,"3",1
95574,"desk",0,883,"3",1
97984,"desk",1,1537,"3",1
100394,"saddle",0,1087,"3",1
102803,"desk",2,551,"1",1
105213,"saddle",2,676,"1",1
107622,"aunt",0,955,"3",1
110032,"extract",0,1921,"3",1
112440,"aunt",2,1265,"1",1
114849,"extract",2,1569,"1",1
117259,"aunt",2,1270,"1",1
119670,"desk",0,483,"3",1
122079,"extract",0,1091,"1",0
124488,"schooner",0,570,"3",1
126898,"desk",0,688,"3",1
129308,"alcohol",0,869,"3",1
131718,"aunt",0,1339,"3",1
134128,"aunt",1,826,"3",1
136538,"gasoline",0,807,"3",1
138947,"desk",0,871,"3",1
141357,"aunt",0,630,"3",1
143767,"desk",2,491,"1",1
146176,"brick",0,970,"3",1
148586,"saddle",0,1648,"3",1
150996,"gasoline",0,1990,"3",1
153405,"saddle",2,2101,"3",0
155814,"schooner",0,661,"3",1
158224,"saddle",2,899,"1",1
160634,"schooner",2,936,"3",0
163045,"brick",0,878,"3",1
165454,"schooner",2,877,"1",1
167864,"schooner",1,866,"3",1
170274,"desk",0,1824,"3",1
172684,"schooner",2,863,"1",1
175093,"desk",2,654,"3",0
177503,"alcohol",0,740,"3",1
179913,"schooner",0,642,"3",1
182323,"alcohol",2,824,"3",0
184732,"desk",0,482,"1",0
