"Start Time","Wed Nov 23 11:45:54 2011","11:45:53 minus 78 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
7667,"suite",0,1294,"3",1
10076,"pond",0,1205,"3",1
12486,"folk",0,548,"3",1
14895,"suite",0,882,"3",1
17304,"boulder",0,673,"3",1
19714,"boulder",1,1023,"1",1
22123,"folk",0,1406,"3",1
24534,"folk",1,771,"1",1
26944,"wedge",0,546,"3",1
29353,"mineral",0,672,"3",1
31764,"mineral",1,669,"1",1
34175,"suite",0,580,"3",1
36585,"folk",0,425,"3",1
38995,"folk",1,624,"1",1
41405,"suite",0,405,"3",1
43814,"wedge",0,594,"3",1
46223,"pond",0,667,"3",1
48633,"pond",1,555,"1",1
51042,"actress",0,569,"3",1
53452,"actress",1,655,"1",1
55862,"actress",1,788,"1",1
58271,"folk",0,827,"3",1
60680,"folk",1,407,"1",1
63091,"actress",0,648,"3",1
65501,"folk",0,662,"3",1
67911,"wedge",0,637,"3",1
70320,"wedge",1,683,"1",1
72729,"wedge",1,475,"1",1
75138,"pond",0,729,"3",1
77548,"wedge",0,1407,"3",1
79957,"dentist",0,870,"3",1
82366,"dentist",1,558,"3",0
84775,"dentist",1,924,"1",1
87185,"boulder",0,1378,"3",1
89594,"boulder",1,1122,"1",1
92005,"boulder",1,406,"1",1
94414,"mineral",0,1533,"3",1
96824,"actress",0,979,"3",1
99233,"dentist",0,1338,"3",1
101643,"mineral",0,738,"3",1
104053,"boulder",0,568,"3",1
106464,"mineral",0,742,"3",1
108873,"boulder",0,955,"3",1
111283,"wedge",0,753,"3",1
113692,"mineral",0,521,"3",1
116102,"mineral",1,766,"1",1
118512,"suite",0,1004,"3",1
120923,"suite",1,865,"1",1
123333,"dentist",0,807,"3",1
125742,"actress",0,2094,"3",1
128150,"dentist",0,1040,"3",1
130559,"pond",0,622,"3",1
132969,"wedge",0,675,"3",1
135379,"wedge",1,610,"1",1
137788,"mineral",0,521,"3",1
140197,"mineral",1,500,"1",1
142606,"suite",0,679,"3",1
145015,"actress",0,661,"3",1
147425,"dentist",0,588,"3",1
149836,"dentist",1,593,"1",1
152246,"folk",0,775,"3",1
154656,"pond",0,837,"3",1
157065,"pond",1,916,"1",1
159475,"pond",1,1018,"1",1
161885,"boulder",0,584,"3",1
164296,"actress",0,613,"3",1
166706,"actress",1,875,"1",1
169115,"suite",0,596,"3",1
171524,"suite",1,691,"1",1
173934,"suite",1,481,"1",1
176343,"boulder",0,774,"3",1
178753,"dentist",0,797,"3",1
181163,"pond",0,548,"3",1
183573,"suite",0,665,"3",1
185982,"pond",0,601,"3",1
