"Start Time","Wed Nov 23 11:03:23 2011","11:03:22 minus 88 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6428,"canvas",0,2404,"<timeout>",1
8836,"whiskey",0,998,"3",1
11245,"whiskey",1,1157,"1",1
13654,"bunny",0,861,"3",1
16064,"tomato",0,635,"3",1
18475,"gale",0,472,"3",1
20885,"gale",1,717,"1",1
23295,"tomato",0,788,"3",1
25704,"canvas",0,619,"3",1
28114,"canvas",1,522,"1",1
30522,"canvas",1,544,"1",1
32933,"hollow",0,589,"3",1
35344,"canvas",0,1275,"3",1
37754,"bottle",0,881,"3",1
40163,"whiskey",0,536,"3",1
42572,"whiskey",1,863,"1",1
44980,"tomato",0,871,"3",1
47391,"flag",0,1156,"3",1
49801,"flag",1,650,"1",1
52211,"gale",0,1040,"3",1
54620,"bottle",0,919,"3",1
57029,"flag",0,742,"3",1
59439,"bottle",0,685,"3",1
61849,"canvas",0,779,"3",1
64259,"bunny",0,552,"3",1
66669,"canvas",0,871,"3",1
69078,"bunny",0,595,"3",1
71488,"gale",0,676,"3",1
73898,"bunny",0,722,"3",1
76308,"bunny",1,1520,"1",1
78717,"hollow",0,911,"3",1
81126,"bottle",0,838,"3",1
83536,"bottle",1,437,"1",1
85944,"flag",0,1141,"3",1
88354,"bottle",0,1002,"1",0
90765,"bottle",1,744,"1",1
93175,"hollow",0,1285,"3",1
95584,"gale",0,748,"3",1
97995,"gale",1,657,"1",1
100404,"gale",1,889,"1",1
102814,"tomato",0,551,"3",1
105225,"flag",0,772,"3",1
107634,"flag",1,947,"1",1
110043,"gale",0,690,"3",1
112452,"hollow",0,1145,"3",1
114862,"hollow",1,544,"1",1
117272,"flag",0,829,"3",1
119682,"canvas",0,686,"3",1
122091,"flag",0,723,"1",0
124501,"flag",1,721,"1",1
126911,"tomato",0,694,"3",1
129320,"whiskey",0,1389,"3",1
131729,"bunny",0,1220,"3",1
134139,"whiskey",0,563,"3",1
136548,"gale",0,1193,"3",1
138957,"tomato",0,674,"3",1
141366,"tomato",1,592,"3",0
143775,"tomato",1,622,"1",1
146185,"tomato",1,646,"1",1
148594,"hollow",0,596,"3",1
151003,"hollow",1,700,"1",1
153412,"hollow",1,404,"1",1
155821,"whiskey",0,761,"3",1
158231,"whiskey",1,623,"1",1
160642,"bottle",0,532,"3",1
163052,"bottle",1,1426,"1",1
165461,"hollow",0,857,"3",1
167871,"whiskey",0,655,"3",1
170280,"bunny",0,719,"3",1
172688,"bunny",1,599,"1",1
175098,"bunny",1,725,"1",1
177507,"canvas",0,596,"3",1
179916,"canvas",1,468,"1",1
182327,"canvas",1,735,"1",1
184737,"whiskey",0,1232,"3",1
