Start Time,Wed Nov 23 10-53-48 2011,Offset,10:53:49 minus 1457 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 0, 2, 1, 1, 27039, 5003, 5003,
001,2,2, 3, 4, 3, 10, 10, 1, 0, 2, 32718, 2888, 4336,
001,2,3, 7, 1, 5, 13, 13, 1, 0, 2, 38391, 3648, 4095,
001,2,4, 1, 4, 5, 10, 10, 1, 0, 2, 44065, 1909, 2333,
001,2,5, 5, 6, 7, 18, 18, 1, 0, 2, 49672, 3031, 3542,
001,2,6, 4, 4, 9, 17, 17, 1, 0, 2, 55346, 3500, 4061,
001,2,7, 4, 3, 9, 16, 16, 1, 0, 2, 61018, 4460, 4884,
001,2,8, 9, 1, 1, 11, 11, 1, 0, 2, 66691, 1987, 2356,
001,2,9, 4, 9, 9, 22, 22, 1, 0, 2, 72348, 2138, 2515,
001,2,10, 6, 2, 4, 12, 12, 1, 0, 2, 78021, 1825, 2218,
001,2,11, 8, 2, 1, 11, 11, 1, 0, 2, 83676, 1427, 1843,
001,2,12, 9, 1, 3, 13, 13, 1, 0, 2, 89349, 1515, 1939,
001,2,13, 4, 7, 6, 17, 17, 1, 0, 2, 95005, 4107, 4562,
001,2,14, 5, 8, 5, 18, 18, 1, 0, 2, 100679, 2089, 2528,
001,2,15, 7, 1, 5, 13, 13, 1, 0, 2, 106354, 2333, 2693,
001,2,16, 2, 6, 7, 15, 15, 1, 0, 2, 112026, 3886, 4278,
001,2,17, 5, 2, 5, 12, 12, 1, 0, 2, 117649, 1583, 1983,
001,2,18, 5, 3, 1, 9, 9, 1, 0, 1, 123272, 2345, 2655,
001,2,19, 7, 6, 7, 20, 20, 1, 0, 2, 128876, 2164, 2547,
001,2,20, 9, 2, 3, 14, 14, 1, 0, 2, 134492, 2340, 2732,
001,2,21, 2, 6, 6, 14, 14, 1, 0, 2, 140164, 1549, 2012,
001,2,22, 4, 1, 4, 9, 9, 1, 0, 1, 145821, 1925, 2204,
001,2,23, 6, 3, 9, 18, 18, 1, 0, 2, 151476, 3470, 3894,
001,2,24, 8, 9, 2, 19, 19, 1, 0, 2, 157147, 4405, 4790,
001,2,25, 6, 3, 9, 18, 18, 1, 0, 2, 162821, 3628, 4036,
001,2,26, 9, 4, 7, 20, 20, 1, 0, 2, 168494, 4332, 4699,
001,2,27, 5, 2, 2, 9, 9, 1, 0, 1, 174168, 2386, 2650,
001,2,28, 4, 7, 9, 20, 20, 1, 0, 2, 179772, 3261, 4077,
001,2,29, 3, 4, 5, 12, 12, 1, 0, 2, 185445, 3413, 3798,
001,2,30, 1, 4, 9, 14, 14, 1, 0, 2, 191118, 2020, 2421,
001,2,31, 9, 4, 5, 18, 18, 1, 0, 2, 196741, 4038, 4462,
001,2,32, 7, 7, 8, 22, 22, 1, 0, 2, 202413, 3413, 3782,
001,2,33, 4, 1, 4, 9, 9, 1, 0, 1, 208086, 2005, 2260,
001,2,34, 2, 6, 4, 12, 12, 1, 0, 2, 213757, 2757, 3270,
001,2,35, 9, 8, 3, 20, 20, 1, 0, 2, 219429, 3982, 4374,
001,2,36, 4, 3, 3, 10, 10, 1, 0, 2, 225102, 3390, 3772,
