"Start Time","Tue Nov 22 15:57:09 2011","15:57:08 minus 89 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5844,"barber",0,406,"3",1
8255,"plaster",0,406,"3",1
10664,"essay",0,424,"3",1
13074,"barber",3,522,"1",1
15483,"plaster",3,1400,"1",1
17892,"barber",2,1086,"1",0
20303,"currency",0,541,"3",1
22713,"plaster",3,874,"1",1
25122,"quarry",0,2404,"<timeout>",0
27530,"currency",3,1448,"3",0
29938,"currency",1,2405,"<timeout>",0
32346,"currency",2,2404,"<timeout>",0
34754,"barber",0,2403,"<timeout>",0
37161,"energy",0,1154,"3",1
39569,"barber",2,1338,"3",1
41979,"disturb",0,1648,"3",1
44389,"energy",3,1022,"1",1
46800,"disturb",2,2404,"<timeout>",0
49207,"energy",2,2404,"<timeout>",0
51615,"sofa",0,813,"3",1
54024,"disturb",3,620,"3",0
56434,"sofa",2,2405,"<timeout>",0
58842,"energy",0,2403,"<timeout>",0
61249,"essay",0,2403,"<timeout>",0
63655,"sofa",3,2404,"<timeout>",0
66062,"essay",2,2405,"<timeout>",0
68471,"disturb",0,1317,"3",1
70880,"sofa",3,860,"3",0
73289,"currency",0,1347,"3",1
75699,"energy",0,498,"3",1
78109,"plaster",0,631,"3",1
80520,"currency",3,861,"1",1
82929,"sofa",0,899,"1",0
85340,"disturb",0,1625,"3",1
87750,"plaster",0,2404,"<timeout>",0
90158,"plaster",1,2206,"1",0
92565,"disturb",3,620,"3",0
94975,"sofa",0,2405,"<timeout>",0
97384,"essay",0,2403,"<timeout>",0
99790,"essay",1,2404,"<timeout>",0
102198,"quarry",0,446,"1",0
104608,"currency",0,565,"3",1
107016,"quarry",2,1605,"1",0
109426,"essay",0,859,"3",1
111836,"quarry",2,2404,"<timeout>",0
114244,"currency",0,1810,"1",0
116653,"essay",3,609,"3",0
119062,"barber",0,911,"3",1
121471,"currency",3,1031,"1",1
123881,"essay",3,749,"1",1
126290,"barber",3,581,"3",0
128700,"disturb",0,890,"3",1
131109,"disturb",1,689,"1",0
133518,"barber",3,577,"3",0
135929,"sofa",0,821,"3",1
138338,"disturb",3,573,"1",1
140748,"sofa",2,2404,"<timeout>",0
143155,"barber",0,2404,"<timeout>",0
145562,"plaster",0,1481,"3",1
147972,"sofa",3,787,"1",1
150382,"quarry",0,465,"3",1
152792,"essay",0,2404,"<timeout>",0
155199,"barber",0,2404,"<timeout>",0
157607,"quarry",3,2404,"<timeout>",0
160013,"essay",3,2405,"<timeout>",0
162421,"energy",0,770,"3",1
164831,"quarry",3,880,"3",0
167240,"energy",2,759,"1",0
169649,"plaster",0,766,"3",1
172059,"quarry",3,620,"1",1
174470,"energy",3,2404,"<timeout>",0
176877,"plaster",3,2403,"<timeout>",0
179283,"plaster",1,2404,"<timeout>",0
181691,"energy",3,2404,"<timeout>",0
184097,"quarry",0,2405,"<timeout>",0
