"Start Time","Tue Nov 22 15:45:41 2011","15:45:40 minus 821 ms","Subject","001","Target Distance",225,"Radius",18.75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5013,240,459,1397,255,438,0,25.807
6985,399,525,1209,388,512,0,17.0294
9250,240,140,1298,238,152,1,12.1655
11289,240,459,1356,259,419,0,44.2832
13222,559,459,1925,548,464,1,12.083
15890,399,525,1152,398,529,1,4.12311
17784,400,75,1092,398,84,1,9.21954
19618,399,525,1085,398,543,0,18.0278
21279,240,459,1568,243,474,0,15.2971
23423,175,299,1050,182,300,1,7.07107
25865,559,459,1773,548,464,1,12.083
28378,625,300,1141,621,300,1,4
30259,240,140,963,259,127,0,23.0217
31799,399,525,1391,407,521,1,8.94427
33928,559,459,1443,540,450,0,21.0238
35947,625,300,1608,617,300,1,8
38297,559,140,1410,540,136,0,19.4165
40767,240,140,1455,243,152,1,12.3693
42961,240,459,1326,243,438,0,21.2132
44863,559,459,2235,552,460,1,7.07107
48495,240,140,1271,259,136,0,19.4165
50343,559,459,1367,567,438,0,22.4722
52285,625,300,1262,598,300,0,27
54122,240,140,1683,229,127,0,17.0294
56865,559,140,2114,552,148,1,10.6301
59720,175,299,1085,187,298,1,12.0416
61547,399,525,2378,400,521,1,4.12311
64665,559,140,1790,536,131,0,24.6982
67031,175,299,1106,187,298,1,12.0416
69450,399,525,1133,400,529,1,4.12311
71326,559,459,2409,576,460,0,17.0294
74791,625,300,1245,626,300,1,1
78011,399,525,1433,400,521,1,4.12311
80185,400,75,1670,400,73,1,2
82596,625,300,1075,617,298,1,8.24621
84411,399,525,1460,400,521,1,4.12311
87351,625,300,1365,626,298,1,2.23607
90280,400,75,2254,400,80,1,5
93276,240,140,2092,255,148,0,17
96515,400,75,1198,400,84,1,9
98453,175,299,1393,212,298,0,37.0135
100993,559,459,4560,548,460,1,11.0454
107693,399,525,1035,400,533,1,8.06226
109470,559,459,1278,571,438,0,24.1868
111805,625,300,1329,612,298,1,13.1529
114359,559,459,1454,567,443,0,17.8885
116961,625,300,1198,617,302,1,8.24621
118900,240,459,3209,238,464,1,5.38516
122849,400,75,1252,384,89,0,21.2603
125162,559,459,1558,567,450,1,12.0416
127461,559,140,2325,540,148,0,20.6155
131098,625,300,1086,626,284,0,16.0312
133243,559,140,1237,552,141,1,7.07107
135221,399,525,1829,407,533,1,11.3137
137791,175,299,1990,187,300,1,12.0416
140523,559,459,1502,548,464,1,12.083
142762,240,459,2192,255,455,0,15.5242
148086,175,299,1346,182,300,1,7.07107
150173,400,75,1460,400,52,0,23
152207,240,140,1275,238,148,1,8.24621
154222,175,299,1363,182,307,1,10.6301
156327,559,140,2977,540,127,0,23.0217
159879,240,140,1298,238,157,0,17.1172
161753,625,300,2117,626,284,0,16.0312
165015,559,140,955,557,131,1,9.21954
166711,625,300,4818,617,298,1,8.24621
172270,399,525,1514,400,543,0,18.0278
174933,240,459,1173,238,460,1,2.23607
176847,175,299,1976,182,302,1,7.61577
179563,399,525,1896,412,521,1,13.6015
185633,559,140,1491,540,136,0,19.4165
