Start Time,Tue Nov 22 16-04-41 2011,Offset,16:04:42 minus 887 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 17, 1, 0, 2, 5632, 2596, 3116,
001,2,2, 9, 3, 5, 17, 17, 1, 0, 2, 11306, 2986, 3482,
001,2,3, 7, 3, 4, 14, 14, 1, 0, 2, 16979, 1570, 2074,
001,2,4, 7, 5, 7, 19, 19, 1, 0, 2, 22650, 1907, 2698,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 28323, 2466, 2923,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 33996, 1977, 2201,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 39667, 2491, 2850,
001,2,8, 2, 6, 1, 9, 0, 2, 1, 3, 45340, 1889, 5002,
001,2,9, 1, 4, 8, 13, 9, 0, 0, 1, 51018, 60, 284,
001,2,10, 4, 8, 4, 16, 1, 2, 1, 4, 56688, 3447, 5003,
001,2,11, 4, 9, 6, 19, 0, 2, 1, 1, 62366, 5003, 5003,
001,2,12, 8, 3, 3, 14, 14, 1, 0, 2, 68044, 2874, 3282,
001,2,13, 3, 5, 1, 9, 11, 0, 0, 2, 73717, 2256, 2680,
001,2,14, 1, 7, 8, 16, 16, 1, 0, 2, 79389, 1802, 2650,
001,2,15, 6, 7, 8, 21, 21, 1, 0, 2, 85062, 4240, 4624,
001,2,16, 6, 4, 7, 17, 17, 1, 0, 2, 90735, 3167, 3759,
001,2,17, 8, 7, 8, 23, 21, 0, 0, 2, 96409, 2542, 2958,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 102081, 1550, 2046,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 107753, 1606, 1806,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 113424, 2159, 2439,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 119096, 2878, 3439,
001,2,22, 1, 3, 5, 9, 11, 0, 0, 2, 124768, 2007, 2351,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 130441, 3199, 3535,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 3, 136113, 2198, 2968,
001,2,25, 5, 7, 8, 20, 0, 2, 1, 1, 141786, 5003, 5003,
001,2,26, 4, 5, 1, 10, 20, 0, 0, 2, 147464, 176, 672,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 153135, 1889, 2256,
001,2,28, 8, 8, 7, 23, 0, 2, 1, 1, 158808, 5003, 5003,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 164488, 3105, 3617,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 170159, 2698, 3019,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 175829, 1933, 2220,
001,2,32, 8, 5, 9, 22, 22, 1, 0, 2, 181502, 4482, 4859,
001,2,33, 7, 9, 6, 22, 22, 1, 1, 3, 187174, 4732, 5002,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 192850, 2216, 2591,
001,2,35, 2, 7, 9, 18, 18, 1, 0, 2, 198523, 2310, 2766,
001,2,36, 8, 5, 7, 20, 19, 2, 1, 3, 204196, 4693, 5002,
