"Start Time","Tue Nov 22 15:53:33 2011","15:53:32 minus 72 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5617,"suite",0,2404,"<timeout>",1
8025,"pond",0,1111,"3",1
10434,"folk",0,590,"3",1
12845,"suite",0,1058,"3",1
15255,"boulder",0,688,"3",1
17665,"boulder",1,496,"1",1
20074,"folk",0,511,"3",1
22484,"folk",1,525,"1",1
24893,"wedge",0,603,"3",1
27303,"mineral",0,473,"3",1
29714,"mineral",1,447,"1",1
32123,"suite",0,749,"3",1
34532,"folk",0,836,"3",1
36942,"folk",1,810,"1",1
39351,"suite",0,817,"3",1
41762,"wedge",0,863,"3",1
44172,"pond",0,501,"3",1
46581,"pond",1,423,"1",1
48990,"actress",0,834,"3",1
51400,"actress",1,720,"1",1
53810,"actress",1,687,"1",1
56220,"folk",0,724,"3",1
58630,"folk",1,691,"1",1
61040,"actress",0,944,"1",0
63450,"folk",0,2404,"<timeout>",0
65857,"wedge",0,1048,"3",1
68266,"wedge",1,703,"1",1
70676,"wedge",1,685,"1",1
73086,"pond",0,683,"3",1
75496,"wedge",0,753,"1",0
77905,"dentist",0,720,"3",1
80314,"dentist",1,736,"1",1
82724,"dentist",1,910,"1",1
85134,"boulder",0,1067,"3",1
87543,"boulder",1,2404,"<timeout>",0
89950,"boulder",1,2404,"<timeout>",0
92357,"mineral",0,638,"3",1
94765,"actress",0,941,"3",1
97175,"dentist",0,1107,"3",1
99585,"mineral",0,905,"3",1
101994,"boulder",0,2404,"<timeout>",0
104401,"mineral",0,1009,"3",1
106810,"boulder",0,831,"3",1
109221,"wedge",0,2381,"3",1
112031,"mineral",0,971,"3",1
114441,"mineral",1,674,"1",1
116851,"suite",0,2405,"<timeout>",0
119259,"suite",1,1631,"3",0
121668,"dentist",0,552,"3",1
124078,"actress",0,629,"3",1
126488,"dentist",0,763,"1",0
128897,"pond",0,2405,"<timeout>",0
131305,"wedge",0,2404,"<timeout>",0
133712,"wedge",1,2403,"<timeout>",0
136118,"mineral",0,453,"3",1
138528,"mineral",1,707,"1",1
140938,"suite",0,1017,"3",1
143347,"actress",0,1248,"3",1
145757,"dentist",0,2404,"<timeout>",0
148164,"dentist",1,883,"3",0
150573,"folk",0,790,"1",0
159016,"pond",0,979,"3",1
161427,"pond",1,425,"1",1
163836,"pond",1,647,"1",1
166245,"boulder",0,822,"3",1
168655,"actress",0,2403,"<timeout>",0
171061,"actress",1,2404,"<timeout>",0
173468,"suite",0,881,"3",1
175878,"suite",1,719,"1",1
178288,"suite",1,524,"1",1
180697,"boulder",0,2404,"<timeout>",0
183104,"dentist",0,2404,"<timeout>",0
185511,"pond",0,941,"3",1
