"Start Time","Tue Nov 22 15:49:55 2011","15:49:54 minus 55 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5943,"desk",0,2404,"<timeout>",1
8351,"gasoline",0,2403,"<timeout>",1
10758,"gasoline",1,1119,"3",1
13167,"extract",0,854,"3",1
15576,"schooner",0,566,"3",1
17986,"extract",2,883,"3",0
20395,"extract",1,1106,"3",1
22804,"alcohol",0,743,"3",1
25213,"brick",0,696,"3",1
27622,"alcohol",2,927,"1",1
30032,"extract",0,1190,"3",1
32443,"gasoline",0,938,"3",1
34853,"extract",2,1113,"1",1
37263,"brick",0,1238,"1",0
39674,"brick",1,1100,"3",1
42084,"saddle",0,707,"3",1
44493,"brick",2,1017,"1",1
46903,"alcohol",0,927,"3",1
49313,"brick",2,1293,"3",0
51723,"alcohol",2,987,"1",1
54132,"extract",0,1474,"3",1
56542,"gasoline",0,1328,"3",1
58952,"brick",0,998,"3",1
61362,"gasoline",2,997,"1",1
63773,"brick",2,1513,"1",1
66183,"saddle",0,1159,"3",1
68592,"saddle",1,1011,"3",1
71001,"schooner",0,888,"3",1
73410,"aunt",0,993,"3",1
75820,"gasoline",0,1035,"1",0
78230,"aunt",2,1241,"1",1
80639,"gasoline",2,912,"3",0
83049,"saddle",0,775,"3",1
85459,"gasoline",2,964,"1",1
87868,"alcohol",0,1043,"1",0
90278,"alcohol",1,953,"3",1
92689,"aunt",0,822,"3",1
95099,"desk",0,1268,"3",1
97508,"desk",1,500,"3",1
99918,"saddle",0,818,"3",1
102327,"desk",2,785,"1",1
104737,"saddle",2,1655,"1",1
107146,"aunt",0,1286,"3",1
109555,"extract",0,1093,"3",1
111964,"aunt",2,1819,"3",0
114373,"extract",2,1443,"3",0
116782,"aunt",2,1138,"1",1
119192,"desk",0,689,"3",1
121602,"extract",0,495,"1",0
124011,"schooner",0,685,"3",1
126421,"desk",0,771,"3",1
128831,"alcohol",0,1033,"3",1
131241,"aunt",0,943,"3",1
133651,"aunt",1,781,"1",0
136061,"gasoline",0,623,"3",1
138470,"desk",0,723,"3",1
140880,"aunt",0,960,"1",0
143289,"desk",2,879,"3",0
145699,"brick",0,1366,"3",1
148110,"saddle",0,1050,"3",1
150520,"gasoline",0,873,"3",1
152930,"saddle",2,999,"1",1
155339,"schooner",0,733,"3",1
157748,"saddle",2,462,"1",1
160158,"schooner",2,1011,"3",0
162568,"brick",0,2209,"3",1
164976,"schooner",2,722,"1",1
167385,"schooner",1,514,"3",1
169794,"desk",0,1751,"3",1
172203,"schooner",2,2310,"3",0
175015,"desk",2,1330,"1",1
177426,"alcohol",0,920,"3",1
179836,"schooner",0,1213,"3",1
182245,"alcohol",2,1021,"1",1
184654,"desk",0,1068,"3",1
