"Start Time","Thu Nov 24 11:15:11 2011","11:15:10 minus 80 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5598,"desk",0,536,"3",1
8008,"gasoline",0,558,"3",1
10416,"gasoline",1,877,"3",1
12826,"extract",0,548,"1",0
15235,"schooner",0,682,"3",1
17645,"extract",2,1073,"1",1
20054,"extract",1,1240,"3",1
22464,"alcohol",0,551,"3",1
24873,"brick",0,590,"3",1
27283,"alcohol",2,404,"1",1
29691,"extract",0,428,"3",1
32101,"gasoline",0,514,"3",1
34510,"extract",2,404,"1",1
36918,"brick",0,624,"3",1
39327,"brick",1,488,"1",0
41737,"saddle",0,654,"3",1
44147,"brick",2,756,"1",1
46556,"alcohol",0,580,"3",1
48965,"brick",2,482,"1",1
51374,"alcohol",2,681,"1",1
53783,"extract",0,481,"3",1
56193,"gasoline",0,710,"3",1
58602,"brick",0,542,"3",1
61012,"gasoline",2,406,"1",1
63422,"brick",2,405,"1",1
65830,"saddle",0,407,"3",1
68240,"saddle",1,404,"3",1
70649,"schooner",0,642,"3",1
73059,"aunt",0,580,"3",1
75468,"gasoline",0,516,"3",1
77876,"aunt",2,675,"1",1
80285,"gasoline",2,571,"1",1
82696,"saddle",0,472,"3",1
85106,"gasoline",2,422,"1",1
87515,"alcohol",0,661,"3",1
89924,"alcohol",1,827,"3",1
92334,"aunt",0,595,"3",1
94744,"desk",0,481,"3",1
97155,"desk",1,1176,"3",1
99564,"saddle",0,820,"3",1
101974,"desk",2,406,"1",1
104383,"saddle",2,413,"1",1
106792,"aunt",0,407,"3",1
109201,"extract",0,425,"3",1
111609,"aunt",2,496,"1",1
114019,"extract",2,425,"1",1
116428,"aunt",2,421,"1",1
118837,"desk",0,406,"3",1
121246,"extract",0,483,"3",1
123657,"schooner",0,424,"3",1
126067,"desk",0,645,"1",0
128476,"alcohol",0,621,"3",1
130884,"aunt",0,749,"3",1
133293,"aunt",1,972,"3",1
135703,"gasoline",0,674,"3",1
138114,"desk",0,415,"1",0
140523,"aunt",0,790,"1",0
142932,"desk",2,1093,"1",1
145342,"brick",0,444,"3",1
147751,"saddle",0,427,"3",1
150162,"gasoline",0,448,"3",1
152572,"saddle",2,678,"3",0
154981,"schooner",0,536,"3",1
157392,"saddle",2,418,"1",1
159802,"schooner",2,473,"1",1
162211,"brick",0,551,"3",1
164621,"schooner",2,566,"1",1
167032,"schooner",1,826,"3",1
169442,"desk",0,520,"3",1
171851,"schooner",2,439,"1",1
174261,"desk",2,829,"1",1
176670,"alcohol",0,429,"3",1
179079,"schooner",0,749,"3",1
181489,"alcohol",2,426,"1",1
183899,"desk",0,425,"3",1
