"Start Time","Thu Nov 24 11:11:40 2011","11:11:39 minus 77 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5693,"barber",0,460,"3",1
8102,"plaster",0,407,"3",1
10512,"essay",0,406,"3",1
12922,"barber",3,406,"1",1
15331,"plaster",3,1050,"3",0
17740,"barber",2,1010,"3",1
20150,"currency",0,622,"3",1
22560,"plaster",3,463,"1",1
24969,"quarry",0,580,"3",1
27380,"currency",3,985,"1",1
29789,"currency",1,1184,"3",1
32198,"currency",2,1478,"1",0
34607,"barber",0,1062,"3",1
37015,"energy",0,681,"3",1
39424,"barber",2,701,"1",0
41835,"disturb",0,531,"3",1
44245,"energy",3,976,"1",1
46655,"disturb",2,927,"1",0
49064,"energy",2,749,"1",0
51473,"sofa",0,509,"3",1
53884,"disturb",3,866,"1",1
56295,"sofa",2,911,"3",1
58704,"energy",0,973,"3",1
61113,"essay",0,550,"3",1
63523,"sofa",3,483,"1",1
65932,"essay",2,890,"3",1
68340,"disturb",0,730,"3",1
70750,"sofa",3,688,"1",1
73159,"currency",0,815,"3",1
75568,"energy",0,846,"3",1
77978,"plaster",0,509,"3",1
80387,"currency",3,779,"1",1
82798,"sofa",0,776,"3",1
85207,"disturb",0,855,"3",1
87617,"plaster",0,838,"3",1
90027,"plaster",1,995,"3",1
92436,"disturb",3,803,"1",1
94844,"sofa",0,619,"3",1
97254,"essay",0,888,"3",1
99662,"essay",1,985,"3",1
102071,"quarry",0,696,"3",1
104480,"currency",0,999,"3",1
106889,"quarry",2,838,"3",1
109299,"essay",0,685,"3",1
111711,"quarry",2,896,"1",0
114121,"currency",0,1030,"1",0
116530,"essay",3,446,"1",1
118940,"barber",0,565,"3",1
121349,"currency",3,1418,"3",0
123759,"essay",3,1232,"3",0
126170,"barber",3,790,"1",1
128579,"disturb",0,630,"3",1
130987,"disturb",1,973,"3",1
133397,"barber",3,1122,"3",0
135807,"sofa",0,737,"3",1
138217,"disturb",3,798,"3",0
140627,"sofa",2,829,"3",1
143036,"barber",0,605,"1",0
145445,"plaster",0,707,"3",1
147855,"sofa",3,514,"1",1
150265,"quarry",0,623,"3",1
152675,"essay",0,757,"3",1
155085,"barber",0,836,"3",1
157495,"quarry",3,705,"3",0
159904,"essay",3,824,"1",1
162313,"energy",0,615,"3",1
164723,"quarry",3,765,"3",0
167133,"energy",2,667,"1",0
169543,"plaster",0,641,"3",1
171952,"quarry",3,816,"3",0
174362,"energy",3,847,"1",1
176771,"plaster",3,766,"3",0
179181,"plaster",1,860,"3",1
181591,"energy",3,1202,"1",1
184002,"quarry",0,903,"1",0
