Start Time,Thu Nov 24 10-46-11 2011,Offset,10:46:12 minus 927 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 17, 1, 0, 2, 4800, 1637, 2325,
001,2,2, 9, 3, 5, 17, 17, 1, 0, 2, 10475, 1347, 2075,
001,2,3, 7, 3, 4, 14, 14, 1, 0, 2, 16149, 1386, 2032,
001,2,4, 7, 5, 7, 19, 19, 1, 0, 2, 21822, 1223, 1928,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 27495, 1342, 1838,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 33152, 1903, 2238,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 38806, 1497, 1944,
001,2,8, 2, 6, 1, 9, 9, 1, 0, 1, 44430, 1329, 1736,
001,2,9, 1, 4, 8, 13, 13, 1, 0, 2, 50087, 1351, 1976,
001,2,10, 4, 8, 4, 16, 16, 1, 0, 2, 55742, 1305, 1825,
001,2,11, 4, 9, 6, 19, 19, 1, 0, 2, 61383, 1376, 2113,
001,2,12, 8, 3, 3, 14, 14, 1, 0, 2, 67038, 1330, 1953,
001,2,13, 3, 5, 1, 9, 9, 1, 0, 1, 72712, 1255, 1719,
001,2,14, 1, 7, 8, 16, 16, 1, 0, 2, 78367, 1401, 2042,
001,2,15, 6, 7, 8, 21, 21, 1, 0, 2, 84022, 1722, 2321,
001,2,16, 6, 4, 7, 17, 17, 1, 0, 2, 89678, 1362, 2114,
001,2,17, 8, 7, 8, 23, 23, 1, 0, 2, 95301, 1427, 1923,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 100955, 1460, 2054,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 106628, 1300, 1660,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 112283, 1653, 2197,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 117938, 1462, 2126,
001,2,22, 1, 3, 5, 9, 9, 1, 0, 1, 123594, 1568, 2006,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 129250, 1496, 2006,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 2, 134906, 1311, 1806,
001,2,25, 5, 7, 8, 20, 20, 1, 0, 2, 140529, 1936, 2409,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 146133, 1485, 1957,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 151788, 1509, 2030,
001,2,28, 8, 8, 7, 23, 23, 1, 0, 2, 157411, 1624, 2358,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 163034, 2143, 2576,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 168690, 2112, 2633,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 174361, 1378, 1809,
001,2,32, 8, 5, 9, 22, 22, 1, 0, 2, 180017, 1505, 2001,
001,2,33, 7, 9, 6, 22, 22, 1, 0, 2, 185691, 1904, 2464,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 191314, 1313, 1808,
001,2,35, 2, 7, 9, 18, 18, 1, 0, 2, 196971, 1513, 2312,
001,2,36, 8, 5, 7, 20, 20, 1, 0, 2, 202627, 1423, 1911,
