Start Time,Fri Nov 25 12-53-23 2011,Offset,12:53:24 minus 922 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 8, 3, 3, 14, 14, 1, 1, 3, 14384, 3982, 5003,
001,2,2, 3, 4, 3, 10, 1, 2, 1, 2, 20063, 4974, 5003,
001,2,3, 7, 1, 5, 13, 0, 0, 0, 0, 25743, 407, 407,
001,2,4, 1, 4, 5, 10, 10, 1, 0, 2, 31415, 2743, 3143,
001,2,5, 5, 6, 7, 18, 18, 1, 0, 2, 37070, 3983, 4784,
001,2,6, 4, 4, 9, 17, 17, 1, 0, 2, 42744, 3606, 3973,
001,2,7, 4, 3, 9, 16, 16, 1, 0, 2, 48417, 2924, 4005,
001,2,8, 9, 1, 1, 11, 11, 1, 0, 2, 54088, 2717, 3199,
001,2,9, 4, 9, 9, 22, 22, 1, 0, 2, 59743, 3047, 3463,
001,2,10, 6, 2, 4, 12, 12, 1, 0, 2, 65414, 2376, 2785,
001,2,11, 8, 2, 1, 11, 11, 1, 0, 2, 71067, 2115, 2484,
001,2,12, 9, 1, 3, 13, 13, 1, 0, 2, 76699, 2276, 2908,
001,2,13, 4, 7, 6, 17, 17, 1, 0, 2, 82371, 3333, 3772,
001,2,14, 5, 8, 5, 18, 18, 1, 0, 2, 88044, 1660, 2195,
001,2,15, 7, 1, 5, 13, 13, 1, 0, 2, 93699, 2789, 3244,
001,2,16, 2, 6, 7, 15, 15, 1, 0, 2, 99347, 3845, 4325,
001,2,17, 5, 2, 5, 12, 12, 1, 0, 2, 105019, 1372, 1734,
001,2,18, 5, 3, 1, 9, 9, 1, 0, 1, 110690, 2237, 2470,
001,2,19, 7, 6, 7, 20, 20, 1, 0, 2, 116362, 3046, 3454,
001,2,20, 9, 2, 3, 14, 14, 1, 0, 2, 122017, 2582, 2951,
001,2,21, 2, 6, 6, 14, 14, 1, 0, 2, 127642, 3247, 3646,
001,2,22, 4, 1, 4, 9, 9, 1, 0, 1, 133315, 1853, 2014,
001,2,23, 6, 3, 9, 18, 0, 2, 1, 1, 138969, 5003, 5003,
001,2,24, 8, 9, 2, 19, 18, 0, 0, 2, 144649, 192, 1448,
001,2,25, 6, 3, 9, 18, 0, 2, 1, 1, 150304, 5003, 5003,
001,2,26, 9, 4, 7, 20, 18, 0, 0, 2, 155982, 122, 691,
001,2,27, 5, 2, 2, 9, 9, 1, 0, 1, 161654, 2044, 2163,
001,2,28, 4, 7, 9, 20, 20, 1, 0, 2, 167276, 2966, 3333,
001,2,29, 3, 4, 5, 12, 12, 1, 0, 2, 172932, 3014, 3334,
001,2,30, 1, 4, 9, 14, 14, 1, 0, 2, 178604, 2390, 2829,
001,2,31, 9, 4, 5, 18, 18, 1, 0, 2, 184277, 4085, 4510,
001,2,32, 7, 7, 8, 22, 22, 1, 0, 2, 189949, 2948, 3276,
001,2,33, 4, 1, 4, 9, 9, 1, 0, 1, 195572, 2759, 2918,
001,2,34, 2, 6, 4, 12, 12, 1, 0, 2, 201225, 1610, 2002,
001,2,35, 9, 8, 3, 20, 20, 1, 0, 2, 206880, 3171, 3562,
001,2,36, 4, 3, 3, 10, 10, 1, 0, 2, 212553, 3122, 3522,
