Start Time,Fri Nov 25 13-20-57 2011,Offset,13:20:58 minus 1503 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 22, 0, 0, 2, 8276, 3725, 4093,
001,2,2, 9, 3, 5, 17, 0, 2, 1, 1, 13950, 5003, 5003,
001,2,3, 7, 3, 4, 14, 17, 0, 0, 2, 19629, 332, 843,
001,2,4, 7, 5, 7, 19, 19, 1, 0, 2, 25302, 3308, 4068,
001,2,5, 9, 3, 3, 15, 15, 1, 0, 2, 30957, 3237, 3637,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 36613, 3101, 3325,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 42285, 2005, 2341,
001,2,8, 2, 6, 1, 9, 9, 1, 0, 1, 47908, 3485, 3693,
001,2,9, 1, 4, 8, 13, 13, 1, 0, 2, 53561, 2657, 3146,
001,2,10, 4, 8, 4, 16, 16, 1, 0, 2, 59235, 2304, 3344,
001,2,11, 4, 9, 6, 19, 19, 1, 0, 2, 64889, 2489, 3034,
001,2,12, 8, 3, 3, 14, 0, 2, 1, 1, 70512, 5003, 5003,
001,2,13, 3, 5, 1, 9, 9, 1, 0, 1, 76191, 3892, 4068,
001,2,14, 1, 7, 8, 16, 16, 1, 0, 2, 81861, 2061, 2726,
001,2,15, 6, 7, 8, 21, 2, 2, 1, 2, 87484, 4952, 5002,
001,2,16, 6, 4, 7, 17, 17, 1, 0, 2, 93144, 3291, 3707,
001,2,17, 8, 7, 8, 23, 26, 0, 0, 2, 98816, 4052, 4507,
001,2,18, 2, 6, 6, 14, 14, 1, 0, 2, 104489, 2378, 2723,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 110162, 1786, 1978,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 115819, 2138, 2346,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 121474, 3257, 3722,
001,2,22, 1, 3, 5, 9, 9, 1, 0, 1, 127149, 2255, 2432,
001,2,23, 8, 6, 8, 22, 22, 1, 0, 2, 132770, 4450, 4891,
001,2,24, 1, 9, 5, 15, 15, 1, 0, 2, 138442, 2186, 2547,
001,2,25, 5, 7, 8, 20, 20, 1, 0, 2, 144116, 3386, 4184,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 149789, 2015, 2431,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 155462, 1567, 1895,
001,2,28, 8, 8, 7, 23, 0, 2, 1, 1, 161119, 5003, 5003,
001,2,29, 2, 4, 2, 8, 3, 0, 0, 1, 166796, 146, 457,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 172466, 2587, 2948,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 178137, 2316, 2772,
001,2,32, 8, 5, 9, 22, 22, 1, 0, 2, 183742, 3183, 3568,
001,2,33, 7, 9, 6, 22, 0, 2, 1, 1, 189414, 5003, 5003,
001,2,34, 2, 3, 7, 12, 2, 0, 0, 1, 195092, 9, 266,
001,2,35, 2, 7, 9, 18, 18, 1, 0, 2, 200761, 3925, 4765,
001,2,36, 8, 5, 7, 20, 0, 2, 1, 1, 206434, 5003, 5003,
