"Start Time","Fri Nov 25 13:52:16 2011","13:52:15 minus 80 ms","Subject","001","N-back",2

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
10285,"desk",0,2404,"<timeout>",1
12693,"gasoline",0,2403,"<timeout>",1
15100,"gasoline",1,1480,"3",1
17511,"extract",0,821,"3",1
19921,"schooner",0,859,"3",1
22331,"extract",2,993,"1",1
24741,"extract",1,1384,"3",1
27150,"alcohol",0,975,"3",1
29560,"brick",0,1380,"3",1
31968,"alcohol",2,924,"1",1
34379,"extract",0,1097,"3",1
36788,"gasoline",0,1264,"3",1
39197,"extract",2,1208,"1",1
41606,"brick",0,1775,"3",1
44015,"brick",1,1166,"1",0
46425,"saddle",0,1404,"3",1
48835,"brick",2,938,"1",1
51244,"alcohol",0,1097,"3",1
53654,"brick",2,1055,"1",1
56065,"alcohol",2,1028,"1",1
58474,"extract",0,1667,"3",1
60883,"gasoline",0,1978,"3",1
63293,"brick",0,1793,"3",1
65703,"gasoline",2,1095,"1",1
68112,"brick",2,1861,"1",1
70520,"saddle",0,2045,"3",1
72930,"saddle",1,1747,"3",1
75340,"schooner",0,2404,"<timeout>",0
77748,"aunt",0,1898,"3",1
80157,"gasoline",0,1281,"3",1
82567,"aunt",2,703,"1",1
84977,"gasoline",2,629,"1",1
87385,"saddle",0,581,"3",1
89794,"gasoline",2,783,"1",1
92202,"alcohol",0,1196,"3",1
94611,"alcohol",1,1699,"1",0
97021,"aunt",0,2266,"1",0
99430,"desk",0,705,"3",1
101840,"desk",1,1926,"3",1
104248,"saddle",0,1295,"3",1
106658,"desk",2,718,"1",1
109068,"saddle",2,1059,"1",1
111478,"aunt",0,1185,"3",1
113887,"extract",0,1560,"3",1
116297,"aunt",2,702,"1",1
118706,"extract",2,677,"1",1
121115,"aunt",2,1436,"1",1
123524,"desk",0,604,"3",1
125934,"extract",0,761,"3",1
128343,"schooner",0,864,"3",1
130753,"desk",0,1174,"3",1
133162,"alcohol",0,1557,"3",1
135571,"aunt",0,1108,"3",1
137980,"aunt",1,2404,"<timeout>",0
140388,"gasoline",0,892,"3",1
142798,"desk",0,2122,"3",1
145206,"aunt",0,1122,"3",1
147615,"desk",2,1249,"1",1
150024,"brick",0,983,"3",1
152434,"saddle",0,862,"3",1
154842,"gasoline",0,1022,"1",0
157253,"saddle",2,2404,"<timeout>",0
159661,"schooner",0,867,"3",1
162069,"saddle",2,779,"1",1
164479,"schooner",2,1049,"1",1
166889,"brick",0,1127,"3",1
169299,"schooner",2,1352,"1",1
171710,"schooner",1,1667,"3",1
174119,"desk",0,985,"3",1
176528,"schooner",2,904,"1",1
178938,"desk",2,799,"1",1
181348,"alcohol",0,876,"3",1
183757,"schooner",0,1516,"1",0
186168,"alcohol",2,1337,"3",0
188577,"desk",0,1080,"1",0
