Start Time,Fri Nov 25 13-29-27 2011,Offset,13:29:28 minus 436 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 0, 2, 1, 1, 9757, 10003, 10003,
001,2,2, 54, 11, 39, 104, 1, 2, 1, 2, 20439, 9149, 10003,
001,2,3, 72, 87, 63, 222, 0, 2, 1, 1, 31120, 10003, 10003,
001,2,4, 33, 82, 11, 126, 221, 0, 0, 7, 41802, 34, 4330,
001,2,5, 71, 73, 35, 179, 179, 1, 1, 4, 52476, 9088, 10003,
001,2,6, 25, 16, 11, 52, 0, 2, 1, 1, 63158, 10003, 10003,
001,2,7, 32, 79, 89, 200, 0, 2, 1, 1, 73842, 10003, 10003,
001,2,8, 85, 87, 85, 257, 0, 2, 1, 1, 84522, 10003, 10003,
001,2,9, 62, 37, 69, 168, 0, 2, 1, 1, 95205, 10003, 10003,
001,2,10, 39, 43, 29, 111, 0, 2, 1, 1, 105886, 10003, 10003,
001,2,11, 95, 13, 32, 140, 14, 2, 1, 3, 116566, 9623, 10002,
001,2,12, 88, 26, 55, 169, 0, 2, 1, 1, 127246, 10003, 10003,
001,2,13, 33, 79, 65, 177, 0, 2, 1, 1, 137927, 10003, 10003,
001,2,14, 85, 67, 31, 183, 456, 0, 0, 7, 148608, 183, 3671,
001,2,15, 47, 48, 33, 128, 12, 2, 1, 3, 159283, 7765, 10003,
001,2,16, 14, 87, 27, 128, 128, 1, 1, 4, 169964, 8323, 10004,
001,2,17, 48, 88, 45, 181, 0, 2, 1, 1, 180646, 10003, 10003,
001,2,18, 23, 16, 71, 110, 110, 1, 0, 3, 191327, 8017, 9434,
