"Start Time","Thu Nov 24 09:09:15 2011","09:09:14 minus 802 ms","Subject","001","Target Distance",225,"Radius",18.75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
4560,400,75,1215,400,68,1,7
7000,625,300,1465,617,300,1,8
9204,240,459,1499,266,450,0,27.5136
11760,559,140,1063,567,129,1,13.6015
13567,399,525,1058,400,521,1,4.12311
15367,559,140,1553,550,152,0,15
18142,240,140,1490,238,136,1,4.47214
20368,400,75,1239,400,73,1,2
22348,240,140,1556,255,136,0,15.5242
24478,625,300,1509,629,305,1,6.40312
26729,559,140,2599,567,136,1,8.94427
30070,175,299,2146,173,300,1,2.23607
32959,240,459,1739,243,443,0,16.2788
35270,559,140,1662,555,136,1,5.65685
37670,240,140,1237,255,148,0,17
39483,559,140,1415,562,141,1,3.16228
41639,240,459,2467,231,443,0,18.3576
45166,399,525,1374,398,529,1,4.12311
47282,625,300,1184,633,300,1,8
49207,240,140,1477,243,136,1,5
51421,400,75,1158,400,80,1,5
53322,559,140,1393,538,141,0,21.0238
55287,240,140,1611,262,152,0,25.0599
57471,240,459,1406,238,450,1,9.21954
59619,559,140,1113,555,148,1,8.94427
61474,400,75,3455,393,80,1,8.60233
65671,559,459,4758,562,443,0,16.2788
71005,240,140,1566,238,141,1,2.23607
73310,559,140,1086,562,148,1,8.544
75132,400,75,941,410,68,1,12.2066
76811,240,459,1001,250,481,0,24.1661
78386,400,75,1023,400,80,1,5
80149,625,300,998,633,281,0,20.6155
82629,399,525,954,400,533,1,8.06226
84322,625,300,1128,617,298,1,8.24621
86189,240,459,3605,250,467,1,12.8062
90534,400,75,1147,400,80,1,5
92417,625,300,962,617,300,1,8
94120,400,75,2685,393,68,1,9.89949
97546,559,459,1879,562,443,0,16.2788
99998,625,300,1220,617,298,1,8.24621
101958,559,459,1126,555,450,1,9.84886
103821,625,300,1169,621,298,1,4.47214
105733,399,525,1068,398,521,1,4.12311
107539,240,459,1539,231,450,1,12.7279
109817,559,459,1349,555,474,0,15.5242
111738,400,75,1338,386,73,0,14.1421
114217,240,459,1579,243,467,1,8.544
116535,240,140,1269,250,141,1,10.0499
118544,175,299,1570,173,300,1,2.23607
120856,559,140,1830,567,136,1,8.94427
123422,399,525,1144,398,533,1,8.06226
125308,625,300,1222,617,300,1,8
127268,400,75,1183,400,84,1,9
129187,625,300,1674,617,305,1,9.43398
131598,559,140,1828,555,141,1,4.12311
134167,399,525,1183,405,498,0,27.6586
136410,559,140,974,555,136,1,5.65685
138120,400,75,1253,400,84,1,9
140112,559,459,1557,562,462,1,4.24264
142408,240,459,1720,238,438,0,21.095
145189,625,300,1227,617,300,1,8
147155,175,299,1538,173,300,1,2.23607
149431,625,300,1320,621,298,1,4.47214
151493,399,525,1111,400,498,0,27.0185
153754,559,140,1532,555,136,1,5.65685
156026,240,459,4875,231,450,1,12.7279
162127,559,459,3072,555,450,1,9.84886
165940,175,299,1864,184,298,1,9.05539
168541,399,525,1578,400,521,1,4.12311
170857,559,459,1510,562,455,1,5
173105,559,140,2293,555,152,1,12.6491
176140,400,75,1233,398,80,1,5.38516
178112,240,140,1293,238,136,1,4.47214
180144,625,300,1180,621,300,1,4
182063,400,75,1344,393,80,1,8.60233
184147,240,459,1552,243,462,1,4.24264
