Start Time,Thu Nov 24 08-41-33 2011,Offset,08:41:34 minus 605 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 95, 73, 87, 255, 0, 2, 1, 1, 5115, 10003, 10003,
001,2,2, 54, 11, 39, 104, 554, 0, 0, 3, 15799, 6776, 9568,
001,2,3, 72, 87, 63, 222, 0, 2, 1, 1, 26476, 10003, 10003,
001,2,4, 33, 82, 11, 126, 0, 2, 1, 1, 37157, 10003, 10003,
001,2,5, 71, 73, 35, 179, 0, 2, 1, 1, 47838, 10003, 10003,
001,2,6, 25, 16, 11, 52, 50, 2, 1, 3, 58518, 9027, 10003,
001,2,7, 32, 79, 89, 200, 0, 2, 1, 1, 69200, 10003, 10003,
001,2,8, 85, 87, 85, 257, 0, 2, 1, 1, 79881, 10002, 10002,
001,2,9, 62, 37, 69, 168, 0, 2, 1, 1, 90561, 10003, 10003,
001,2,10, 39, 43, 29, 111, 0, 2, 1, 1, 101242, 10003, 10003,
001,2,11, 95, 13, 32, 140, 0, 2, 1, 1, 111923, 10002, 10002,
001,2,12, 88, 26, 55, 169, 0, 2, 1, 1, 122603, 10003, 10003,
001,2,13, 33, 79, 65, 177, 0, 2, 1, 1, 133284, 10003, 10003,
001,2,14, 85, 67, 31, 183, 0, 2, 1, 1, 143966, 10002, 10002,
001,2,15, 47, 48, 33, 128, 0, 2, 1, 1, 154646, 10003, 10003,
001,2,16, 14, 87, 27, 128, 0, 2, 1, 1, 165327, 10003, 10003,
001,2,17, 48, 88, 45, 181, 0, 2, 1, 1, 176008, 10004, 10004,
001,2,18, 23, 16, 71, 110, 110, 1, 0, 4, 186656, 6844, 9084,
