"Start Time","Thu Nov 24 08:24:28 2011","08:24:27 minus 79 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
10427,"hinge",0,672,"3",1
12838,"germ",0,420,"3",1
15249,"shrine",0,406,"3",1
17658,"germ",2,452,"3",1
20067,"shrine",2,433,"3",1
22478,"sulphur",0,646,"3",1
24889,"germ",3,538,"1",1
27299,"producer",0,2405,"<timeout>",0
29708,"sulphur",3,404,"3",0
32118,"bush",0,574,"1",0
34528,"hinge",0,707,"1",0
36938,"cocktail",0,474,"3",1
39347,"bush",3,407,"3",0
41757,"hunting",0,607,"3",1
44167,"shrine",0,741,"3",1
46576,"germ",0,716,"3",1
48985,"germ",1,1603,"3",1
51394,"producer",0,603,"3",1
53804,"producer",1,433,"3",1
56215,"germ",3,765,"1",1
58625,"cocktail",0,707,"3",1
61035,"producer",3,554,"3",0
63444,"sulphur",0,576,"3",1
65854,"cocktail",3,670,"3",0
68264,"producer",3,567,"3",0
70674,"producer",1,827,"3",1
73085,"cocktail",3,592,"1",1
75495,"hunting",0,565,"3",1
77904,"producer",3,669,"3",0
80313,"hunting",2,716,"3",1
82722,"germ",0,595,"3",1
85132,"hunting",2,690,"1",0
87542,"cocktail",0,672,"3",1
89952,"germ",3,550,"3",0
92362,"hunting",3,715,"3",0
94772,"hinge",0,522,"3",1
97182,"bush",0,448,"3",1
99592,"hunting",3,598,"3",0
102002,"producer",0,636,"3",1
104411,"bush",3,1122,"1",1
106820,"bush",1,913,"3",1
109229,"shrine",0,562,"3",1
111639,"shrine",1,471,"3",1
114049,"hunting",0,661,"3",1
116460,"hinge",0,777,"3",1
118871,"germ",0,544,"3",1
121281,"hinge",2,590,"3",1
123690,"sulphur",0,540,"3",1
126099,"hinge",2,763,"1",0
128508,"sulphur",2,443,"3",1
130919,"germ",0,406,"3",1
133328,"hinge",3,406,"3",0
135737,"bush",0,1437,"3",1
138147,"bush",1,676,"3",1
140556,"hinge",3,667,"3",0
142966,"producer",0,613,"3",1
145376,"bush",3,610,"3",0
147786,"hunting",0,565,"3",1
150196,"hinge",0,508,"3",1
152605,"shrine",0,500,"3",1
155014,"hunting",3,641,"3",0
157424,"hinge",3,806,"3",0
159835,"shrine",3,683,"3",0
162245,"sulphur",0,575,"3",1
164655,"sulphur",1,520,"3",1
167466,"shrine",3,1277,"3",0
169876,"bush",0,1475,"3",1
172285,"sulphur",3,483,"3",0
174695,"cocktail",0,562,"3",1
177105,"cocktail",1,775,"3",1
179514,"sulphur",3,677,"3",0
181924,"shrine",0,643,"3",1
184333,"cocktail",3,826,"1",1
186743,"cocktail",1,406,"3",1
189152,"shrine",3,561,"3",0
