"Start Time","Thu Nov 24 08:58:34 2011","08:58:33 minus 78 ms","Subject","001","N-back",3

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
5788,"barber",0,1415,"3",1
8197,"plaster",0,2406,"<timeout>",1
10607,"essay",0,404,"3",1
13018,"barber",3,761,"1",1
15427,"plaster",3,576,"3",0
17837,"barber",2,623,"1",0
20247,"currency",0,589,"3",1
22658,"plaster",3,498,"3",0
25068,"quarry",0,560,"3",1
27477,"currency",3,405,"3",0
29886,"currency",1,813,"3",1
32296,"currency",2,452,"1",0
34705,"barber",0,730,"3",1
37115,"energy",0,538,"3",1
39526,"barber",2,559,"1",0
41935,"disturb",0,537,"3",1
44347,"energy",3,482,"3",0
46757,"disturb",2,651,"3",1
49168,"energy",2,763,"3",1
51579,"sofa",0,557,"3",1
53989,"disturb",3,424,"3",0
56399,"sofa",2,470,"3",1
58808,"energy",0,781,"1",0
61217,"essay",0,667,"3",1
63627,"sofa",3,554,"3",0
66036,"essay",2,824,"1",0
68446,"disturb",0,424,"3",1
70856,"sofa",3,588,"3",0
73266,"currency",0,532,"3",1
75675,"energy",0,458,"3",1
78085,"plaster",0,480,"3",1
80495,"currency",3,478,"3",0
82905,"sofa",0,732,"1",0
85315,"disturb",0,406,"3",1
87724,"plaster",0,490,"3",1
90133,"plaster",1,936,"3",1
92544,"disturb",3,614,"3",0
94954,"sofa",0,532,"3",1
97363,"essay",0,2404,"<timeout>",0
99771,"essay",1,404,"3",1
102179,"quarry",0,407,"1",0
104589,"currency",0,465,"3",1
106999,"quarry",2,424,"3",1
109408,"essay",0,813,"1",0
111817,"quarry",2,558,"3",1
114227,"currency",0,604,"3",1
116636,"essay",3,407,"3",0
119046,"barber",0,569,"3",1
121456,"currency",3,442,"3",0
123865,"essay",3,621,"3",0
126275,"barber",3,406,"3",0
128684,"disturb",0,2405,"<timeout>",0
131091,"disturb",1,406,"3",1
133501,"barber",3,553,"3",0
135910,"sofa",0,545,"3",1
138320,"disturb",3,734,"3",0
140730,"sofa",2,558,"3",1
143140,"barber",0,524,"3",1
145549,"plaster",0,407,"3",1
147959,"sofa",3,406,"3",0
150368,"quarry",0,519,"3",1
152778,"essay",0,582,"3",1
155187,"barber",0,532,"3",1
157596,"quarry",3,523,"3",0
160006,"essay",3,1017,"3",0
162416,"energy",0,511,"3",1
164826,"quarry",3,446,"3",0
167236,"energy",2,406,"3",1
169645,"plaster",0,499,"3",1
172055,"quarry",3,529,"3",0
174465,"energy",3,423,"1",1
176874,"plaster",3,405,"3",0
179283,"plaster",1,925,"3",1
181692,"energy",3,787,"3",0
184102,"quarry",0,515,"3",1
